Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 32110015790;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110015790;Подача заявок;"Комплекс работ по восстановлению асфальтобетонного покрытиядорог, тротуаров, покрытия из тротуарной плитки (проезжей частидорог, тротуаров, отмосток и дворовых территорий, бордюрного камня), разрушенного при проведении аварийно-восстановительных работ на инженерных сетях АО ""ОРЭС-Тамбов""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЪЕДИНЕННЫЕ РЕГИОНАЛЬНЫЕ ЭЛЕКТРИЧЕСКИЕ СЕТИТАМБОВА""";20.02.2021;1 533 752,92 ₽;;;;;;;;;;;;;;
№ 0360200054021000017;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0360200054021000017;Подача заявок;"Выполнение проектно-изыскательских работ по капитальному ремонту автоподъезда к с. Елизаветино - с. Вяжля от автомобильнойдороги""Р-208 ""Тамбов- Пенза"" – Саратов – Пристанное – Ершов – Озинки – граница с Республикой Казахстан"" на участке водопропускной трубы на км 10+673 в Аткарском районе Саратовской области.";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ САРАТОВСКОЙ ОБЛАСТИ ""ДИРЕКЦИЯ ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА""";19.02.2021;2 213 557,85 ₽;;;;;;;;;;;;;;
№ 0164200003021000274;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164200003021000274;Подача заявок;Выполнение работ по строительству автомобильныхдорогв микрорайоне «Новый Котовск», г. КотовскТамбовскаяобласть (1 этап);КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАТАМБОВСКОЙОБЛАСТИ;17.02.2021;105 875 270,00 ₽;;;;;;;;;;;;;;
№ 0164200003021000269;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164200003021000269;Подача заявок;Строительство сооружений и сетей инженерной инфраструктуры земельных участков, предполагаемых к бесплатному предоставлению льготной категории граждан для индивидуального жилищного строительства (водоснабжение, водоотведение,автодороги). Автодороги.4 этап.;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАТАМБОВСКОЙОБЛАСТИ;17.02.2021;132 592 136,10 ₽;;;;;;;;;;;;;;
№ 0164200003021000256;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164200003021000256;Подача заявок;Выполнение работ по благоустройству дворовой территории дома № 5 по ул. 9-ой Пятилетки;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАТАМБОВСКОЙОБЛАСТИ;17.02.2021;1 916 873,00 ₽;;;;;;;;;;;;;;
№ 0164200003021000249;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164200003021000249;Подача заявок;Текущий ремонт и благоустройство дворовых территорий многоквартирных домов и проездов к ним г. МичуринскаТамбовскойобласти (МКД №100 по Липецкому шоссе);КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАТАМБОВСКОЙОБЛАСТИ;17.02.2021;1 402 018,00 ₽;;;;;;;;;;;;;;
№ 0164200003021000248;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0164200003021000248;Подача заявок;"выполнение работ по капитальному ремонту и содержанию автомобильнойдороги ""Тамбов-Котовск""-Покрово-Пригородное (через КПД) км 0+000 - км 5+430,Тамбовскиийрайон";КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАТАМБОВСКОЙОБЛАСТИ;17.02.2021;156 816 490,00 ₽;;;;;;;;;;;;;;
№ 0164300016521000015;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0164300016521000015;Подача заявок;"Выполнение проектных и изыскательских работ для муниципальных нужд городского округа-городТамбовпо объекту: ""Реконструкцияавтодорогипо ул. Кавказской в г.Тамбове""";УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ЗАКАЗА И ПРОДАЖ АДМИНИСТРАЦИИ ГОРОДАТАМБОВА ТАМБОВСКОЙОБЛАСТИ;17.02.2021;2 176 489,00 ₽;;;;;;;;;;;;;;
№ 0860400000321000013;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0860400000321000013;Подача заявок;"Выполнение работ по объекту: «Капитальный ремонт моста через реку Саратовка на км 28+828 автомобильнойдорогиА-298 автомобильнаядорогаР-228 ""Сызрань - Саратов Волгоград"" - Пристанное - Ершов - Озинки - граница с Республикой Казахстан (на км 299+828 автомобильнойдорогиА-298 автомобильнаядорогаР-208 «Тамбов-Пенза»-Саратов-Пристанное-Ершов-Озинки-граница с Республикой Казахстан), Саратовская область»";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""НИЖНЕ-ВОЛЖСКОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";16.02.2021;109 483 390,00 ₽;;;;;;;;;;;;;;
№ 0364100001821000019;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0364100001821000019;Подача заявок;Проведение строительного контроля при осуществлении капитального ремонта объекта: «Капитальный ремонтавтомобильнойдорогиА-298  автомобильнаядорогаР-208 «Тамбов-  Пенза» - Саратов - Пристанное - Ершов - Озинки - граница с Республикой Казахстан на участке км 12+274 - км 24+000,Тамбовскаяобласть»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ВОЛГОГРАД ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";15.02.2021;23 568 684,00 ₽;;;;;;;;;;;;;;
№ 0364100001821000018;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0364100001821000018;Подача заявок;Проведение строительного контроля при осуществлении капитального ремонта объекта: «Капитальный ремонт автомобильнойдорогиР-22 «Каспий» автомобильнаядорогаМ-4 «Дон» –Тамбов– Волгоград – Астрахань на участке км 824+560 – км838+000, Волгоградская область»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ВОЛГОГРАД ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";15.02.2021;56 562 405,00 ₽;;;;;;;;;;;;;;
№ 0164200003021000190;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164200003021000190;Определение поставщика завершено;Обустройство зоны отдыха в парке   р. п. Ржакса  Ржаксинского  районаТамбовскойобласти;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАТАМБОВСКОЙОБЛАСТИ;15.02.2021;2 083 192,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164200003021000190;АДМИНИСТРАЦИЯ РЖАКСИНСКОГО ПОССОВЕТА РЖАКСИНСКОГО РАЙОНА ТАМБОВСКОЙ ОБЛАСТИ;Лаврентьев А. В.;1 - Победитель;1 489 481,71;Адамян Д. М.;2 - Второй номер;1 499 897,68;;;;;;
№ 0164200003021000181;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164200003021000181;Подача заявок;Устройство тротуаров по ул.Заречная, ул.Северная в с.Староюрьево, Староюрьевский район (I, II этапы);КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАТАМБОВСКОЙОБЛАСТИ;12.02.2021;1 930 280,00 ₽;;;;;;;;;;;;;;
№ 0164200003021000179;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164200003021000179;Определение поставщика завершено;Строительство автомобильнойдорогипо ул. 65-летия Победы  в с. Гавриловка 2-я Гавриловского районаТамбовскойобласти.;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАТАМБОВСКОЙОБЛАСТИ;12.02.2021;15 545 667,50 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164200003021000179;АДМИНИСТРАЦИЯ ГАВРИЛОВСКОГО 2-ГО СЕЛЬСОВЕТА ГАВРИЛОВСКОГО РАЙОНА ТАМБОВСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОНДАРСКАЯ ДОРОЖНО-СТРОИТЕЛЬНАЯ ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА""";1 - Победитель;12 047 892,20;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОЛИМП""";2 - Второй номер;12 125 620,54;;;;;;
№ 0364100001821000015;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0364100001821000015;Подача заявок;"Капитальный ремонт автомобильнойдорогиА-298 автомобильнаядорогаР-208 ""Тамбов- Пенза"" - Саратов - Пристанное - Ершов - Озинки - граница с Республикой Казахстан на участке км 12+274 - км 24+000,Тамбовскаяобласть";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ВОЛГОГРАД ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";12.02.2021;919 789 216,00 ₽;;;;;;;;;;;;;;
№ 0364100001821000012;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0364100001821000012;Подача заявок;"Капитальный ремонт автомобильнойдорогиР-22 ""Каспий"" автомобильнаядорогаМ-4 ""Дон"" -Тамбов- Волгоград - Астрахань на участке км 824+560 - км 838+000, Волгоградская область";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ВОЛГОГРАД ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";12.02.2021;2 668 858 495,00 ₽;;;;;;;;;;;;;;
№ 0860400000321000012;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0860400000321000012;Подача заявок;"Выполнение работ по объекту: «Устройство защитных слоев  на автомобильнойдорогеР-22 ""Каспий"" автомобильнаядорогаМ-4 ""Дон"" -Тамбов- Волгоград - Астрахань (подъезд к городу Саратов) на участке км 511+000 - км 517+000, Саратовская область, Устройство защитных слоев  на автомобильнойдорогеР-22 ""Каспий"" автомобильнаядорогаМ-4 ""Дон"" -Тамбов- Волгоград - Астрахань (подъезд к городу Саратов) на участке км 645+000 - км 656+000, Саратовская область».";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""НИЖНЕ-ВОЛЖСКОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";12.02.2021;144 908 138,00 ₽;;;;;;;;;;;;;;
№ 0860400000321000010;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0860400000321000010;Подача заявок;"Выполнение работ по объекту: «Устройство защитных слоев на  автомобильнойдорогеР-22 ""Каспий"" автомобильнаядорогаМ-4 ""Дон"" -Тамбов- Волгоград - Астрахань (подъезд к городу Саратов) на участке км 683+000 – км 690+000, Саратовская область».";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""НИЖНЕ-ВОЛЖСКОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";12.02.2021;81 311 211,00 ₽;;;;;;;;;;;;;;
№ 0860400000321000009;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0860400000321000009;Подача заявок;"Выполнение работ по объекту: «Устройство защитных слоев на  автомобильнойдорогеА-298 автомобильнаядорогаР-208 ""Тамбов- Пенза"" - Саратов - Пристанное - Ершов - Озинки - граница с Республикой Казахстан на участке км 386+420 - км 391+420, Саратовская область».";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""НИЖНЕ-ВОЛЖСКОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";12.02.2021;38 011 339,00 ₽;;;;;;;;;;;;;;
№ 0164300030521000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164300030521000007;Определение поставщика завершено;Выполнение работ по летнему содержанию в состоянии, обеспечивающем безопасность движения автомобильныхдорогСосновского поссовета Сосновского районаТамбовскойобласти общей протяженностью 57,9 км. в 2021 году.;АДМИНИСТРАЦИЯ СОСНОВСКОГО РАЙОНАТАМБОВСКОЙОБЛАСТИ;11.02.2021;549 826,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164300030521000007;АДМИНИСТРАЦИЯ СОСНОВСКОГО ПОССОВЕТА СОСНОВСКОГО РАЙОНА ТАМБОВСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИССА""";1 - Победитель;520 000,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРУД""";2 - Второй номер;525 083,83;;;;;;
№ 0164300030521000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164300030521000006;Определение поставщика завершено;Выполнение работ по монтажу дополнительного уличного освещения (установка светодиодных светильников) в р.п. Сосновка Сосновского районаТамбовскойобласти;АДМИНИСТРАЦИЯ СОСНОВСКОГО РАЙОНАТАМБОВСКОЙОБЛАСТИ;11.02.2021;241 574,29 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164300030521000006;АДМИНИСТРАЦИЯ СОСНОВСКОГО ПОССОВЕТА СОСНОВСКОГО РАЙОНА ТАМБОВСКОЙ ОБЛАСТИ;Скуратов А. В.;1 - Победитель;240 366,41;Зяблицкий С. М.;2 - Второй номер;241 574,29;;;;;;
№ 0364100001821000011;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0364100001821000011;Подача заявок;Ремонт автомобильнойдорогиР-193 Воронеж –Тамбовна участке км 190+000 – км 200+000,Тамбовскаяобласть;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ВОЛГОГРАД ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";11.02.2021;264 709 560,00 ₽;;;;;;;;;;;;;;
№ 0364100001821000009;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0364100001821000009;Подача заявок;"Ремонт автомобильнойдорогиР-22 ""Каспий"" автомобильнаядорогаМ-4 ""Дон"" -Тамбов- Волгоград - Астрахань на участке км 949+000 - км 961+000, Волгоградская область";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ВОЛГОГРАД ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";11.02.2021;590 343 376,00 ₽;;;;;;;;;;;;;;
№ 0864500000221000305;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0864500000221000305;Определение поставщика завершено;Обустройство зоны отдыха в парке   р. п. Ржакса  Ржаксинского  районаТамбовскойобласти;"ТАМБОВСКОЕОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ПО ОРГАНИЗАЦИИ ЗАКУПОК""";10.02.2021;215 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0864500000221000305;АДМИНИСТРАЦИЯ РЖАКСИНСКОГО ПОССОВЕТА РЖАКСИНСКОГО РАЙОНА ТАМБОВСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТ 68""";1 - Победитель;185 975,00;Мисюк В. В.;2 - Второй номер;187 050,00;;;;;;
№ 0122300011921000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0122300011921000004;Определение поставщика завершено;Выполнение работ по очистке от снега автомобильнойдороги«Подъезд к с.Верхнетамбовское», «Подъезд к с. Большая Картель» Комсомольского муниципального района Хабаровского края;АДМИНИСТРАЦИЯ КОМСОМОЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ХАБАРОВСКОГО КРАЯ;10.02.2021;383 203,90 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0122300011921000004;АДМИНИСТРАЦИЯ КОМСОМОЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ХАБАРОВСКОГО КРАЯ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАССВЕТ""";;383 203,90;;;;;;
№ 0164300027921000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164300027921000002;Определение поставщика завершено;Устройство асфальтового дорожного покрытия по ул. Центальной в пос. Зелёный Зелёновского сельсовета Рассказовского районаТамбовскойобласти;АДМИНИСТРАЦИЯ РАССКАЗОВСКОГО РАЙОНАТАМБОВСКОЙОБЛАСТИ;04.02.2021;2 008 720,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164300027921000002;АДМИНИСТРАЦИЯ ЗЕЛЁНОВСКОГО СЕЛЬСОВЕТА РАССКАЗОВСКОГО РАЙОНА ТАМБОВСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАВУШ""";1 - Победитель;1 667 237,60;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОНДАРСКАЯ ДОРОЖНО-СТРОИТЕЛЬНАЯ ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА""";2 - Второй номер;1 677 281,20;;;;;;
