Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0109300012621000002;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0109300012621000002;Подача заявок;"выполнение работ по разработке проектно-сметной документации по объекту: ""Капитальный ремонт моста через реку Пишля на км 1+400 автомобильнойдорогипо улице Калинина в г. Рузаевка""";АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ РУЗАЕВКА РУЗАЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИМОРДОВИЯ;15.02.2021;6 050 000,00 ₽;;;;;;;;;;;;;;
№ 0109300009421000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0109300009421000002;Определение поставщика завершено;Выполнение работ по объекту:Текущий ямочный ремонт уличных автомобильныхдорогв г. Ардатов Ардатовского муниципального района РМ;АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ АРДАТОВ АРДАТОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИМОРДОВИЯ;12.02.2021;506 969,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0109300009421000002;АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ АРДАТОВ АРДАТОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ МОРДОВИЯ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ АРДАТОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ МОРДОВИЯ ""ЖКХ ""АРДАТОВСКОЕ""";;506 969,00;;;;;;
№ 0809500000321000121;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0809500000321000121;Работа комиссии;выполнение работ по текущему ремонту участка автомобильнойдорогипо ул. Володарского в р.п. Кадошкино Кадошкинского муниципального района РеспубликиМордовия;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИМОРДОВИЯ""РЕГИОНАЛЬНЫЙ ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";12.02.2021;1 880 115,90 ₽;;;;;;;;;;;;;;
№ 0809500000321000120;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0809500000321000120;Работа комиссии;выполнение работ по текущему ремонту участка автомобильнойдорогипо ул. Гражданская в р.п. Кадошкино Кадошкинского муниципального района РеспубликиМордовия;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИМОРДОВИЯ""РЕГИОНАЛЬНЫЙ ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";12.02.2021;2 022 163,30 ₽;;;;;;;;;;;;;;
№ 0809500000321000119;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0809500000321000119;Определение поставщика завершено;выполнение работ по ремонту участка автомобильнойдорогипо ул. Вокзальная в п.Барашево Теньгушевского муниципального района РеспубликиМордовия(в рамках текущего ремонта);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИМОРДОВИЯ""РЕГИОНАЛЬНЫЙ ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";12.02.2021;1 538 410,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0809500000321000119;АДМИНИСТРАЦИЯ ТЕНЬГУШЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ МОРДОВИЯ;;;;;;;;;;;;
№ 0109300006121000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0109300006121000002;Определение поставщика завершено;Выполнение работ по очистке от снега внутрипоселковыхдороггородского поселения Чамзинка Чамзинского муниципального района РеспубликиМордовия;АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ЧАМЗИНКА ЧАМЗИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИМОРДОВИЯ;11.02.2021;300 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0109300006121000002;АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ЧАМЗИНКА ЧАМЗИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ МОРДОВИЯ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Балыков В. Е.;;300 000,00;;;;;;
№ 0109300006121000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0109300006121000001;Определение поставщика завершено;Выполнение работ по очистке от снега внутрипоселковыхдороггородского поселения Чамзинка Чамзинского муниципального района Республикимордовия;АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ЧАМЗИНКА ЧАМЗИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИМОРДОВИЯ;11.02.2021;300 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0109300006121000001;АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ЧАМЗИНКА ЧАМЗИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ МОРДОВИЯ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Дырин С. К.;;300 000,00;;;;;;
№ 0355100004521000004;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0355100004521000004;Подача заявок;"Устройство защитных слоев на участках автомобильнойдорогиМ-5 ""Урал"" Москва - Рязань - Пенза - Самара - Уфа – Челябинск, РеспубликаМордовия, Пензенская область";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ""БОЛЬШАЯ ВОЛГА"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";11.02.2021;181 046 118,00 ₽;;;;;;;;;;;;;;
№ 0309200000221000013;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0309200000221000013;Определение поставщика завершено;Ремонт объекта: Автомобильнаядорогас. Атюрьево - г. Темников на участках км 0+000 - км 1+272, км 1+306 - км 2+666, км 2+710 - км 7+815 в Атюрьевском муниципальном районе РеспубликиМордовия;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГРЕСПУБЛИКИМОРДОВИЯ""";05.02.2021;108 959 370,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0309200000221000013;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ РЕСПУБЛИКИ МОРДОВИЯ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАНДЕМ""";1 - Победитель;85 536 329,11;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОРДОВАВТОДОР""";2 - Второй номер;86 081 125,96;;;;;;
№ 0348100006021000004;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0348100006021000004;Подача заявок;Устройство слоев износа на автомобильнойдорогеР-158 Нижний Новгород –Арзамас – Саранск – Исса – Пенза – Саратов на участке км 303+800 – км 321+300, РеспубликаМордовия;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА - НИЖНИЙ НОВГОРОД ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";04.02.2021;155 157 716,00 ₽;;;;;;;;;;;;;;
№ 0309200000221000012;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0309200000221000012;Определение поставщика завершено;Капитальный ремонт объекта:  Автомобильнаядорогар. п. Зубова Поляна – п. Ясная Поляна на участках  км 0+000 – км 3+184, км 3+298- км 4+596 в Зубово-Полянском муниципальном районе РеспубликиМордовия;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГРЕСПУБЛИКИМОРДОВИЯ""";03.02.2021;112 274 245,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0309200000221000012;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ РЕСПУБЛИКИ МОРДОВИЯ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАПО-ТРАНС""";1 - Победитель;98 239 964,25;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДОРОЖНОЕ ЭКСПЛУАТАЦИОННОЕ ПРЕДПРИЯТИЕ № 84""";2 - Второй номер;98 801 335,48;;;;;;
№ 0309200000221000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0309200000221000011;Определение поставщика завершено;"Капитальный ремонт  объекта: Автомобильнаядорогас. Большое Игнатово - с. Вармазейка - с. Новое Качаево  -  с. Новое Баево  -  с. Киржеманы - ""г. Ардатов - с. Большое Игнатово""  на участке км  0+000 - км  4+700 в  Большеигнатовском муниципальном  районе  РеспубликиМордовия";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГРЕСПУБЛИКИМОРДОВИЯ""";02.02.2021;59 500 088,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0309200000221000011;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ РЕСПУБЛИКИ МОРДОВИЯ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАПО-ТРАНС""";1 - Победитель;52 955 078,32;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИДЕР""";2 - Второй номер;53 252 578,76;;;;;;
№ 0309200000221000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0309200000221000010;Определение поставщика завершено;Капитальный ремонт объекта : Автомобильнаядорогаподъезд к с. Кечушево на участке  км 0+000-км 1+800 в Ардатовском  муниципальном районе РеспубликиМордовия;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГРЕСПУБЛИКИМОРДОВИЯ""";02.02.2021;21 526 345,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0309200000221000010;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ РЕСПУБЛИКИ МОРДОВИЯ""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАПО-ТРАНС""";;21 526 345,00;;;;;;
№ 0309200000221000009;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0309200000221000009;Определение поставщика завершено;"Капитальный ремонт объекта: Автомобильнаядорога""п.Потьма - п. Барашево"" - п. Лесной - п. Озерный на участке км 0+000 – км 7+000 в Зубово-Полянском муниципальном районе РеспубликиМордовия";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГРЕСПУБЛИКИМОРДОВИЯ""";01.02.2021;157 028 938,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0309200000221000009;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ РЕСПУБЛИКИ МОРДОВИЯ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАПО-ТРАНС""";1 - Победитель;131 119 163,23;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАНДЕМ""";2 - Второй номер;131 904 307,92;30.09.2021;25.02.2021;;430030, РЕСП МОРДОВИЯ, Г САРАНСК, УЛ СТРОИТЕЛЬНАЯ, 11А,;1328903647;78342291996mapo-trans@mail.ru
№ 0309200000221000008;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0309200000221000008;Определение поставщика завершено;Капитальный ремонт объекта: Автомобильнаядорогар. п. Торбеево - п. Красноармейский - с.МордовскиеЮнки на участке км 0+000 - км 5+800 в Торбеевском муниципальном районе РеспубликиМордовия;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГРЕСПУБЛИКИМОРДОВИЯ""";01.02.2021;81 810 935,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0309200000221000008;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ РЕСПУБЛИКИ МОРДОВИЯ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОРДОВДОРСТРОЙ""";1 - Победитель;74 857 005,44;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОРДОВСТРОЙТЕХНИКА""";2 - Второй номер;75 266 060,12;30.11.2021;24.02.2021;;430034, РЕСП МОРДОВИЯ, Г САРАНСК, УЛ ПРОМЫШЛЕННАЯ 1-Я, 1,;1327156382;783-427-50580ooo_mds@rambler.ru
