Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 32109912728;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109912728;Подача заявок;Выполнение работ по переустройству кабеля связи на объекте «Капитальный ремонтавтодороги«Казань –Ульяновск» - Татарское Бурнашево, км 0+050 – км 6+790 в Верхнеуслонском муниципальном районе Республики Татарстан» в соответствии с условиями договора, ведомостью объемов работ (Приложение № 1 к договору субподряда), рабочей документацией, утвержденной ГКУ «Главтатдортранс»;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТАТАВТОДОР""";21.01.2021;837 116,00 ₽;;;;;;;;;;;;;;
№ 0168500000621000014;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0168500000621000014;Определение поставщика завершено;Ремонт автомобильныхдорогобщего пользования местного значения, находящихся на территории муниципального образования «Лебяжинское сельское поселение» Мелекесского районаУльяновскойобласти;АГЕНТСТВО ГОСУДАРСТВЕННЫХ ЗАКУПОКУЛЬЯНОВСКОЙОБЛАСТИ;21.01.2021;4 298 998,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0168500000621000014;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНЫМ ХОЗЯЙСТВОМ МЕЛЕКЕССКОГО РАЙОНА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНВЕСТСТРОЙ""";1 - Победитель;3 310 228,46;Галиуллов М. М.;2 - Второй номер;3 331 723,45;;;;;;
№ 0168500000621000013;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0168500000621000013;Определение поставщика завершено;Ремонт автомобильныхдорогобщего пользования местного значения, находящихся на территории муниципального образования «Николочеремшанское сельское поселение» Мелекесского районаУльяновскойобласти;АГЕНТСТВО ГОСУДАРСТВЕННЫХ ЗАКУПОКУЛЬЯНОВСКОЙОБЛАСТИ;21.01.2021;4 652 398,20 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0168500000621000013;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНЫМ ХОЗЯЙСТВОМ МЕЛЕКЕССКОГО РАЙОНА""";Ибрагимов А. И.;1 - Победитель;4 233 682,20;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТИТАН-СТРОЙ""";2 - Второй номер;4 256 944,20;;;;;;
№ 0168500000621000012;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0168500000621000012;Определение поставщика завершено;Ремонт автомобильныхдорогобщего пользования местного значения, находящихся на территории муниципального образования «Тиинское сельское поселение» Мелекесского районаУльяновскойобласти;АГЕНТСТВО ГОСУДАРСТВЕННЫХ ЗАКУПОКУЛЬЯНОВСКОЙОБЛАСТИ;20.01.2021;4 474 837,60 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0168500000621000012;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНЫМ ХОЗЯЙСТВОМ МЕЛЕКЕССКОГО РАЙОНА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФРЕГИОН""";1 - Победитель;3 725 236,04;Ибрагимов А. И.;2 - Второй номер;3 747 610,23;;;;;;
№ 0168500000621000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0168500000621000011;Определение поставщика завершено;Ремонт автомобильныхдорогобщего пользования местного значения, находящихся на территории муниципального образования «Старосахчинское сельское поселение» Мелекесского районаУльяновскойобласти;АГЕНТСТВО ГОСУДАРСТВЕННЫХ ЗАКУПОКУЛЬЯНОВСКОЙОБЛАСТИ;20.01.2021;4 793 610,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0168500000621000011;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНЫМ ХОЗЯЙСТВОМ МЕЛЕКЕССКОГО РАЙОНА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФРЕГИОН""";1 - Победитель;4 383 316,69;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРСТРОЙ ПЛЮС""";2 - Второй номер;4 407 284,74;;;;;;
№ 0168500000621000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0168500000621000010;Определение поставщика завершено;Ремонт автомобильныхдорогобщего пользования местного значения, находящихся на территории муниципального образования «Старосахчинское сельское поселение» Мелекесского районаУльяновскойобласти;АГЕНТСТВО ГОСУДАРСТВЕННЫХ ЗАКУПОКУЛЬЯНОВСКОЙОБЛАСТИ;20.01.2021;4 915 814,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0168500000621000010;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНЫМ ХОЗЯЙСТВОМ МЕЛЕКЕССКОГО РАЙОНА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРСТРОЙ ПЛЮС""";1 - Победитель;4 571 707,02;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТИТАН-СТРОЙ""";2 - Второй номер;4 596 286,09;;;;;;
№ 0168500000621000009;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0168500000621000009;Определение поставщика завершено;Ремонт автомобильныхдорогобщего пользования местного значения, находящихся на территории муниципального образования «Рязановское сельское поселение» Мелекесского районаУльяновскойобласти;АГЕНТСТВО ГОСУДАРСТВЕННЫХ ЗАКУПОКУЛЬЯНОВСКОЙОБЛАСТИ;20.01.2021;4 825 464,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0168500000621000009;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНЫМ ХОЗЯЙСТВОМ МЕЛЕКЕССКОГО РАЙОНА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФРЕГИОН""";1 - Победитель;3 663 962,52;Мамаева В. Д.;2 - Второй номер;3 688 089,84;;;;;;
№ 0168300000321000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0168300000321000003;Определение поставщика завершено;"Оказание услуг по уборке снега наавтодорогахобщего пользования местного значения в границах населённых пунктов муниципального образования ""Тереньгульское городское поселение"" Тереньгульского районаУльяновскойобласти";"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ТЕРЕНЬГУЛЬСКИЙ РАЙОН""";15.01.2021;922 350,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0168300000321000003;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО ""МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ТЕРЕНЬГУЛЬСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ"" ТЕРЕНЬГУЛЬСКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛАСТИ";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Астайкина Л. Е.;;922 350,00;;;;;;
№ 0168300006921000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0168300006921000004;Определение поставщика завершено;Зимнее содержаниедорогв р. п. Кузоватово;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""КУЗОВАТОВСКИЙ РАЙОН""УЛЬЯНОВСКОЙОБЛАСТИ";14.01.2021;749 788,82 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0168300006921000004;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КУЗОВАТОВСКОЕ ГОРОДСКОЕ ХОЗЯЙСТВО"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ КУЗОВАТОВСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ КУЗОВАТОВСКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛАСТИ";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМФОРТ""";;749 788,82;31.12.2021;02.02.2021;;433760, ОБЛ УЛЬЯНОВСКАЯ 73, Р-Н КУЗОВАТОВСКИЙ, - КУЗОВАТОВО, УЛ ЧКАЛОВА, 2;7313007600;субъект малого предпринимательства
№ 0168300006921000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0168300006921000002;Определение поставщика завершено;Электромонтажные работы по ул. Кузоватовская в р. п. КузоватовоУльяновскойобласти;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""КУЗОВАТОВСКИЙ РАЙОН""УЛЬЯНОВСКОЙОБЛАСТИ";14.01.2021;124 675,20 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0168300006921000002;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КУЗОВАТОВСКОЕ ГОРОДСКОЕ ХОЗЯЙСТВО"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ КУЗОВАТОВСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ КУЗОВАТОВСКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛАСТИ";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТАНДАРТЭЛЕКТРОМОНТАЖ""";1 - Победитель;110 960,84;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХОУМ ГРУПП""";2 - Второй номер;111 584,22;;;;;;
№ 32109880235;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109880235;Подача заявок;...  М-12 «Строящаяся скоростная автомобильнаядорогаМосква – Нижний Новгород – Казань» по ...  с автомобильнойдорогойфедерального значения Р-241 «Казань — Буинск —Ульяновск» до пересечения ...  с автомобильнойдорогойрегионального значения «Сорочьи ...;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ИНЖИНИРИНГ""";11.01.2021;627 384 990,00 ₽;;;;;;;;;;;;;;
№ 32109880084;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109880084;Подача заявок;...  М-12 «Строящаяся скоростная автомобильнаядорогаМосква – Нижний Новгород – Казань» по ...  пересечения с автомобильнойдорогойфедерального значения A-151 «Цивильск –Ульяновск» до пересечения ...  с автомобильнойдорогойфедерального значения Р ...;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ИНЖИНИРИНГ""";11.01.2021;223 026 514,83 ₽;;;;;;;;;;;;;;
№ 32109879063;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109879063;Подача заявок;...  М-12 «Строящаяся скоростная автомобильнаядорогаМосква – Нижний Новгород – Казань» по ...  (от пересечения с автомобильнойдорогойрегионального значения 22К-0162 «Работки ...  с автомобильнойдорогойфедерального значения A-151 «Цивильск –Ульяновск») (участниками которого ...;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ИНЖИНИРИНГ""";11.01.2021;370 006 220,00 ₽;;;;;;;;;;;;;;
№ 0311100007220000155;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0311100007220000155;Определение поставщика завершено;"Капитальный ремонт автомобильнойдорогиМ-5 ""Урал"" Москва - Рязань - Пенза - Самара - Уфа - Челябинск, Подъезд к г.Ульяновсккм 280+000 - км 285+000 вУльяновскойобласти";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГВОЛГО-ВЯТСКОГО РЕГИОНА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";31.12.2020;408 195 540,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0311100007220000155;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ВОЛГО-ВЯТСКОГО РЕГИОНА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;По окончании срока подачи заявок подана только одна заявка, заявка соответствует требованиям. Конкурс в электронной форме признан несостоявшимся (ч. 16 ст. 54.4 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОРИНЖИНИРИНГ""";;408 195 540,00;;;;;;
