Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0131300009021000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300009021000011;Определение поставщика отменено;"""Модернизация систем уличного освещения Клеповского сельского поселения Бутурлиновского муниципального районаВоронежскойобласти""";АДМИНИСТРАЦИЯ БУТУРЛИНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;15.02.2021;2 158 275,60 ₽;;;;;;;;;;;;;;
№ 0131300045221000016;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300045221000016;Определение поставщика завершено;"Осуществление строительного контроля по объекту: ""Строительство и реконструкция подъездной автомобильнойдорогик ЖК Соколовка""";АДМИНИСТРАЦИЯ БОБРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;15.02.2021;5 058 266,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0131300045221000016;АДМИНИСТРАЦИЯ БОБРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОРОНЕЖСКОЙ ОБЛАСТИ;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""СЛУЖБА КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И ОКАЗАНИЯ УСЛУГ ДЛЯ МУНИЦИПАЛЬНЫХ НУЖД"" БОБРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОРОНЕЖСКОЙ ОБЛАСТИ";1 - Победитель;3 287 872,90;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНВЕСТ ГРУПП""";2 - Второй номер;3 313 164,23;;;;;;
№ 0131200001021000428;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131200001021000428;Подача заявок;2021-00664 Поставка шлагбаумов;УПРАВЛЕНИЕ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОКВОРОНЕЖСКОЙОБЛАСТИ;12.02.2021;178 060,00 ₽;;;;;;;;;;;;;;
№ 0131300000621000063;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0131300000621000063;Подача заявок;Ремонт автомобильныхдорог;АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ГОРОДВОРОНЕЖ;12.02.2021;651 550 000,00 ₽;;;;;;;;;;;;;;
№ 0131300046221000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300046221000002;Определение поставщика завершено;Устройство тротуарной дорожки по улице Пришкольная села Старина Каширского муниципального районаВоронежскойобласти.;АДМИНИСТРАЦИЯ КАШИРСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;12.02.2021;1 319 812,80 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0131300046221000002;АДМИНИСТРАЦИЯ СТАРИНСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ КАШИРСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОРОНЕЖСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАН-СТРОЙ""";1 - Победитель;1 253 822,20;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ВАВИЛОН""";2 - Второй номер;1 260 421,26;;;;;;
№ 0131300039521000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300039521000007;Работа комиссии;"""Устройство тротуарной дорожки по ул.Октябрьская с.Репьевка Репьевского муниципального районаВоронежскойобласти""";АДМИНИСТРАЦИЯ РЕПЬЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;12.02.2021;1 147 545,60 ₽;;;;;;;;;;;;;;
№ 0364100001821000011;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0364100001821000011;Подача заявок;Ремонт автомобильнойдорогиР-193Воронеж– Тамбов на участке км 190+000 – км 200+000, Тамбовская область;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ВОЛГОГРАД ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";11.02.2021;264 709 560,00 ₽;;;;;;;;;;;;;;
№ 0131300017821000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300017821000001;Определение поставщика завершено;Обустройство тротуара по ул. Ленина в с. Новая Усмань Новоусманского районаВоронежскойобласти;АДМИНИСТРАЦИЯ УСМАНСКОГО 2-ГО СЕЛЬСКОГО ПОСЕЛЕНИЯ НОВОУСМАНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;10.02.2021;1 878 806,40 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0131300017821000001;АДМИНИСТРАЦИЯ УСМАНСКОГО 2-ГО СЕЛЬСКОГО ПОСЕЛЕНИЯ НОВОУСМАНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОРОНЕЖСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНО-СТРОИТЕЛЬНАЯ ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА""";1 - Победитель;1 690 925,60;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАН-СТРОЙ""";2 - Второй номер;1 700 319,64;;;;;;
№ 0131300031521000002;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0131300031521000002;Подача заявок;Обустройство тротуаров на части центральной улицы по адресу:Воронежскаяобласть, город Россошь, ул. Пролетарская;АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ГОРОД РОССОШЬ РОССОШАНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;10.02.2021;8 298 603,60 ₽;;;;;;;;;;;;;;
№ 0331300062021000013;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0331300062021000013;Определение поставщика завершено;Обустройство пешеходного тротуара в с. Новоживотинное, по ул. Советская, Рамонского муниципального районаВоронежскойобласти;ОТДЕЛ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ РАМОНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;10.02.2021;1 986 178,80 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0331300062021000013;АДМИНИСТРАЦИЯ НОВОЖИВОТИННОВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ РАМОНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОРОНЕЖСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛЕГРАНД""";1 - Победитель;1 491 397,17;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОМПАНИЯ ""ВЕКТОР""";2 - Второй номер;1 501 328,06;;;;;;
№ 0131300009021000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300009021000010;Определение поставщика завершено;Текущий ремонт автомобильнойдорогипо  ул.Молодежная от дома №1 до дома №10 по ул.Ленина в с.Кучеряевка Бутурлиновского районаВоронежскойобласти;АДМИНИСТРАЦИЯ БУТУРЛИНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;10.02.2021;2 021 624,40 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0131300009021000010;АДМИНИСТРАЦИЯ КУЧЕРЯЕВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ БУТУРЛИНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОРОНЕЖСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТВОЯ ДОРОГА""";1 - Победитель;1 839 678,24;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОРИСОГЛЕБСКОЕ ДОРОЖНО-РЕМОНТНОЕ СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ №2""";2 - Второй номер;1 849 786,36;;;;;;
№ 0131300038021000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300038021000011;Определение поставщика завершено;Ремонт автомобильнойдорогипо ул. Садовая в с. Александровка Александровского сельского поселения Эртильского муниципального районаВоронежскойобласти;АДМИНИСТРАЦИЯ ЭРТИЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;09.02.2021;2 978 058,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0131300038021000011;АДМИНИСТРАЦИЯ АЛЕКСАНДРОВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ ЭРТИЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОРОНЕЖСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛЕГРАНД""";1 - Победитель;2 665 361,91;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТВОЯ ДОРОГА""";2 - Второй номер;2 680 252,20;;;;;;
№ 32109970580;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109970580;Работа комиссии;"Открытый аукцион в электронной форме № 253/ОАЭ-ДКСС/21 на право заключения договора на выполнение комплекса строительно- монтажных работ по объекту "" ЗС ГО № 0482-37 г.Воронеж""";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";08.02.2021;10 932 816,00 ₽;;;;;;;;;;;;;;
№ 0131300022121000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300022121000005;Определение поставщика завершено;Ремонт автостоянок и подъездныхдорогпо ул. Красная в г. БутурлиновкаВоронежскойобласти;АДМИНИСТРАЦИЯ БУТУРЛИНОВСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ БУТУРЛИНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;08.02.2021;1 453 312,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0131300022121000005;АДМИНИСТРАЦИЯ БУТУРЛИНОВСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ БУТУРЛИНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОРОНЕЖСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОРИСОГЛЕБСКОЕ ДОРОЖНО-РЕМОНТНОЕ СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ №2""";;1 453 312,00;;;;;;
№ 0131300040621000012;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300040621000012;Определение поставщика завершено;Обустройство тротуарных дорожек по части ул. Победыс. Петропавловка;ФИНАНСОВЫЙ ОТДЕЛ АДМИНИСТРАЦИИ ПЕТРОПАВЛОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;08.02.2021;5 739 215,99 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0131300040621000012;АДМИНИСТРАЦИЯ ПЕТРОПАВЛОВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ ПЕТРОПАВЛОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОРОНЕЖСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭВЕРЕСТ""";1 - Победитель;4 820 941,43;Айрапетян Н. М.;2 - Второй номер;4 849 637,51;;;;;;
№ 0131300045221000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300045221000011;Определение поставщика завершено;Ремонт (восстановление) автомобильнойдорогиот ул.Ранняя Заря до ул.Молодежной в г.Бобров Бобровского муниципального районаВоронежскойобласти;АДМИНИСТРАЦИЯ БОБРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;08.02.2021;9 822 858,48 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0131300045221000011;АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ГОРОД БОБРОВ БОБРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОРОНЕЖСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦТЕХНИКА""";1 - Победитель;8 791 458,18;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕКТОР С""";2 - Второй номер;8 840 572,48;;;;;;
№ 0131300009021000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300009021000005;Определение поставщика завершено;Выполнение работ по текущему ремонту автомобильнойдорогиобщего пользования  местного значения по ул. Комсомольская в с. Васильевка  Бутурлиновского муниципального районаВоронежскойобласти;АДМИНИСТРАЦИЯ БУТУРЛИНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;06.02.2021;3 064 998,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0131300009021000005;АДМИНИСТРАЦИЯ ВАСИЛЬЕВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ БУТУРЛИНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОРОНЕЖСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФСТРОЙ""";1 - Победитель;2 451 998,40;Бочаров Н. Н.;2 - Второй номер;2 467 323,39;;;;;;
