Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0136300043721000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0136300043721000001;Подача заявок;Выполнение работ по содержанию автомобильныхдорогобщего пользования местного значения Куженкинского городского поселения Бологовского районаТверскойобласти в зимний период с даты заключения контракта по март 2021 года;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""БОЛОГОВСКИЙ РАЙОН""ТВЕРСКОЙОБЛАСТИ";04.02.2021;172 042,00 ₽;;;;;;;;;;;;;;
№ 0136300001021000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0136300001021000001;Подача заявок;Выполнение работ по содержанию межпоселенческих автомобильныхдорогКраснохолмского муниципального округаТверскойобласти на 2021 год;АДМИНИСТРАЦИЯ КРАСНОХОЛМСКОГО МУНИЦИПАЛЬНОГО ОКРУГАТВЕРСКОЙОБЛАСТИ;04.02.2021;1 541 492,79 ₽;;;;;;;;;;;;;;
№ 0336100012521000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0336100012521000003;Подача заявок;Оказание услуг по содержанию комплексных постов дорожного контроля метеосистемыТверскаяобласть. Оказание услуг по содержанию пунктов учета интенсивности дорожного движенияТверскаяобласть.;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";03.02.2021;17 328 880,62 ₽;;;;;;;;;;;;;;
№ 0136300004321000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0136300004321000007;Подача заявок;Выполнение необходимого комплекса работ по объекту: «Ремонт автомобильнойдорогиобщего пользования местного значения - ул. Луговая пгт.РамешкиТверскойобласти»;АДМИНИСТРАЦИЯ РАМЕШКОВСКОГО РАЙОНА;03.02.2021;6 414 098,00 ₽;;;;;;;;;;;;;;
№ 0136300000121000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0136300000121000011;Подача заявок;Выполнение работ по проведению мероприятий в целях обеспечения безопасности дорожного движения на автомобильныхдорогахобщего пользования местного значения в г. Кашин Кашинского городского округаТверскойобласти;АДМИНИСТРАЦИЯ КАШИНСКОГО ГОРОДСКОГО ОКРУГА;03.02.2021;2 225 824,42 ₽;;;;;;;;;;;;;;
№ 0136300000121000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0136300000121000010;Подача заявок;Выполнение работ по ремонту дворовой территории между многоквартирными домами по ул. Чистякова дома №14, 16, 18 в г. Кашин Кашинского городского округаТверскойобласти;АДМИНИСТРАЦИЯ КАШИНСКОГО ГОРОДСКОГО ОКРУГА;03.02.2021;4 065 252,00 ₽;;;;;;;;;;;;;;
№ 0330100010521000008;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010521000008;Подача заявок;"Оказание услуг по содержаниюавтомобильнойдорогиобщего пользования федерального значения Р-132""Золотое кольцо"" Ярославль - Кострома - Иваново - Владимир - ГусьХрустальный - Рязань - Михайлов - Тула - Калуга - Вязьма - Ржев -Тверь- Углич- Ярославль, Ярославская область (участок от границыТверскойобласти - г. Ярославль)";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";03.02.2021;23 926 732,00 ₽;;;;;;;;;;;;;;
№ 0136300004321000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0136300004321000006;Подача заявок;Выполнение необходимого комплекса работ по объекту: «Ремонт автомобильнойдорогиобщего пользования местного значения - д. Хромцово с/п Некрасово Рамешковского районаТверскойобласти»;АДМИНИСТРАЦИЯ РАМЕШКОВСКОГО РАЙОНА;02.02.2021;368 930,00 ₽;;;;;;;;;;;;;;
№ 0136300022321000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0136300022321000001;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдорогобщего пользования регионального или межмуниципального значения 3-го класса Дмитровогорского сельского поселения Конаковского районаТверскойобласти;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ ДМИТРОВОГОРСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ""";02.02.2021;1 445 700,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0136300022321000001;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ ДМИТРОВОГОРСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦДОРСТРОЙ""";;1 445 700,00;;;;;;
№ 0136300004321000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0136300004321000005;Подача заявок;Выполнение необходимого комплекса работ по объекту: «Ремонт участка автомобильнойдорогиобщего пользования местного значения д. Петраково – д. Горка с/пос. Киверичи Рамешковского районаТверскойобласти»;АДМИНИСТРАЦИЯ РАМЕШКОВСКОГО РАЙОНА;02.02.2021;1 636 443,00 ₽;;;;;;;;;;;;;;
№ 0329600001321000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0329600001321000001;Подача заявок;Зимнее содержание автомобильныхдорогствердымпокрытием в городском поселении г. Новоаннинский;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ХОЗЯЙСТВЕННАЯ СЛУЖБА И БЛАГОУСТРОЙСТВО"" ГОРОДСКОГО ПОСЕЛЕНИЯ Г. НОВОАННИНСКИЙ НОВОАННИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОЛГОГРАДСКОЙ ОБЛАСТИ";02.02.2021;644 371,86 ₽;;;;;;;;;;;;;;
№ 0136300000121000009;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0136300000121000009;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогиул. Чистопрудная в г. Кашин Кашинского городского округаТверскойобласти;АДМИНИСТРАЦИЯ КАШИНСКОГО ГОРОДСКОГО ОКРУГА;02.02.2021;12 499 401,60 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0136300000121000009;АДМИНИСТРАЦИЯ КАШИНСКОГО ГОРОДСКОГО ОКРУГА;;;;;;;;;;;;
№ 0136300000121000008;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0136300000121000008;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогиул. Штаб в г. Кашин Кашинского городского округаТверскойобласти;АДМИНИСТРАЦИЯ КАШИНСКОГО ГОРОДСКОГО ОКРУГА;02.02.2021;2 512 676,40 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0136300000121000008;АДМИНИСТРАЦИЯ КАШИНСКОГО ГОРОДСКОГО ОКРУГА;;;;;;;;;;;;
№ 0167200003421000119;https://zakupki.gov.ru//epz/order/notice/zk504/view/common-info.html?regNumber=0167200003421000119;Подача заявок;Проведение кадастровых работ, связанных с изготовлением актов обследований,подтверждающихпрекращение существования сооружений (автомобильныхдорог): «Окунево-Крутоберегое» (Бердюжский район), протяженностью 7,900 км., «Подъезд к д. Черпия» (Уватский район), протяженностью 8,400 км.;УПРАВЛЕНИЕ ГОСУДАРСТВЕННЫХ ЗАКУПОК ТЮМЕНСКОЙ ОБЛАСТИ;02.02.2021;44 988,00 ₽;;;;;;;;;;;;;;
№ 0136300004321000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0136300004321000003;Подача заявок;Выполнение необходимого комплекса работ по объекту: «Ремонт участка автомобильнойдорогиобщего пользования местного значения в д. Афатово  с/пос. Ильгощи Рамешковского районаТверскойобласти»;АДМИНИСТРАЦИЯ РАМЕШКОВСКОГО РАЙОНА;02.02.2021;1 094 481,00 ₽;;;;;;;;;;;;;;
№ 0136300004321000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0136300004321000002;Определение поставщика завершено;Выполнение необходимого комплекса работ по объекту: «Ремонт участка автомобильнойдорогиобщего пользования местного значения с. Сутоки сельского поселения Ильгощи Рамешковского районаТверскойобласти»;АДМИНИСТРАЦИЯ РАМЕШКОВСКОГО РАЙОНА;01.02.2021;885 961,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0136300004321000002;АДМИНИСТРАЦИЯ РАМЕШКОВСКОГО РАЙОНА;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР РАМЕШКИ""";;885 961,00;;;;;;
№ 0136300000121000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0136300000121000007;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогиул. Обновленный Труд в г. Кашин Кашинского городского округаТверскойобласти;АДМИНИСТРАЦИЯ КАШИНСКОГО ГОРОДСКОГО ОКРУГА;01.02.2021;1 907 335,20 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0136300000121000007;АДМИНИСТРАЦИЯ КАШИНСКОГО ГОРОДСКОГО ОКРУГА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕТАР""";1 - Победитель;1 650 014,15;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СРТ ГРУПП""";2 - Второй номер;1 659 550,83;;;;;;
№ 0136300000121000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0136300000121000006;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогиул. Льва Толстого в г. Кашин Кашинского городского округаТверскойобласти;АДМИНИСТРАЦИЯ КАШИНСКОГО ГОРОДСКОГО ОКРУГА;01.02.2021;1 613 937,60 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0136300000121000006;АДМИНИСТРАЦИЯ КАШИНСКОГО ГОРОДСКОГО ОКРУГА;;;;;;;;;;;;
