Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0330100010521000001;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010521000001;Подача заявок;"Осуществление строительного контроля на объекте:""Капитальный ремонт моста через реку Ошта на км 119+714 автомобильнойдорогиА-215 Лодейное поле - Вытегра - Прокшино - Плесецк - Брин-Наволок,Вологодскаяобласть""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";22.01.2021;4 612 807,00 ₽;;;;;;;;;;;;;;
№ 0130300007721000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130300007721000002;Подача заявок;Содержание автомобильныхдорогместного значения в с. Нюксеница Нюксенского районаВологодскойобласти;АДМИНИСТРАЦИЯ НЮКСЕНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;21.01.2021;3 102 353,44 ₽;;;;;;;;;;;;;;
№ 0130300005721000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130300005721000001;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдорогв городе НикольскВологодскойобласти;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД НИКОЛЬСК;11.01.2021;1 504 320,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130300005721000001;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД НИКОЛЬСК;;;;;;;;;;;;
№ 32009875041;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009875041;Работа комиссии;Запрос котировок в электронной форме № 4705/ЗКТЭ-СЕВ/20 на право заключения договора оказания услуг по проведению дератизации и дезинсекции (Ярославская,Вологодская, Сольвычегодская, Сосногорская дистанции гражданских сооружений);"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";31.12.2020;2 615 730,24 ₽;;;;;;;;;;;;;;
№ 32009873856;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009873856;Закупка завершена;"Право заключения договора на оказание услуг по эксплуатации железнодорожного пути необщего пользования АО ""ВОЭК"" по станции Вожега Северной железнойдороги.";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОЛОГОДСКАЯОБЛАСТНАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";31.12.2020;5 006 601,00 ₽;;;;;;;;;;;;;;
№ 0130300034320000181;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130300034320000181;Определение поставщика завершено;Выполнение работ по установке  и  замене светильников на существующей опоре, переустройство ВЛ-0,4 кВ на территории городского поселения Грязовецкое.;АДМИНИСТРАЦИЯ ГРЯЗОВЕЦКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОЛОГОДСКОЙОБЛАСТИ;30.12.2020;332 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130300034320000181;АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ГРЯЗОВЕЦКОЕ ГРЯЗОВЕЦКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОЛОГОДСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСТЕМЫ И ТЕХНОЛОГИИ""";1 - Победитель;314 034,67;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОСТРОЙСЕРВИС""";2 - Второй номер;318 965,56;19.03.2021;26.01.2021;;160025, ОБЛ ВОЛОГОДСКАЯ 35, Г ВОЛОГДА, УЛ МОЖАЙСКОГО, 64А, 6;3525312630;субъект малого предпринимательства
№ 0330100010520000135;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0330100010520000135;Определение поставщика завершено;"Установка комплексов фотовидеофиксации нарушенийправил дорожного движения на участках км 716+731 (средняя скорость сустановленным комплексом на км 724+250), км 735+900 – 753+650 (средняяскорость), км 790+500 – км 805+500 (средняя скорость), км 840+509, автомобильнойдорогиобщего пользования федерального значения М-8 ""Холмогоры""Москва – Ярославль –Вологда– Архангельск (в Архангельской области)";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";29.12.2020;18 303 905,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0330100010520000135;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНЫЕ МОНИТОРИНГОВЫЕ СИСТЕМЫ""";1 - Победитель;18 212 385,47;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСРОБОТ""";2 - Второй номер;18 212 385,47;;;;;;
№ 0330100010520000134;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0330100010520000134;Определение поставщика завершено;"Установка комплексов фотовидеофиксации нарушенийправил дорожного движения на участках км 1219+339 (справа) - км 1224+555(справа) (средняя скорость), км 1219+237 (слева) - км 1224+856 (слева) (средняяскорость), км 978+500–985+500 (средняя скорость), автомобильнойдорогиобщегопользования федерального значения М-8 ""Холмогоры"" Москва – Ярославль–Вологда– Архангельск (в Архангельской области)";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";29.12.2020;18 303 905,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0330100010520000134;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНЫЕ МОНИТОРИНГОВЫЕ СИСТЕМЫ""";1 - Победитель;18 212 385,47;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСРОБОТ""";2 - Второй номер;18 212 385,47;30.08.2021;02.02.2021;;121205, г.Москва, Сколково территория инновационного центра,, ул. Нобеля, дом 7, этаж 2, помещение 56, Раб 3;9731039472;субъект малого предпринимательства
№ 32009829768;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009829768;Закупка завершена;Поставка горюче-смазочных материалов (автомобильного бензина Аи-92, Дт) для нужд филиала ФГП ВО ЖДТ России на Северной железнойдорогевВологодскойобласти;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";22.12.2020;1 196 804,28 ₽;;;;;;;;;;;;;;
№ 0330100010520000133;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0330100010520000133;Определение поставщика завершено;Оказание услуг по содержанию автомобильнойдорогиобщего пользованияфедерального значения А-215 Лодейное Поле – Вытегра – Прокшино – Плесецк – Брин-Наволок сподъездом к г. Петрозаводск км 0+012 – км 2+838 (вВологодскойобласти);"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";22.12.2020;6 719 578,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0330100010520000133;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОРОГИ ВЫТЕГРА""";;6 719 578,00;31.12.2022;27.01.2021;;31.12.2021;3508009560;01.11.2021
№ 0330100010520000132;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010520000132;Подача заявок;"Защита моста через р. Суда на км 148+300автомобильнойдорогиА-114Вологда- Тихвин - автомобильнаядорогаР-21""Кола"", г. Суда (4,0 км) от актов незаконного вмешательства";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";21.12.2020;12 219 595,50 ₽;;;;;;;;;;;;;;
№ 0330100010520000131;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010520000131;Подача заявок;"Защита моста через р. Емца на км 1060+638автомобильнойдорогиМ-8 ""Холмогоры"" Москва - Ярославль -Вологда-Архангельск, г. Емецк (0,0км) от актов незаконного вмешательства";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";21.12.2020;14 052 885,00 ₽;;;;;;;;;;;;;;
№ 0330100010520000130;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010520000130;Подача заявок;"Защита моста через р. Сухона на км 495+590автомобильнойдорогиМ-8 ""Холмогоры"" Москва - Ярославль -Вологда-Архангельск, пос. Литега (0,2км) от актов незаконного вмешательства";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";21.12.2020;12 219 595,50 ₽;;;;;;;;;;;;;;
№ 0330100010520000129;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010520000129;Подача заявок;"Защита моста через р. Шексна на км 84+275автомобильнойдорогиА-114Вологда- Тихвин - автомобильнаядорогаяР-21 ""Кола"",п. Шексна (0,5 км) от актов незаконного вмешательства";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";21.12.2020;13 576 500,00 ₽;;;;;;;;;;;;;;
№ 0130300034320000177;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130300034320000177;Определение поставщика завершено;Содержаниеавтодорогна территории городского поселения  Грязовецкое в 2021 году .;АДМИНИСТРАЦИЯ ГРЯЗОВЕЦКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОЛОГОДСКОЙОБЛАСТИ;16.12.2020;7 379 934,41 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130300034320000177;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГРЯЗОВЕЦКОЕ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРРЕМСТРОЙ""";;7 379 934,41;31.12.2021;10.01.2021;;162000,Вологодская обл., Грязовецкий р-н, г.Грязовец, ул. Ленина, д.1;3525358786;8-81755-21459grdorstroy@vologda.ru
№ 0830600001620000072;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0830600001620000072;Определение поставщика завершено;Ремонт автомобильныхдорогобщего пользования местного значения в городеВологде;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ГОРОДСКОГО ХОЗЯЙСТВА""";15.12.2020;167 784 231,60 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0830600001620000072;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ГОРОДСКОГО ХОЗЯЙСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРСЕРВИС""";;167 784 231,60;03.12.2022;12.01.2021;;160031, ОБЛ ВОЛОГОДСКАЯ 35, Г ВОЛОГДА, УЛ ХЛЮСТОВА, ДОМ 18В, КАБИНЕТ 305;3525363835;7-8172-728212dorservis_4@mail.ru
№ 32009802639;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009802639;Закупка завершена;Выполнение комплекса работ на арендованных лесных участках Заказчика в Нюксенском лесничестве в соответствии с договором аренды от 05.08.2013 г. № 04-01-11/334-2013 в Бобровском участковом лесничестве квартал 24 выдела 8, 9, 10 делянка 1, разрубкадорогив Бобровском участковом лесничестве квартал 24 выдел 8,дорогав Бобровском участковом лесничестве квартал 24 выдел 4 с заготовкой ликвидной древесины 3247,0 куб. метров;"СПЕЦИАЛИЗИРОВАННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЛЕСНОГО ХОЗЯЙСТВАВОЛОГОДСКОЙОБЛАСТИ ""ВОЛОГОДСКОЕЛЕСОХОЗЯЙСТВЕННОЕ ОБЪЕДИНЕНИЕ""";15.12.2020;1 948 200,00 ₽;;;;;;;;;;;;;;
№ 0330100010520000128;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010520000128;Определение поставщика завершено;"Разработка рабочей документации по объекту: ""Капитальный ремонт моста через реку Ошта на км 119+714 автомобильнойдорогиА-215 Лодейное Поле -  Вытегра - Прокшино - Плесецк - Брин-Наволок,Вологодскаяобласть""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";11.12.2020;5 849 417,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0330100010520000128;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОСТ-ПРОЕКТ""";1 - Победитель;4 855 016,11;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЗИС""";2 - Второй номер;4 387 063,25;23.04.2021;01.02.2021;;127015, г. Москва, ул. Большая Новодмитровская, д. 59, этаж 2, помещение 9;2310118895;субъект малого предпринимательства
№ 0130300005720000038;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130300005720000038;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдорогв городе НикольскеВологодскойобласти;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД НИКОЛЬСК;10.12.2020;1 504 320,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130300005720000038;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД НИКОЛЬСК;;;;;;;;;;;;
№ 32009785711;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009785711;Закупка завершена;Оказание услуг по проведению предрейсовых медицинских осмотров (водителей) структурных подразделений филиала ФГП ВО ЖДТ России на Северной железнойдорогев г.Вологда;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";10.12.2020;67 100,00 ₽;;;;;;;;;;;;;;
№ 0830600001620000071;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0830600001620000071;Определение поставщика завершено;Ремонт автомобильныхдорогобщего пользования местного значения в городеВологде;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ГОРОДСКОГО ХОЗЯЙСТВА""";09.12.2020;315 528 866,40 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0830600001620000071;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ГОРОДСКОГО ХОЗЯЙСТВА""";Согласование получено;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАГИСТРАЛЬ""";;03.12.2022;29.01.2021;;160009, ОБЛ ВОЛОГОДСКАЯ 35, Г ВОЛОГДА, УЛ ЧЕЛЮСКИНЦЕВ, 32, 27;3525248053;
№ 0130300000520000016;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130300000520000016;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдорогобщего пользования местного значения, дорожных сооружений Усть-Кубинского муниципального районаВологодскойобласти;АДМИНИСТРАЦИЯ УСТЬ - КУБИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;09.12.2020;1 500 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130300000520000016;АДМИНИСТРАЦИЯ УСТЬ - КУБИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Долганов А. Н.;;1 500 000,00;11.05.2021;30.12.2020;;ОБЛ ВОЛОГОДСКАЯ 35, Р-Н УСТЬ-КУБИНСКИЙ, С УСТЬЕ ,УЛ,  КРЕСТЬЯНСКАЯ ,д.10;Да;субъект малого предпринимательства
