Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Поле 1;Поле 2;Поле 3;Поле 4;Поле 5;Поле 6;Поле 7;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 32009808330;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009808330;Подача заявок;Оказание услуг по предоставлению стрелкового объекта (тира) для проведения учебно-тренировочных занятий по огневой подготовке (стрельбе) из боевого нарезного огнестрельного оружия для нуждСамарскогоотряда филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге(г.Самара);"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";16.12.2020;94 080,00 ₽;;;;;;;;;;;;;;
№ 0842100000920000014;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0842100000920000014;Подача заявок;Оказание услуг по дезинфекции, дезинсекции, дератизации спецвагонов модели 61-4495 для нужд филиала ФКУ «ГЦСП МВД России» «ЦСП МВД России на Куйбышевской железнойдороге» в период 01.01.2021 - 30.11.2021 на ст.Самара;"ФИЛИАЛ ФЕДЕРАЛЬНОГО КАЗЕННОГО УЧРЕЖДЕНИЯ ""ГЛАВНЫЙ ЦЕНТР СПЕЦИАЛЬНЫХ ПЕРЕВОЗОК МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ"" ""ЦЕНТР СПЕЦИАЛЬНЫХ ПЕРЕВОЗОК  МВД РОССИИ НА КУЙБЫШЕВСКОЙ ЖЕЛЕЗНОЙДОРОГЕ""";16.12.2020;31 241,76 ₽;;;;;;;;;;;;;;
№ 0142300012520000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0142300012520000002;Определение поставщика завершено;Зимнее содержание муниципальныхдорогсельского поселения Богатое муниципального района БогатовскийСамарскойобласти на 2021 год.;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ БОГАТОЕ МУНИЦИПАЛЬНОГО РАЙОНА БОГАТОВСКИЙСАМАРСКОЙОБЛАСТИ;07.12.2020;2 500 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0142300012520000002;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ БОГАТОЕ МУНИЦИПАЛЬНОГО РАЙОНА БОГАТОВСКИЙ САМАРСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Варлаганов М. Н.;;2 500 000,00;;;;;;
№ 32009805320;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009805320;Закупка завершена;Оказание транспортно-экспедиционных услуг, услуг по хранению и выполнению дополнительных операций на станциях Кряж, Жигулевское Море, Сызрань-2, Кинель, Бугуруслан, Туймазы,Нурлат, Димитровград, Ульяновск-1, Чердаклы, Безымянка,Самара, Кузнецк Куйбышевской железнойдорогиОАО «РЖД»;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ТРАНСГАЗСАМАРА""";15.12.2020;5 045 040,00 ₽;;;;;;;;;;;;;;
№ 32009803755;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009803755;Подача заявок;"Выполнение кадастровых работ в отношении границ охранных зон, границ публичного сервитута, изготовлению технического плана по объекту: «Реконструкция КВЛ- 35 кВ Кряжская-1 в части пролетов опор №18-19-20 с заменой и установкой опор на пересечении с проектируемойавтодорогой» для нужд филиала ПАО ""Россети Волга""-""СамарскиеРС""";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ ВОЛГА""";15.12.2020;910 896,97 ₽;;;;;;;;;;;;;;
№ 0355100004520000122;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0355100004520000122;Подача заявок;"Содержание искусственных сооружений (дополнительные объёмы работ) на автомобильнойдорогеМ-5 ""Урал"" Москва - Рязань - Пенза -Самара- Уфа - Челябинск на участке км 945+000 - км 1194+766, подъезд к г.Самареот автомобильнойдорогиМ-5 ""Урал"" на участке км 0+000 - км 13+000 вСамарскойобласти";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ""БОЛЬШАЯ ВОЛГА"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";15.12.2020;32 300 797,00 ₽;;;;;;;;;;;;;;
№ 0342300000120001599;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0342300000120001599;Работа комиссии;Выполнение работ по содержанию территорий Красноглинского внутригородского района городского округаСамара;ДЕПАРТАМЕНТ ФИНАНСОВ АДМИНИСТРАЦИИ ГОРОДСКОГО ОКРУГАСАМАРА;04.12.2020;23 753 728,62 ₽;;;;;;;;;;;;;;
№ 0342300234320000021;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0342300234320000021;Определение поставщика завершено;Оказание услуг по содержанию автомобильныхдороги тротуаров, благоустройству территории городского поселения Безенчук муниципального района БезенчукскийСамарскойобласти;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ПОСЕЛЕНИЯ БЕЗЕНЧУК МУНИЦИПАЛЬНОГО РАЙОНА БЕЗЕНЧУКСКИЙСАМАРСКОЙОБЛАСТИ ""БЛАГОУСТРОЙСТВО""";07.12.2020;774 999,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0342300234320000021;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ПОСЕЛЕНИЯ БЕЗЕНЧУК МУНИЦИПАЛЬНОГО РАЙОНА БЕЗЕНЧУКСКИЙ САМАРСКОЙ ОБЛАСТИ ""БЛАГОУСТРОЙСТВО""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Фомин В. В.;;774 999,00;;;;;;
№ 0842200002120000278;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0842200002120000278;Определение поставщика завершено;Ремонтдорогина перекрестке ул.Ленина и пер.Кирпичный г.о. Октябрьск;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕСАМАРСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИДОРОГАМИ САМАРСКОЙОБЛАСТИ""";03.12.2020;2 831 728,27 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0842200002120000278;"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ОКТЯБРЬСК САМАРСКОЙ ОБЛАСТИ ""КОМИТЕТ ПО АРХИТЕКТУРЕ, СТРОИТЕЛЬСТВУ И ТРАНСПОРТУ АДМИНИСТРАЦИИ ГОРОДСКОГО ОКРУГА ОКТЯБРЬСК САМАРСКОЙ ОБЛАСТИ""";;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙКОН""";;2 817 569,62;;;;;;
№ 0842200002120000279;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0842200002120000279;Определение поставщика завершено;Строительство мостового перехода «Фрунзенский» через рекуСамарас выходом на автомобильнуюдорогу«Автодорожный маршрут «Центр – Поволжье – Урал» городского округаСамара.II этап (очередь): от ул. Шоссейная до границы городского округаСамара.Обустройство.;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕСАМАРСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИДОРОГАМИ САМАРСКОЙОБЛАСТИ""";04.12.2020;528 321 343,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0842200002120000279;МИНИСТЕРСТВО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ САМАРСКОЙ ОБЛАСТИ;Согласование не проводилось;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САМАРАТРАНССТРОЙ""";;;;;;;
№ 0142300040820000156;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0142300040820000156;Подача заявок;Благоустройство  (асфальтирование ) дворовых территорий многоквартирных домов муниципального района Сергиевский;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА СЕРГИЕВСКИЙСАМАРСКОЙОБЛАСТИ;10.12.2020;4 723 823,05 ₽;;;;;;;;;;;;;;
№ 0142300045520000139;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0142300045520000139;Определение поставщика завершено;Услуги по очистке автомобильныхдорогот снега;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА КРАСНОЯРСКИЙСАМАРСКОЙОБЛАСТИ;04.12.2020;2 053 320,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0142300045520000139;АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ СВЕТЛОЕ ПОЛЕ МУНИЦИПАЛЬНОГО РАЙОНА КРАСНОЯРСКИЙ САМАРСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КРЕСТЬЯНСКО-ФЕРМЕРСКОЕ ХОЗЯЙСТВО ""ВИСЛОВСКОЕ""";;2 053 320,00;;;;;;
№ 0142300045520000138;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0142300045520000138;Определение поставщика завершено;Услуги по очистке автомобильныхдорогот снега;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА КРАСНОЯРСКИЙСАМАРСКОЙОБЛАСТИ;04.12.2020;1 546 305,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0142300045520000138;АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ СВЕТЛОЕ ПОЛЕ МУНИЦИПАЛЬНОГО РАЙОНА КРАСНОЯРСКИЙ САМАРСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Сергеев А. С.;;1 546 305,00;;;;;;
№ 0842200002120000282;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0842200002120000282;Подача заявок;"Оказание услуг по осуществлению авторского надзора на объекте «Реконструкция мостового перехода через реку Сок на км 0+250 автомобильнойдорогиВолжский - Курумоч - ""Урал"" муниципального района КрасноярскийСамарскойобласти. II  этап»";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕСАМАРСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИДОРОГАМИ САМАРСКОЙОБЛАСТИ""";11.12.2020;456 000,00 ₽;;;;;;;;;;;;;;
№ 32009792137;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009792137;Подача заявок;Поставка спирального барьера безопасности для нуждСамарскогоотряда  филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";11.12.2020;82 450,00 ₽;;;;;;;;;;;;;;
№ 0842200002120000281;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0842200002120000281;Подача заявок;Ремонт автомобильнойдорогиобщего пользования межмуниципального значения вСамарскойобласти Чубовка – Сырейка – Обводная г.Самарыкм 0+000 - км 11+989, расположенной в муниципальном районе КинельскийСамарскойобласти;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕСАМАРСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИДОРОГАМИ САМАРСКОЙОБЛАСТИ""";11.12.2020;201 240 716,20 ₽;;;;;;;;;;;;;;
№ 32009756439;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009756439;Закупка завершена;Поставка спирального барьера безопасности для нуждСамарскогоотряда  филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";03.12.2020;82 450,00 ₽;;;;;;;;;;;;;;
№ 32009791143;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009791143;Подача заявок;"Содержание автомобильнойдорогиМ-5 ""Урал""Москва-Рязань-Пенза-Самара-Уфа-Челябинск(Оренбург-Орск-Подъезд к пункту пропуска ""Орск"", км 10+600 - км 293+410) Оренбургской области";"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ОРЕНБУРГСКОЙ ОБЛАСТИ ""ОРЕНБУРГРЕМДОРСТРОЙ""";11.12.2020;44 881 074,00 ₽;;;;;;;;;;;;;;
№ 0142300002720000067;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0142300002720000067;Определение поставщика завершено;Поставка мини-погрузчика;АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ОКТЯБРЬСКСАМАРСКОЙОБЛАСТИ;02.12.2020;3 035 500,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0142300002720000067;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ОКТЯБРЬСК САМАРСКОЙ ОБЛАСТИ ""СЛУЖБА БЛАГОУСТРОЙСТВА, ОЗЕЛЕНЕНИЯ, СОДЕРЖАНИЯ ДОРОГ И ТРАНСПОРТНОГО ОБСЛУЖИВАНИЯ""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОЛИНА""";;3 035 500,00;;;;;;
№ 32009785294;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009785294;Подача заявок;Оказание услуг по предоставлению доступа к сети Интернет для нуждСамарскогоотряда филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";10.12.2020;255 180,00 ₽;;;;;;;;;;;;;;
№ 32009785209;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009785209;Подача заявок;Оказание услуг по предоставлению доступа к сети Интернет для нуждСамарскогоотряда филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";10.12.2020;90 000,00 ₽;;;;;;;;;;;;;;
№ 0142300002720000071;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0142300002720000071;Подача заявок;Поставка кухонного оборудования;АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ОКТЯБРЬСКСАМАРСКОЙОБЛАСТИ;09.12.2020;240 000,00 ₽;;;;;;;;;;;;;;
№ 32009782505;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009782505;Подача заявок;Поставка запасных частей для грузовых автомобилей, спецтехники на их базе и тяжелых тракторов;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕСАМАРСКОЙОБЛАСТИ "" АГЕНТСТВО ПО СОДЕРЖАНИЮ АВТОМОБИЛЬНЫХДОРОГОБЩЕГО ПОЛЬЗОВАНИЯСАМАРСКОЙОБЛАСТИ""";09.12.2020;5 000 000,00 ₽;;;;;;;;;;;;;;
№ 0842200002120000280;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0842200002120000280;Подача заявок;Ремонт автомобильнойдорогиобщего пользования межмуниципального значения вСамарскойобласти Тольятти – Хрящевка на участке км 12+400 – км 17+700, км 20+300 – км 41+900, расположенной в муниципальном районе Ставропольский;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕСАМАРСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИДОРОГАМИ САМАРСКОЙОБЛАСТИ""";09.12.2020;478 736 477,25 ₽;;;;;;;;;;;;;;
