Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0355300034021000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0355300034021000007;Подача заявок;Восстановление элементов обустройства автомобильныхдорогулично-дорожной сети г.Пензы;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ДЕПАРТАМЕНТ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА ГОРОДАПЕНЗЫ""";18.02.2021;1 018 313,82 ₽;;;;;;;;;;;;;;
№ 0369100028421000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0369100028421000005;Подача заявок;"Выполнение работ  по устройству защитных слоев на  автомобильнойдорогеМ-5 ""Урал"" Москва - Рязань -Пенза- Самара - Уфа - Челябинск  на участках  км 1754+000 - км 1763+000,  км 1860+000 - км 1871+058, (правый проезд) Челябинская область.";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""ЮЖНЫЙ УРАЛ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";17.02.2021;206 781 936,00 ₽;;;;;;;;;;;;;;
№ 0855300003921000013;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0855300003921000013;Подача заявок;"Выполнение работ по содержанию автомобильныхдорогобщего пользования местного значения историческая часть с. Засечное, мкр. ""Сурский квартал"", с. Лебедевка, пос. Возрождение, пос. Кичкилейка, пос. БурчихаПензенскогорайонаПензенскойобласти в 2021 году";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ОСУЩЕСТВЛЕНИЮ ЗАКУПОКПЕНЗЕНСКОГОРАЙОНАПЕНЗЕНСКОЙОБЛАСТИ""";17.02.2021;847 234,33 ₽;;;;;;;;;;;;;;
№ 0855300003921000012;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0855300003921000012;Подача заявок;"Выполнение работ по содержанию автомобильныхдорогобщего пользования местного значения микрорайона ""город Спутник"" с. ЗасечноеПензенскогорайонаПензенскойобласти в 2021 году";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ОСУЩЕСТВЛЕНИЮ ЗАКУПОКПЕНЗЕНСКОГОРАЙОНАПЕНЗЕНСКОЙОБЛАСТИ""";17.02.2021;1 193 333,33 ₽;;;;;;;;;;;;;;
№ 0155200000321000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0155200000321000005;Подача заявок;"""Ремонт автомобильнойдороги""с. Яковлевка – р.п. Тамала – с. Дуровка"" км 0+000 - км8+500 Тамалинского районаПензенскойобласти""";ИСПОЛНИТЕЛЬНЫЙ ОРГАН МЕСТНОГО САМОУПРАВЛЕНИЯ - АДМИНИСТРАЦИЯ ТАМАЛИНСКОГО РАЙОНА;17.02.2021;22 076 593,02 ₽;;;;;;;;;;;;;;
№ 0355300034021000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0355300034021000006;Определение поставщика отменено;Ремонт проезжей частидороги тротуаров на улично-дорожной сети городаПензы;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ДЕПАРТАМЕНТ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА ГОРОДАПЕНЗЫ""";16.02.2021;1 018 313,82 ₽;;;;;;;;;;;;;;
№ 0155300032421000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0155300032421000006;Определение поставщика завершено;Ремонт автомобильнойдорогиобщего пользования по ул. Буденного в с. Даниловка Лопатинского района,Пензенскойобласти;АДМИНИСТРАЦИЯ  ЛОПАТИНСКОГО РАЙОНАПЕНЗЕНСКОЙОБЛАСТИ;16.02.2021;2 162 839,82 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0155300032421000006;АДМИНИСТРАЦИЯ ДАНИЛОВСКОГО СЕЛЬСОВЕТА ЛОПАТИНСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ;;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПУЛЬС""";;2 152 025,62;;;;;;
№ 0348100042421000014;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0348100042421000014;Подача заявок;"Выполнение работ по содержанию действующей сети автомобильныхдорогобщего пользования федерального значения (устройство защитных слоев, слоев износа и поверхностной обработки). Устройство слоев износа на автомобильнойдорогеМ-5 ""Урал"" Москва - Рязань -Пенза- Самара - Уфа - Челябинск на участке км 36+000 - км 57+000 (право), Московская область (лот 17)";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ""ЦЕНТРАЛЬНАЯ РОССИЯ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";16.02.2021;254 366 457,16 ₽;;;;;;;;;;;;;;
№ 0348100042421000013;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0348100042421000013;Подача заявок;"Выполнение работ по содержанию действующей сети автомобильныхдорогобщего пользования федерального значения (устройство защитных слоев, слоев износа и поверхностной обработки). Устройство слоев износа на автомобильнойдорогеМ-5 ""Урал"" Москва - Рязань -Пенза- Самара - Уфа - Челябинск на участке км 36+000 - км 57+000 (лево), Московская область (лот 16)";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ""ЦЕНТРАЛЬНАЯ РОССИЯ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";16.02.2021;257 576 272,46 ₽;;;;;;;;;;;;;;
№ 0860400000321000013;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0860400000321000013;Подача заявок;"Выполнение работ по объекту: «Капитальный ремонт моста через реку Саратовка на км 28+828 автомобильнойдорогиА-298 автомобильнаядорогаР-228 ""Сызрань - Саратов Волгоград"" - Пристанное - Ершов - Озинки - граница с Республикой Казахстан (на км 299+828 автомобильнойдорогиА-298 автомобильнаядорогаР-208 «Тамбов-Пенза»-Саратов-Пристанное-Ершов-Озинки-граница с Республикой Казахстан), Саратовская область»";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""НИЖНЕ-ВОЛЖСКОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";16.02.2021;109 483 390,00 ₽;;;;;;;;;;;;;;
№ 0355300118021000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0355300118021000002;Определение поставщика завершено;Благоустройство дворовой территории многоквартирного дома ул.Гражданская,9 в городе Каменка Каменского районаПензенскойобласти;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА ГОРОДА КАМЕНКИ""";15.02.2021;1 211 222,10 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0355300118021000002;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА ГОРОДА КАМЕНКИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЮКС СТРОЙ""";1 - Победитель;1 168 829,33;Зудин Д. В.;2 - Второй номер;1 168 829,33;;;;;;
№ 0355300118021000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0355300118021000001;Определение поставщика завершено;Благоустройство дворовой территории многоквартирных домов ул. Баумана,31,33 в городе Каменка Каменского районаПензенскойобласти;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА ГОРОДА КАМЕНКИ""";15.02.2021;953 446,64 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0355300118021000001;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА ГОРОДА КАМЕНКИ""";Дасаев Р. И.;1 - Победитель;896 239,88;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЮКС СТРОЙ""";2 - Второй номер;901 007,11;;;;;;
№ 0364100001821000019;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0364100001821000019;Подача заявок;Проведение строительного контроля при осуществлении капитального ремонта объекта: «Капитальный ремонтавтомобильнойдорогиА-298  автомобильнаядорогаР-208 «Тамбов -Пенза» - Саратов - Пристанное - Ершов - Озинки - граница с Республикой Казахстан на участке км 12+274 - км 24+000, Тамбовская область»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ВОЛГОГРАД ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";15.02.2021;23 568 684,00 ₽;;;;;;;;;;;;;;
№ 32109992895;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109992895;Работа комиссии;Выполнение работ по восстановлению асфальтобетонного покрытия внутриквартальныхдорогс установкой бордюра дорожного;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ТЕПЛОСНАБЖЕНИЕ Г.ПЕНЗЫ""";15.02.2021;1 466 295,35 ₽;;;;;;;;;;;;;;
№ 0155300024021000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0155300024021000006;Определение поставщика завершено;"Ремонт автомобильнойдороги""Подъезд к с. Малая Садовка"" Сосновоборского районаПензенскойобласти";АДМИНИСТРАЦИЯ СОСНОВОБОРСКОГО РАЙОНАПЕНЗЕНСКОЙОБЛАСТИ;15.02.2021;5 650 648,20 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0155300024021000006;АДМИНИСТРАЦИЯ СОСНОВОБОРСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРСТРОЙ""";1 - Победитель;4 779 813,13;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДРСУ-5""";2 - Второй номер;4 808 066,37;;;;;;
№ 0155300024021000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0155300024021000005;Определение поставщика завершено;"Ремонт автомобильнойдороги""Подъезд к с. Ега"" Сосновоборского районаПензенскойобласти";АДМИНИСТРАЦИЯ СОСНОВОБОРСКОГО РАЙОНАПЕНЗЕНСКОЙОБЛАСТИ;15.02.2021;5 060 820,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0155300024021000005;АДМИНИСТРАЦИЯ СОСНОВОБОРСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДРСУ-5""";1 - Победитель;4 579 143,73;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КУЗНЕЦКАЯ ДПМК""";2 - Второй номер;4 604 447,83;;;;;;
№ 0355300017421000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0355300017421000004;Работа комиссии;Ремонт автомобильнойдорогив г. Белинский Белинского районаПензенскойобласти: - ул. 12 Декабря, от ул.Красной до ул.Федора Захаркина;АДМИНИСТРАЦИЯ БЕЛИНСКОГО РАЙОНА -ИСПОЛНИТЕЛЬНО-РАСПОРЯДИТЕЛЬНЫЙ ОРГАН БЕЛИНСКОГО РАЙОНАПЕНЗЕНСКОЙОБЛАСТИ;15.02.2021;8 992 100,00 ₽;;;;;;;;;;;;;;
№ 0155300038021000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0155300038021000004;Работа комиссии;Ремонт автомобильнойдорогипо улице Автодорожная в с. Русский Камешкир Камешкирского районаПензенскойобласти;УЧРЕЖДЕНИЕ АДМИНИСТРАЦИЯ КАМЕШКИРСКОГО РАЙОНАПЕНЗЕНСКОЙОБЛАСТИ;15.02.2021;5 221 574,65 ₽;;;;;;;;;;;;;;
№ 0155200002221000031;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0155200002221000031;Работа комиссии;Капитальный ремонт водопропускной трубы на км 0+820 автомобильнойдороги«М-5 «Урал» – г. Городище – с. Архангельское» Городищенского районаПензенскойобласти;УПРАВЛЕНИЕ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ И ЗАКУПКАМПЕНЗЕНСКОЙОБЛАСТИ;12.02.2021;8 475 101,59 ₽;;;;;;;;;;;;;;
№ 0364100001821000015;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0364100001821000015;Подача заявок;"Капитальный ремонт автомобильнойдорогиА-298 автомобильнаядорогаР-208 ""Тамбов -Пенза"" - Саратов - Пристанное - Ершов - Озинки - граница с Республикой Казахстан на участке км 12+274 - км 24+000, Тамбовская область";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ВОЛГОГРАД ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";12.02.2021;919 789 216,00 ₽;;;;;;;;;;;;;;
№ 0860400000321000009;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0860400000321000009;Подача заявок;"Выполнение работ по объекту: «Устройство защитных слоев на  автомобильнойдорогеА-298 автомобильнаядорогаР-208 ""Тамбов -Пенза"" - Саратов - Пристанное - Ершов - Озинки - граница с Республикой Казахстан на участке км 386+420 - км 391+420, Саратовская область».";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""НИЖНЕ-ВОЛЖСКОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";12.02.2021;38 011 339,00 ₽;;;;;;;;;;;;;;
№ 0355100004521000011;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0355100004521000011;Подача заявок;"Устройство защитных слоев на участках автомобильнойдорогиМ-5 ""Урал"" Москва - Рязань -Пенза- Самара - Уфа – Челябинск, Самарская область";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ""БОЛЬШАЯ ВОЛГА"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";12.02.2021;143 526 426,00 ₽;;;;;;;;;;;;;;
№ 0355100004521000009;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0355100004521000009;Подача заявок;Устройство защитных слоев на автомобильнойдорогеР-158 Нижний Новгород - Арзамас - Саранск - Исса -Пенза- Саратов на участке км 474+830 - км 490+000,Пензенскаяобласть;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ""БОЛЬШАЯ ВОЛГА"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";12.02.2021;135 009 832,00 ₽;;;;;;;;;;;;;;
