Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0146300015121000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146300015121000002;Подача заявок;Ремонт автомобильнойдорогипо ул. Ленинская от ул. Советская до ул. Челюскина в г. Грязи;АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ГОРОД ГРЯЗИ ГРЯЗИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;01.02.2021;9 291 024,76 ₽;;;;;;;;;;;;;;
№ 0346300084821000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0346300084821000005;Подача заявок;Ремонт автомобильныхдорогобщего пользования местного значения по ул. Горького, ул. Льва Толстого, ул. Ленина, ул. Тимирязева в с. Долгоруково Долгоруковского районаЛипецкойобласти;АДМИНИСТРАЦИЯ ДОЛГОРУКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ;01.02.2021;8 431 784,39 ₽;;;;;;;;;;;;;;
№ 0146300015121000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146300015121000001;Подача заявок;Ремонт автомобильнойдорогипо ул. Гагарина, от железнодорожного переезда до моста реки Дрязгавка в г. Грязи;АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ГОРОД ГРЯЗИ ГРЯЗИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;01.02.2021;6 498 448,92 ₽;;;;;;;;;;;;;;
№ 0146300004221000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146300004221000007;Подача заявок;Выполнение работ по капитальному ремонту участкаавтодорогипо ул. Энгельса от дома №79 до дома №93 в г.Усмань Усманского районаЛипецкойобласти.;АДМИНИСТРАЦИЯ УСМАНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;01.02.2021;10 674 828,00 ₽;;;;;;;;;;;;;;
№ 0846300001821000012;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001821000012;Подача заявок;Выполнение работ по ремонтуавтодорогипо улице Ленина (участок 2) в с.Волово Воловского муниципального районаЛипецкойобласти;ОТДЕЛ СТРОИТЕЛЬСТВА, АРХИТЕКТУРЫ, ЖКХ И ДОРОЖНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ВОЛОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;01.02.2021;633 854,00 ₽;;;;;;;;;;;;;;
№ 0846300001821000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001821000011;Подача заявок;Выполнение работ по ремонтуавтодорогипо улице Молодежная в с.Нижнее Большое Воловского муниципального районаЛипецкойобласти;ОТДЕЛ СТРОИТЕЛЬСТВА, АРХИТЕКТУРЫ, ЖКХ И ДОРОЖНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ВОЛОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;28.01.2021;736 590,00 ₽;;;;;;;;;;;;;;
№ 0346600000821000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0346600000821000001;Подача заявок;Ремонт дорожного покрытия по ул. Лермонтова в г. ЛебдяньЛипецкойобласти;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ МУНИЦИПАЛЬНЫХ УЧРЕЖДЕНИЙ КУЛЬТУРЫ И ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ГОРОД ЛЕБЕДЯНЬ""";28.01.2021;4 175 533,00 ₽;;;;;;;;;;;;;;
№ 0146600002821000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146600002821000002;Подача заявок;Выполнение работ по капитальному ремонтудорогиул. Горная д.Казинка в Елецком муниципальном районе;ОТДЕЛ КОММУНАЛЬНОГО ХОЗЯЙСТВА И ЭНЕРГЕТИКИ АДМИНИСТРАЦИИ ЕЛЕЦКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ;28.01.2021;12 206 670,00 ₽;;;;;;;;;;;;;;
№ 0146300037021000001;https://zakupki.gov.ru//epz/order/notice/zk504/view/common-info.html?regNumber=0146300037021000001;Работа комиссии;Выполнение работ по зимнему содержаниюавтодорогместного значения, расположенных на территории сельского поселения Грызловского сельсовета Долгоруковского района;АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ГРЫЗЛОВСКИЙ СЕЛЬСОВЕТ ДОЛГОРУКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;28.01.2021;236 778,56 ₽;;;;;;;;;;;;;;
№ 0146300004621000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146300004621000005;Подача заявок;Ремонт автомобильныхдорогобщего пользования местного значения в г. ЧаплыгинЛипецкойобласти;АДМИНИСТРАЦИЯ ЧАПЛЫГИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;28.01.2021;5 825 239,00 ₽;;;;;;;;;;;;;;
№ 0846300001821000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001821000010;Работа комиссии;Выполнение работ по ремонтуавтодорогипо улице Центральная в с.Нижнее Чесночное Воловского муниципального районаЛипецкойобласти;ОТДЕЛ СТРОИТЕЛЬСТВА, АРХИТЕКТУРЫ, ЖКХ И ДОРОЖНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ВОЛОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;27.01.2021;2 090 851,00 ₽;;;;;;;;;;;;;;
№ 0846300001821000009;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001821000009;Работа комиссии;Выполнение работ по ремонтуавтодорогипо улице Октябрьская в с.Волово Воловского муниципального районаЛипецкойобласти;ОТДЕЛ СТРОИТЕЛЬСТВА, АРХИТЕКТУРЫ, ЖКХ И ДОРОЖНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ВОЛОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;27.01.2021;1 799 000,00 ₽;;;;;;;;;;;;;;
№ 0846300001821000008;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001821000008;Работа комиссии;Выполнение работ по ремонтуавтодорогипо улице Советская в с.Казаково Воловского муниципального районаЛипецкойобласти;ОТДЕЛ СТРОИТЕЛЬСТВА, АРХИТЕКТУРЫ, ЖКХ И ДОРОЖНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ВОЛОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;27.01.2021;1 325 896,00 ₽;;;;;;;;;;;;;;
№ 0846300001921000013;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001921000013;Подача заявок;Выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения, расположенных на территории сельских поселений Боринский, Васильевский, Вербиловский, Грязновский, Косыревский, Падовский, Стебаевский сельсоветовЛипецкогомуниципального района;КОМИТЕТ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ И АГРАРНОЙ ПОЛИТИКИ АДМИНИСТРАЦИИЛИПЕЦКОГОМУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ;27.01.2021;7 999 482,00 ₽;;;;;;;;;;;;;;
№ 0846300001921000012;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001921000012;Подача заявок;Выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения, расположенных на территории сельских поселений Круто-Хуторской, Сырский, Частодубравский сельсоветовЛипецкогомуниципального района;КОМИТЕТ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ И АГРАРНОЙ ПОЛИТИКИ АДМИНИСТРАЦИИЛИПЕЦКОГОМУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ;27.01.2021;6 803 826,00 ₽;;;;;;;;;;;;;;
№ 0846300001921000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001921000011;Подача заявок;Выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения, расположенных на территории сельских поселений Кузьмино-Отвержский, Ленинский, Лубновский, Новодеревенский, Тележенский сельсоветовЛипецкогомуниципального района;КОМИТЕТ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ И АГРАРНОЙ ПОЛИТИКИ АДМИНИСТРАЦИИЛИПЕЦКОГОМУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ;27.01.2021;8 875 239,00 ₽;;;;;;;;;;;;;;
№ 0846300001921000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001921000010;Подача заявок;Выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения, расположенных на территории сельских поселений Большекузьминский, Введенский, Ивовский, Новодмитриевский, Пружинский, Сенцовский сельсоветовЛипецкогомуниципального района;КОМИТЕТ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ И АГРАРНОЙ ПОЛИТИКИ АДМИНИСТРАЦИИЛИПЕЦКОГОМУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ;27.01.2021;7 081 656,00 ₽;;;;;;;;;;;;;;
№ 0846300001921000009;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001921000009;Подача заявок;Выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения, расположенных на территории сельских поселений Боринский, Ленинский, Сенцовский сельсоветовЛипецкогомуниципального района;КОМИТЕТ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ И АГРАРНОЙ ПОЛИТИКИ АДМИНИСТРАЦИИЛИПЕЦКОГОМУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ;27.01.2021;8 368 637,00 ₽;;;;;;;;;;;;;;
№ 0846300001921000008;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001921000008;Подача заявок;Выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения, расположенных на территории сельских поселений Васильевский, Введенский сельсоветовЛипецкогомуниципального района;КОМИТЕТ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ И АГРАРНОЙ ПОЛИТИКИ АДМИНИСТРАЦИИЛИПЕЦКОГОМУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ;27.01.2021;7 651 595,00 ₽;;;;;;;;;;;;;;
№ 0846300001921000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001921000007;Подача заявок;Выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения, расположенных на территории сельских поселений Введенский, Ивовский, Сырский сельсоветовЛипецкогомуниципального района;КОМИТЕТ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ И АГРАРНОЙ ПОЛИТИКИ АДМИНИСТРАЦИИЛИПЕЦКОГОМУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ;27.01.2021;7 909 976,00 ₽;;;;;;;;;;;;;;
№ 0846300001921000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001921000006;Подача заявок;Выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения, расположенных на территории сельских поселений Грязновский, Круто-Хуторской, Ленинский сельсоветовЛипецкогомуниципального района;КОМИТЕТ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ И АГРАРНОЙ ПОЛИТИКИ АДМИНИСТРАЦИИЛИПЕЦКОГОМУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ;27.01.2021;7 795 973,00 ₽;;;;;;;;;;;;;;
№ 0846300001921000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001921000005;Подача заявок;Выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения, расположенных на территории сельских поселений Ленинский, Падовский, Сырский сельсоветовЛипецкогомуниципального района;КОМИТЕТ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ И АГРАРНОЙ ПОЛИТИКИ АДМИНИСТРАЦИИЛИПЕЦКОГОМУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ;27.01.2021;8 011 952,00 ₽;;;;;;;;;;;;;;
№ 0846300001921000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001921000004;Подача заявок;Выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения, расположенных на территории сельских поселений Кузьмино-Отвержский, Лубновский, Сырский, Тележенский сельсоветовЛипецкогомуниципального района;КОМИТЕТ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ И АГРАРНОЙ ПОЛИТИКИ АДМИНИСТРАЦИИЛИПЕЦКОГОМУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ;27.01.2021;8 038 066,00 ₽;;;;;;;;;;;;;;
№ 0846300001921000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001921000003;Подача заявок;Выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения, расположенных на территории сельских поселений Большекузьминский, Косыревский, Стебаевский сельсоветовЛипецкогомуниципального района;КОМИТЕТ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ И АГРАРНОЙ ПОЛИТИКИ АДМИНИСТРАЦИИЛИПЕЦКОГОМУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ;27.01.2021;7 647 132,00 ₽;;;;;;;;;;;;;;
№ 0846300001921000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001921000002;Подача заявок;Выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения, расположенных на территории сельских поселений Новодеревенский, Новодмитриевский, Частодубравский сельсоветовЛипецкогомуниципального района;КОМИТЕТ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ И АГРАРНОЙ ПОЛИТИКИ АДМИНИСТРАЦИИЛИПЕЦКОГОМУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ;27.01.2021;7 716 562,00 ₽;;;;;;;;;;;;;;
№ 0146300004621000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146300004621000004;Подача заявок;Ремонт автомобильныхдорогобщего пользования местного значения в с. Пиково, с. Троекурово Чаплыгинского районаЛипецкойобласти;АДМИНИСТРАЦИЯ ЧАПЛЫГИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;27.01.2021;6 903 820,00 ₽;;;;;;;;;;;;;;
№ 0146300017221000014;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146300017221000014;Подача заявок;Ремонт дорожного полотнаавтодорогипо ул. Грязинская д. Красногорка Грязинского районаЛипецкойобласти;АДМИНИСТРАЦИЯ  ГРЯЗИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;27.01.2021;1 345 177,00 ₽;;;;;;;;;;;;;;
№ 0146300017221000013;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146300017221000013;Подача заявок;Ремонт дорожного полотнаавтодорогипо ул. М.Горького с. Двуречки Грязинского районаЛипецкойобласти;АДМИНИСТРАЦИЯ  ГРЯЗИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;27.01.2021;4 653 283,00 ₽;;;;;;;;;;;;;;
№ 0146300017221000012;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146300017221000012;Подача заявок;Ремонт дорожного полотнаавтодорогипо ул. Речная с. Ярлуково Грязинского районаЛипецкойобласти;АДМИНИСТРАЦИЯ  ГРЯЗИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;27.01.2021;4 079 480,00 ₽;;;;;;;;;;;;;;
№ 0346300084821000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0346300084821000003;Работа комиссии;Ремонт автомобильныхдорогобщего пользования местного значения по ул. Набережная в д. Знаменка, по ул. Полевая в д. Русская Казинка, по ул. Кочетовка, ул. Нижняя, ул. Запрудная, ул. Выгонская в с. Стрелец, по ул. Второй Квартал в с. Сухой Ольшанец, по ул. Кимовская в д.1-я Набережная Долгоруковского районаЛипецкойобласти;АДМИНИСТРАЦИЯ ДОЛГОРУКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ;26.01.2021;5 604 531,34 ₽;;;;;;;;;;;;;;
№ 0346300084821000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0346300084821000002;Работа комиссии;Ремонт автомобильныхдорогобщего пользования местного значения по ул. Заречная в с. Дубовец, по ул. Лестева, ул. Крымская в с. Долгуша, по ул. Богатые Плоты в д. Богатые Плоты, по ул. Хуторская, ул. Ударник в с. Новотроицкое Долгоруковского районаЛипецкойобласти;АДМИНИСТРАЦИЯ ДОЛГОРУКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ;26.01.2021;4 058 031,40 ₽;;;;;;;;;;;;;;
№ 0846300001821000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001821000007;Работа комиссии;Выполнение работ по ремонтуавтодорогипо улице Центральная в д.Ивановка Воловского муниципального районаЛипецкойобласти;ОТДЕЛ СТРОИТЕЛЬСТВА, АРХИТЕКТУРЫ, ЖКХ И ДОРОЖНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ВОЛОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;26.01.2021;1 203 269,00 ₽;;;;;;;;;;;;;;
№ 0846300001821000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001821000006;Работа комиссии;Выполнение работ по ремонтуавтодорогипо улице Северная в с.Гатище Воловского муниципального районаЛипецкойобласти;ОТДЕЛ СТРОИТЕЛЬСТВА, АРХИТЕКТУРЫ, ЖКХ И ДОРОЖНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ВОЛОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;26.01.2021;1 427 904,00 ₽;;;;;;;;;;;;;;
№ 0346300084821000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0346300084821000001;Работа комиссии;Ремонт автомобильныхдорогобщего пользования местного значения по ул. Н. Казинская, ул. В. Казинская, ул. Казинская, ул. Козловская, ул. Спортивная, ул. Больничная, ул. Воронежская в с. Стегаловка Долгоруковского районаЛипецкойобласти;АДМИНИСТРАЦИЯ ДОЛГОРУКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ;26.01.2021;3 353 647,72 ₽;;;;;;;;;;;;;;
№ 0146300041821000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146300041821000001;Работа комиссии;ремонт автомобильныхдорогобщего пользования местного значения, расположенных на территории Измалковского районаЛипецкойобласти;ОТДЕЛ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА,ДОРОГИ ТРАНСПОРТА АДМИНИСТРАЦИИ ИЗМАЛКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;26.01.2021;20 101 889,90 ₽;;;;;;;;;;;;;;
№ 0846300001821000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001821000005;Работа комиссии;Выполнение работ по ремонтуавтодорогипо улице Северная в с.Воловчик Воловского муниципального районаЛипецкойобласти;ОТДЕЛ СТРОИТЕЛЬСТВА, АРХИТЕКТУРЫ, ЖКХ И ДОРОЖНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ВОЛОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;26.01.2021;1 206 937,00 ₽;;;;;;;;;;;;;;
