Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0358300284521000007;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0358300284521000007;Подача заявок;"Строительство автомобильнойдорогиобщего пользования местного значения по ул. Еляна (ул. Ткачева-пр. Маршала Жукова) микрорайона №8 жилого района ""Левенцовский""";"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ  УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПО СТРОИТЕЛЬСТВУ ОБЪЕКТОВ ТРАНСПОРТНОЙ ИНФРАСТРУКТУРЫ Г.РОСТОВА-НА-ДОНУ""";29.01.2021;36 826 130,00 ₽;;;;;;;;;;;;;;
№ 0358300284521000006;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0358300284521000006;Подача заявок;"Строительство автомобильнойдорогиобщего пользования местного значения по ул. Ткачева (ул. Жданова-пр. Солженицына) микрорайона №5 жилого района ""Левенцовский""";"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ  УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПО СТРОИТЕЛЬСТВУ ОБЪЕКТОВ ТРАНСПОРТНОЙ ИНФРАСТРУКТУРЫ Г.РОСТОВА-НА-ДОНУ""";29.01.2021;182 750 520,00 ₽;;;;;;;;;;;;;;
№ 0358300284521000005;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0358300284521000005;Подача заявок;"Строительство автомобильнойдорогиобщего пользования местного значения по ул. Жданова (ул. Еременко-ул. Ткачева) микрорайона №5 жилого района ""Левенцовский""";"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ  УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПО СТРОИТЕЛЬСТВУ ОБЪЕКТОВ ТРАНСПОРТНОЙ ИНФРАСТРУКТУРЫ Г.РОСТОВА-НА-ДОНУ""";29.01.2021;104 007 820,00 ₽;;;;;;;;;;;;;;
№ 32109942948;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109942948;Подача заявок;Поставка субпродуктов служебным собакам для нуждРостовскогоотряда филиала ФГП ВО ЖДТ России на Северо-Кавказской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";29.01.2021;479 133,90 ₽;;;;;;;;;;;;;;
№ 0158200000521000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0158200000521000011;Определение поставщика отменено;"Капитальный ремонт участка автомобильнойдорогиобщего пользования регионального значения г.Ростов-на-Дону (от магистрали ""Дон"") - г. Семикаракорск – г. Волгодонск на км 96+040 – км 210+000 (км 190+650 – км 196+500) в Волгодонском районе";МИНИСТЕРСТВО ТРАНСПОРТАРОСТОВСКОЙОБЛАСТИ;29.01.2021;202 081 000,00 ₽;;;;;;;;;;;;;;
№ 32109942467;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109942467;Подача заявок;Конкурс в электронной форме на право заключения Договора на выполнение работ по восстановлению изношенного верхнего слоя покрытия автомобильнойдорогиМ-4 «Дон» Москва - Воронеж –Ростов-на-Дону – Краснодар – Новороссийск на участке км 1007+000 - км 1024+000,Ростовскаяобласть (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";29.01.2021;317 113 460,00 ₽;;;;;;;;;;;;;;
№ 32109942446;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109942446;Подача заявок;Конкурс в электронной форме на право заключения договора на выполнение работ по восстановлению изношенного верхнего слоя покрытия автомобильнойдорогиМ-4 «Дон» Москва - Воронеж –Ростов-на-Дону – Краснодар – Новороссийск на участке км 974+000- км 982+000,Ростовскаяобласть (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";29.01.2021;170 239 910,00 ₽;;;;;;;;;;;;;;
№ 0158300018921000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0158300018921000001;Подача заявок;Выполнение работ по содержанию автомобильныхдорогобщего пользования местного значения Зимовниковского района в 2021 году;АДМИНИСТРАЦИЯ ЗИМОВНИКОВСКОГО РАЙОНАРОСТОВСКОЙОБЛАСТИ;29.01.2021;30 000 000,00 ₽;;;;;;;;;;;;;;
№ 0358300213121000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300213121000001;Подача заявок;"""Реконструкция дорожного покрытия внутрипоселковой автомобильнойдорогис мостом через реку Ольховая по ул. Красноармейская в сл. Кашары""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЗАКАЗЧИКА"" КАШАРСКОГО РАЙОНАРОСТОВСКОЙОБЛАСТИ";29.01.2021;154 052 647,00 ₽;;;;;;;;;;;;;;
№ 0358300273221000008;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300273221000008;Подача заявок;Выполнение работ по текущему ремонту внутрипоселковойдорогипо адресу:Ростовскаяобласть, Кагальницкий район,ст-ца Кагальницкая, ул. Калинина;КОМИТЕТ ПО УПРАВЛЕНИЮ ИМУЩЕСТВОМ КАГАЛЬНИЦКОГО РАЙОНА;29.01.2021;1 452 052,00 ₽;;;;;;;;;;;;;;
№ 0358300273221000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300273221000007;Подача заявок;Выполнение работ по текущему ремонту внутрипоселковойдорогипо адресу:Ростовскаяобласть, Кагальницкий район,ст-ца Кагальницкая, пер. Буденовский ( участок №4).;КОМИТЕТ ПО УПРАВЛЕНИЮ ИМУЩЕСТВОМ КАГАЛЬНИЦКОГО РАЙОНА;29.01.2021;575 547,00 ₽;;;;;;;;;;;;;;
№ 0158200000521000010;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0158200000521000010;Подача заявок;Реконструкция автомобильнойдорогиобщего пользования регионального значения г. Азов – с. Александровка –  ст. Староминская (до границы Краснодарского края) на участке км 41+500 – 51+500 в Азовском районе;МИНИСТЕРСТВО ТРАНСПОРТАРОСТОВСКОЙОБЛАСТИ;28.01.2021;340 241 600,00 ₽;;;;;;;;;;;;;;
№ 0158200000521000009;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0158200000521000009;Подача заявок;Реконструкция мостового перехода на км 161+239 автомобильнойдорогиобщего пользования регионального значения г.Ростов-на-Дону (от магистрали «Дон») – г. Ставрополь (до границы Ставропольского края) в Песчанокопском районе.;МИНИСТЕРСТВО ТРАНСПОРТАРОСТОВСКОЙОБЛАСТИ;28.01.2021;76 256 500,00 ₽;;;;;;;;;;;;;;
№ 0158300058621000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0158300058621000001;Подача заявок;"работы по объекту ""Строительство внутрипоселковой а/д х.Зубковский от а/д ст.Вешенская-ст.Казанская км 18+390 до центра х.Зубковский Шолоховского районаРостовскойобласти";АДМИНИСТРАЦИЯ ШОЛОХОВСКОГО РАЙОНАРОСТОВСКОЙОБЛАСТИ;28.01.2021;128 225 840,00 ₽;;;;;;;;;;;;;;
№ 0358300273221000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300273221000006;Подача заявок;Выполнение работ по текущему ремонту внутрипоселковойдорогипо адресу:Ростовскаяобласть, Кагальницкий район,ст-ца Кировская, ул. Центральная.;КОМИТЕТ ПО УПРАВЛЕНИЮ ИМУЩЕСТВОМ КАГАЛЬНИЦКОГО РАЙОНА;28.01.2021;1 410 821,00 ₽;;;;;;;;;;;;;;
№ 0158200000521000008;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0158200000521000008;Подача заявок;Реконструкция мостового перехода на км 95 + 139 автомобильнойдорогиобщего пользования регионального значения ст. Обливская - ст. Советская - ст. Боковская - ст. Каргинская в Боковском районе;МИНИСТЕРСТВО ТРАНСПОРТАРОСТОВСКОЙОБЛАСТИ;28.01.2021;70 072 000,00 ₽;;;;;;;;;;;;;;
№ 0358300273221000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300273221000005;Подача заявок;Выполнение работ по текущему ремонту внутрипоселковойдорогипо адресу:Ростовскаяобласть, Кагальницкий район,с. Новобатайск, ул. Горожанова.;КОМИТЕТ ПО УПРАВЛЕНИЮ ИМУЩЕСТВОМ КАГАЛЬНИЦКОГО РАЙОНА;28.01.2021;371 596,00 ₽;;;;;;;;;;;;;;
№ 0158200000521000007;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0158200000521000007;Подача заявок;"Реконструкция автомобильнойдорогиобщего пользования регионального значения г. Шахты – ст. Владимировская (до магистрали ""Дон"") на участке км 25+000 - км 25+300 в Красносулинском районе";МИНИСТЕРСТВО ТРАНСПОРТАРОСТОВСКОЙОБЛАСТИ;27.01.2021;79 636 000,00 ₽;;;;;;;;;;;;;;
№ 0158200000521000006;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0158200000521000006;Подача заявок;Реконструкция участка автомобильнойдорогиобщего пользования регионального значения г.Ростов-на-Дону (от магистрали «Дон») – г. Семикаракорск – г. Волгодонск на км 0+000 – км 88+500 (км 3+000 – км 3+300) в Аксайском районе.;МИНИСТЕРСТВО ТРАНСПОРТАРОСТОВСКОЙОБЛАСТИ;27.01.2021;69 814 300,00 ₽;;;;;;;;;;;;;;
№ 0358300273221000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300273221000004;Работа комиссии;Выполнение работ по текущему ремонту внутрипоселковойдорогипо адресу:Ростовскаяобласть, Кагальницкий район, Кагальницкое с/п, ст-ца Кагальницкая, пер. Пугачевский.;КОМИТЕТ ПО УПРАВЛЕНИЮ ИМУЩЕСТВОМ КАГАЛЬНИЦКОГО РАЙОНА;27.01.2021;4 441 999,00 ₽;;;;;;;;;;;;;;
№ 0171200001921000008;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0171200001921000008;Подача заявок;Частичный ремонт автомобильныхдорогобщего пользования на территории гп.Ростов(ул. Северная, ул. Рабочая, ул. К. Маркса, ул. Моравского, ул. Ленинская, ул. Фрунзе, проезд к д.с. «Золотая рыбка», проезд между 1 и 2 МКР, Окружной проезд, Ярославское шоссе, пл. Привокзальная, пл. Колхозная);ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗА ЯРОСЛАВСКОЙ ОБЛАСТИ;27.01.2021;14 703 388,80 ₽;;;;;;;;;;;;;;
№ 0358300273221000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300273221000003;Работа комиссии;Выполнение работ по текущему ремонту внутрипоселковойдорогипо адресу:Ростовскаяобласть, Кагальницкий район, Кагальницкое с/п, ст-ца Кагальницкая, ул. Колесникова.;КОМИТЕТ ПО УПРАВЛЕНИЮ ИМУЩЕСТВОМ КАГАЛЬНИЦКОГО РАЙОНА;27.01.2021;1 177 285,00 ₽;;;;;;;;;;;;;;
№ 0358300273221000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300273221000002;Работа комиссии;Выполнение работ по текущему ремонту внутрипоселковойдорогипо адресу:Ростовскаяобласть, Кагальницкий район, п. Воронцовка, ул. Садовая.;КОМИТЕТ ПО УПРАВЛЕНИЮ ИМУЩЕСТВОМ КАГАЛЬНИЦКОГО РАЙОНА;26.01.2021;823 979,00 ₽;;;;;;;;;;;;;;
№ 0358300273221000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300273221000001;Работа комиссии;Выполнение работ по текущему ремонту внутрипоселковойдорогипо адресу:Ростовскаяобласть, Кагальницкий район, Кагальницкое с/п, ст-ца Кагальницкая, ул. Кооперативная.;КОМИТЕТ ПО УПРАВЛЕНИЮ ИМУЩЕСТВОМ КАГАЛЬНИЦКОГО РАЙОНА;26.01.2021;562 114,00 ₽;;;;;;;;;;;;;;
№ 0818600005721000009;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0818600005721000009;Работа комиссии;Устройство тротуара  и ливневой канализации по ул.Ростовскойв ст.Переясловской МО Брюховецкий район;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНЫМИ ЗАКУПКАМИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ БРЮХОВЕЦКИЙ РАЙОН""";26.01.2021;3 833 080,00 ₽;;;;;;;;;;;;;;
№ 0158300053121000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0158300053121000002;Работа комиссии;Выполнение комплекса работ по содержанию муниципальных автомобильныхдорогобщего пользования местного значения Заветинского районаРостовскойобласти в 2021 году;АДМИНИСТРАЦИЯ ЗАВЕТИНСКОГО РАЙОНАРОСТОВСКОЙОБЛАСТИ;26.01.2021;3 500 000,00 ₽;;;;;;;;;;;;;;
№ 32109921859;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109921859;Закупка завершена;Поставка круп для  служебных собакРостовскогоотряда филиала ФГП ВО ЖДТ России на Северо-Кавказской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";25.01.2021;324 179,13 ₽;;;;;;;;;;;;;;
№ 0358300040921000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300040921000006;Работа комиссии;"Обустройство линии искусственного освещения на ПК 1+500 - 3+000 автомобильнойдороги""Подъезд отавтодороги""Магистраль ""Дон"" - п. Щепкин - г.Ростов-на-Дону к п. Возрожденный""";УПРАВЛЕНИЕ КОММУНАЛЬНОГО И ДОРОЖНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ АКСАЙСКОГО РАЙОНА;25.01.2021;4 642 659,66 ₽;;;;;;;;;;;;;;
№ 0371300150221000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0371300150221000001;Подача заявок;Ремонт и устройство искусственных дорожных неровностей с установкой дорожных знаков и нанесением дорожной разметки;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""РОДНОЙ ГОРОД"" ГОРОДСКОГО ПОСЕЛЕНИЯРОСТОВ";25.01.2021;690 198,00 ₽;;;;;;;;;;;;;;
№ 0858300002421000002;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0858300002421000002;Подача заявок;Разработка проектно-сметной документации по объекту: «Строительство объектов инженерной инфраструктуры (наружные сети водо- и газоснабжения) и внутрипоселковойдорогив целях стимулирования развития жилищного строительства для многодетных семей по ул. Огородная в х. Дуленков, Боковского района,Ростовскойобласти»;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЗАКАЗЧИКА"" БОКОВСКОГО РАЙОНА";22.01.2021;8 665 617,00 ₽;;;;;;;;;;;;;;
№ 0858300003321000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0858300003321000001;Работа комиссии;Содержание автомобильныхдорогобщего пользования местного значения в городе АзовеРостовскойобласти;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ Г. АЗОВА ""ДЕПАРТАМЕНТ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА""";22.01.2021;10 000 000,00 ₽;;;;;;;;;;;;;;
№ 0158300035921000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0158300035921000006;Определение поставщика завершено;Капитальный ремонт автомобильнойдорогипо ул. Внутриквартальный проезд №2 в с. Средний Егорлык, Целинского районаРостовскойобласти;АДМИНИСТРАЦИЯ ЦЕЛИНСКОГО РАЙОНА;20.01.2021;4 515 400,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0158300035921000006;АДМИНИСТРАЦИЯ ЦЕЛИНСКОГО РАЙОНА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНО-РЕМОНТНАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""";1 - Победитель;4 176 745,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНО-РЕМОНТНОЕ СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ""";2 - Второй номер;4 199 322,00;;;;;;
№ 0858300002121000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0858300002121000005;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогипо ул. Коминтерна (от дома № 132 до дома № 138а) в г. АксайРостовскойобласти;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АКСАЙСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ""БЛАГОУСТРОЙСТВО И ЖКХ""";20.01.2021;421 820,03 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0858300002121000005;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АКСАЙСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ""БЛАГОУСТРОЙСТВО И ЖКХ""";ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ЮСК»;1 - Победитель;337 455,63;Толубаев артем евгеньевич -.;2 - Второй номер;339 564,74;;;;;;
№ 0858300002121000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0858300002121000004;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогипо ул. Платова (парковка) в г. АксайРостовскойобласти;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АКСАЙСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ""БЛАГОУСТРОЙСТВО И ЖКХ""";20.01.2021;140 627,52 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0858300002121000004;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АКСАЙСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ""БЛАГОУСТРОЙСТВО И ЖКХ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭРОС""";1 - Победитель;99 845,40;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ЮСК»;2 - Второй номер;100 548,54;;;;;;
