Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0373200307321000020;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200307321000020;Подача заявок;Аукцион в электронной форме на право заключения контракта на оказание услуг по дезинсекции на объектах ГБУ «Автомобильныедороги» среди субъектов малого предпринимательства и социально ориентированных некоммерческих организаций;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""АВТОМОБИЛЬНЫЕДОРОГИ""";09.02.2021;8 000 000,00 ₽;;;;;;;;;;;;;;
№ 0373200017521000039;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0373200017521000039;Подача заявок;Проведение инженерных изысканий объекта озелененной территории Капустинского парка по адресу:Москва,ул. Снежная, д. 9к2-д.14к1 - проезд Нансена;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";09.02.2021;1 999 770,86 ₽;;;;;;;;;;;;;;
№ 0373200017521000038;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200017521000038;Подача заявок;Выполнение работ по отделки внутренних помещений и фасадов приюта для содержания безнадзорных животных, расположенного по адресу: проезд Дубовая роща вл.23-25;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";09.02.2021;1 049 299,96 ₽;;;;;;;;;;;;;;
№ 0373200017521000037;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200017521000037;Подача заявок;Поставка медицинской мебели для оснащения приюта для содержания безнадзорных животных, расположенного по адресу: проезд Дубовая роща вл.23-25.;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";09.02.2021;117 421,35 ₽;;;;;;;;;;;;;;
№ 0173200001421000104;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0173200001421000104;Подача заявок;Оказание услуг по проведению ежегодного общегородского мероприятия «Мотофестиваль - надорогевсе равны»;ДЕПАРТАМЕНТ ГОРОДАМОСКВЫПО КОНКУРЕНТНОЙ ПОЛИТИКЕ;09.02.2021;54 214 934,37 ₽;;;;;;;;;;;;;;
№ 0373200086721000081;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200086721000081;Подача заявок;Закупка хозяйственных товаров;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА ЮЖНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";09.02.2021;208 043,00 ₽;;;;;;;;;;;;;;
№ 0373200017521000036;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200017521000036;Подача заявок;Поставка защитного антисептика для внутренних помещений приюта для содержания безнадзорных животных, расположенного по адресу: проезд Дубовая роща вл.23-25.;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";09.02.2021;133 975,46 ₽;;;;;;;;;;;;;;
№ 0373200017521000035;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200017521000035;Подача заявок;Поставка охранной техники для оснащения помещений приюта для содержания безнадзорных животных, расположенного по адресу: проезд Дубовая роща вл.23-25.;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";09.02.2021;102 974,71 ₽;;;;;;;;;;;;;;
№ 0373200017521000034;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0373200017521000034;Подача заявок;Выполнение работ по разработке проектно-сметной документации территории природного комплекса вдоль ул. Римского-Корсакова,район Отрадное;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";09.02.2021;9 504 431,11 ₽;;;;;;;;;;;;;;
№ 0373200017521000033;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0373200017521000033;Подача заявок;Выполнение работ по разработке проектно-сметной документации  территории по адресу: г.Москва, СВАО, район Свиблово, Бульвар по ул. Седова;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";09.02.2021;8 959 219,83 ₽;;;;;;;;;;;;;;
№ 0373200017521000032;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0373200017521000032;Подача заявок;"Выполнение работ по разработке проектно-сметной документации территории ул.Мелиховская, ""Бибирево life"",район Бибирево";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";09.02.2021;9 797 905,97 ₽;;;;;;;;;;;;;;
№ 0330100010521000011;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010521000011;Подача заявок;"Выполнение работ в целях реализации проекта: ""Реконструкция автомобильнойдорогиА-114 Вологда - Новая Ладога до магистрали ""Кола"" (через Тихвин) на участке км 14+578 - км 35+000 в Вологодской области, 1 этап""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИМОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";09.02.2021;12 510 750,00 ₽;;;;;;;;;;;;;;
№ 0373200086721000077;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200086721000077;Подача заявок;Поставка асфальтобетонных смесей;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА ЮЖНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";09.02.2021;1 815 000,00 ₽;;;;;;;;;;;;;;
№ 0373200017521000031;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200017521000031;Подача заявок;Поставка поручней и стоек ограждения для оснащения помещений приюта для содержания безнадзорных животных, расположенного по адресу: проезд Дубовая роща вл.23-25.;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";09.02.2021;19 590,58 ₽;;;;;;;;;;;;;;
№ 0373200307321000019;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200307321000019;Подача заявок;Аукцион в электронной форме на право заключения контракта на поставку нерудных материалов и сырья среди субъектов малого предпринимательства и социально ориентированных некоммерческих организаций;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""АВТОМОБИЛЬНЫЕДОРОГИ""";09.02.2021;2 900 000,00 ₽;;;;;;;;;;;;;;
№ 0373200307321000018;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200307321000018;Подача заявок;"Аукцион в электронной форме на право заключения контракта на поставку поддонов для нужд ГБУ ""Автомобильныедороги"" среди субъектов малого предпринимательства и социально ориентированных некоммерческих организаций";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""АВТОМОБИЛЬНЫЕДОРОГИ""";09.02.2021;18 390 150,00 ₽;;;;;;;;;;;;;;
№ 0373200082121000026;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200082121000026;Подача заявок;Поставка табличек светофорных;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ТРАНСПОРТНЫХ ЗАКУПОК""";08.02.2021;2 999 662,20 ₽;;;;;;;;;;;;;;
№ 32109969115;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109969115;Подача заявок;Поставка хозяйственных товаров;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""АВТОМОБИЛЬНЫЕДОРОГИВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";08.02.2021;1 400 000,00 ₽;;;;;;;;;;;;;;
№ 0373200018821000106;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200018821000106;Подача заявок;Поставка запасных частей к специальным и специализированным транспортным средствам ГБУ «АвтомобильныедорогиСАО» в 2021 году;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";08.02.2021;2 990 000,00 ₽;;;;;;;;;;;;;;
№ 0173200001421000093;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0173200001421000093;Подача заявок;Выполнение подрядных работ по строительству объекта капитального строительства: «Строительство участков улично-дорожной сети для ТПУ «Ярославская». Этап 2».;ДЕПАРТАМЕНТ ГОРОДАМОСКВЫПО КОНКУРЕНТНОЙ ПОЛИТИКЕ;08.02.2021;213 948 137,84 ₽;;;;;;;;;;;;;;
№ 0373200006221000080;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200006221000080;Подача заявок;"Поставка шин для нужд ГБУ ""АвтомобильныедорогиВАО""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";08.02.2021;2 999 660,00 ₽;;;;;;;;;;;;;;
№ 0173200024421000024;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0173200024421000024;Подача заявок;Поставка материалов для выполнения работ, направленных на предотвращение достижения предельно допустимых характеристик надежности и безопасности эксплуатации системы электроснабжения многоквартирных домов;ПРЕФЕКТУРА ТРОИЦКОГО И НОВОМОСКОВСКОГО АДМИНИСТРАТИВНЫХ ОКРУГОВ ГОРОДАМОСКВЫ;08.02.2021;2 154 197,22 ₽;;;;;;;;;;;;;;
№ 0173200024421000023;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0173200024421000023;Подача заявок;Поставка товаров: ЩИТЫ РАСПРЕДЕЛИТЕЛЬНЫЕ. ВРУ;ПРЕФЕКТУРА ТРОИЦКОГО И НОВОМОСКОВСКОГО АДМИНИСТРАТИВНЫХ ОКРУГОВ ГОРОДАМОСКВЫ;08.02.2021;2 034 666,70 ₽;;;;;;;;;;;;;;
№ 0173200024421000022;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0173200024421000022;Подача заявок;Поставка смеси сухой для для выполнения работ по охранно-поддерживающему ремонту общего имущества в многоквартирных домах, включенных в Программу реновации;ПРЕФЕКТУРА ТРОИЦКОГО И НОВОМОСКОВСКОГО АДМИНИСТРАТИВНЫХ ОКРУГОВ ГОРОДАМОСКВЫ;08.02.2021;1 429 262,32 ₽;;;;;;;;;;;;;;
№ 0173200024421000021;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0173200024421000021;Подача заявок;Поставка электрических проводов, кабелей и комплектующих изделий для их прокладки и монтажа;ПРЕФЕКТУРА ТРОИЦКОГО И НОВОМОСКОВСКОГО АДМИНИСТРАТИВНЫХ ОКРУГОВ ГОРОДАМОСКВЫ;08.02.2021;1 666 615,63 ₽;;;;;;;;;;;;;;
№ 0373200032221000107;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200032221000107;Подача заявок;Поставка мешков для мусора для нужд ГБУ «АвтомобильныедорогиЮЗАО».;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА ЮГО-ЗАПАДНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";08.02.2021;2 999 010,00 ₽;;;;;;;;;;;;;;
№ 0373200006221000079;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200006221000079;Подача заявок;Поставка материала рулонного для ремонта кровли для выполнения капитального ремонта по программе охранно-поддерживающих мероприятий в МКД в 2021 году;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";08.02.2021;8 411 909,50 ₽;;;;;;;;;;;;;;
№ 0173200024421000020;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0173200024421000020;Подача заявок;Поставка расходных материалов для выполнения работ по охранно-поддерживающему ремонту общего имущества в многоквартирных домах, включенных в Программу реновации;ПРЕФЕКТУРА ТРОИЦКОГО И НОВОМОСКОВСКОГО АДМИНИСТРАТИВНЫХ ОКРУГОВ ГОРОДАМОСКВЫ;05.02.2021;585 433,55 ₽;;;;;;;;;;;;;;
№ 0373200086721000069;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200086721000069;Подача заявок;Оказание услуг: УСЛУГИ ПО ТЕХНОЛОГИЧЕСКОМУ ПРИСОЕДИНЕНИЮ К РАСПРЕДЕЛИТЕЛЬНЫМ ЭЛЕКТРОСЕТЯМ. Оказание услуг по установке нового ВРЩ 0,4 кВ для электроснабжения энергопринимающих устройств по адресу: г.Москва, ул. Дорожная, д. 9.;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА ЮЖНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";05.02.2021;1 406 972,34 ₽;;;;;;;;;;;;;;
№ 0373200018821000101;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200018821000101;Подача заявок;Поставка материалов для выполнения локально-реконструктивных работ для нужд ГБУ «АвтомобильныедорогиСАО» в 2021 году;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";05.02.2021;2 929 000,00 ₽;;;;;;;;;;;;;;
№ 0336100012521000005;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012521000005;Подача заявок;Строительный контроль при проведении работ по объекту: «Капитальный ремонт мостов через реку Мста на км 501+878 (левый, правый) автомобильнойдорогиМ-10 «Россия»Москва- Тверь - Великий Новгород - Санкт-Петербург, Новгородская область (Устройство локальных очистных сооружений)»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";05.02.2021;1 403 980,67 ₽;;;;;;;;;;;;;;
№ 0373200032221000103;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200032221000103;Подача заявок;Выполнение работ по изготовлению полиграфической продукции;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА ЮГО-ЗАПАДНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";05.02.2021;446 510,00 ₽;;;;;;;;;;;;;;
№ 0373200032221000102;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200032221000102;Подача заявок;Поставка смеси бетонной (тощий бетон) для нужд ГБУ «АвтомобильныедорогиЮЗАО».;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА ЮГО-ЗАПАДНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";05.02.2021;2 776 000,00 ₽;;;;;;;;;;;;;;
№ 0373200032221000101;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200032221000101;Подача заявок;Выполнение работ по замене ограждения по адресу: городМосква, ул. Поляны, владение 48.;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДАМОСКВЫ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА ЮГО-ЗАПАДНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";05.02.2021;1 444 692,48 ₽;;;;;;;;;;;;;;
