Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0144200001821000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0144200001821000010;Подача заявок;"Выполнение работ по строительству объекта: ""Проезд по д. Пашково Пашковского сельсоветаКурскогорайонаКурскойобласти""";"ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КОМИТЕТ СТРОИТЕЛЬСТВА И ЭКСПЛУАТАЦИИ АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ""";01.02.2021;8 078 623,00 ₽;;;;;;;;;;;;;;
№ 0144200001821000009;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0144200001821000009;Подача заявок;Выполнение работ по ремонту автомобильныхдорогобщего пользования регионального или межмуниципального значения вКурскойобласти;"ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КОМИТЕТ СТРОИТЕЛЬСТВА И ЭКСПЛУАТАЦИИ АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ""";01.02.2021;207 464 259,86 ₽;;;;;;;;;;;;;;
№ 0144200001821000008;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0144200001821000008;Подача заявок;Оказание услуг по строительному контролю на объектах ремонта автомобильныхдорогобщего пользования регионального или межмуниципального значения вКурскойобласти;"ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КОМИТЕТ СТРОИТЕЛЬСТВА И ЭКСПЛУАТАЦИИ АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ""";01.02.2021;6 947 726,36 ₽;;;;;;;;;;;;;;
№ 0144200001821000007;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0144200001821000007;Подача заявок;Выполнение работ по ремонту автомобильныхдорогобщего пользования регионального или межмуниципального значения вКурскойобласти;"ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КОМИТЕТ СТРОИТЕЛЬСТВА И ЭКСПЛУАТАЦИИ АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ""";01.02.2021;192 525 372,84 ₽;;;;;;;;;;;;;;
№ 32109943471;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109943471;Закупка завершена;заключение договора на выполнение работ по нанесению горизонтальной дорожной разметки краской на автомобильныхдорогахКасторенского районаКурскойобласти;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАСТОРЕНСКОЕ ДОРОЖНОЕ ЭКСПЛУАТАЦИОННОЕ ПРЕДПРИЯТИЕ""";30.01.2021;2 812 259,80 ₽;;;;;;;;;;;;;;
№ 0144200001821000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0144200001821000006;Подача заявок;Выполнение работ по строительству объекта: «Проезд по ул.Зеленая в д.Анахина Октябрьского районаКурскойобласти»;"ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КОМИТЕТ СТРОИТЕЛЬСТВА И ЭКСПЛУАТАЦИИ АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ""";30.01.2021;3 291 580,00 ₽;;;;;;;;;;;;;;
№ 0144200001821000005;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0144200001821000005;Подача заявок;Ремонт автомобильнойдорогипо ул.Ленина, ул. Республиканская, ул. Красноармейская, пр-т. Советских Космонавтов в г. ДмитриевеКурскойобласти;"ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КОМИТЕТ СТРОИТЕЛЬСТВА И ЭКСПЛУАТАЦИИ АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ""";29.01.2021;43 085 875,10 ₽;;;;;;;;;;;;;;
№ 0144200001821000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0144200001821000004;Подача заявок;Ремонт автомобильныхдорогпо ул. Комсомольская, ул. Таманская в п. Солнцево;"ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КОМИТЕТ СТРОИТЕЛЬСТВА И ЭКСПЛУАТАЦИИ АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ""";29.01.2021;2 985 591,00 ₽;;;;;;;;;;;;;;
№ 0144200001821000003;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0144200001821000003;Подача заявок;Оказание услуг по строительному контролю при ремонте автомобильныхдорогв Золотухинском районеКурскойобласти;"ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КОМИТЕТ СТРОИТЕЛЬСТВА И ЭКСПЛУАТАЦИИ АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ""";28.01.2021;302 837,51 ₽;;;;;;;;;;;;;;
№ 0144200001821000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0144200001821000002;Подача заявок;"Услуги по обеспечению работы программно-аппаратных комплексов измерения интервалов времени и координат с фото и видеофиксацией ""Дозор - М""";"ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КОМИТЕТ СТРОИТЕЛЬСТВА И ЭКСПЛУАТАЦИИ АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ""";25.01.2021;2 203 136,00 ₽;;;;;;;;;;;;;;
№ 32109915633;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109915633;Работа комиссии;Запрос котировок среди субъектов малого и среднего предпринимательства в электронной форме № 8/ЗКТЭ-ДЖВ/21 на право заключения договора оказания услуг по вывозу и утилизации ртутных люминесцентных и ультрафиолетовых бактерицидных ламп на вокзалах Московской региональной дирекции железнодорожных вокзалов (вокзалы Белорусский, Казанский, Киевский, Павелецкий, Рижский, Савеловский, Ярославский, Брянск-Орловский, Калуга-1,Курск, Орел, Рязань-1,2, Смоленск, Тула).;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";22.01.2021;1 023 514,80 ₽;;;;;;;;;;;;;;
№ 32109915271;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109915271;Закупка завершена;Право заключения договора на Ремонтавтодороги площадокКурскойАЭС;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЙ КОНЦЕРН ПО ПРОИЗВОДСТВУ ЭЛЕКТРИЧЕСКОЙ И ТЕПЛОВОЙ ЭНЕРГИИ НА АТОМНЫХ СТАНЦИЯХ""";22.01.2021;19 005 832,24 ₽;;;;;;;;;;;;;;
№ 0144300001221000001;https://zakupki.gov.ru//epz/order/notice/zk504/view/common-info.html?regNumber=0144300001221000001;Определение поставщика завершено;Оказание услуг по очистке от снега автомобильныхдорогмуниципального значения, расположенных на территории Мантуровского районаКурскойобласти;АДМИНИСТРАЦИЯ МАНТУРОВСКОГО РАЙОНАКУРСКОЙОБЛАСТИ;19.01.2021;500 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0144300001221000001;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ РАЙОНА"" МАНТУРОВСКОГО РАЙОНА КУРСКОЙ ОБЛАСТИ";;По окончании срока подачи заявок подана только одна заявка (ч. 14 ст. 82.3 Закона № 44-ФЗ). Заявка соответствует требованиям.;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛИЩНО -КОММУНАЛЬНОЕ ХОЗЯЙСТВО СЕЛА СЕЙМ""";;500 000,00;;;;;;
№ 0744200000221000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0744200000221000001;Определение поставщика завершено;Благоустройство тротуара по ул.Молодёжная в п.Солнечный Золотухинского районаКурскойобласти (1-й, 2-й этапы);"ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАКУПОККУРСКОЙОБЛАСТИ""";18.01.2021;860 021,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0744200000221000001;АДМИНИСТРАЦИЯ СОЛНЕЧНОГО СЕЛЬСОВЕТА ЗОЛОТУХИНСКОГО РАЙОНА КУРСКОЙ ОБЛАСТИ;Ечина И. А.;1 - Победитель;669 898,23;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБЛГОРСТРОЙ""";2 - Второй номер;674 198,34;;;;;;
№ 0144200001821000001;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0144200001821000001;Подача заявок;Выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения городаКурскав рамках национального проекта «Безопасные и качественные автомобильныедороги»;"ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КОМИТЕТ СТРОИТЕЛЬСТВА И ЭКСПЛУАТАЦИИ АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ""";15.01.2021;264 812 134,96 ₽;;;;;;;;;;;;;;
№ 0144200005321000013;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0144200005321000013;Работа комиссии;Выполнение работ, связанных с осуществлением регулярных перевозок пассажиров и багажа автомобильным транспортом по регулируемым тарифам по межмуниципальным маршрутамКурскойобласти;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ;11.01.2021;3 868 026,74 ₽;;;;;;;;;;;;;;
№ 0144200005321000012;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0144200005321000012;Определение поставщика завершено;Выполнение работ, связанных с осуществлением регулярных перевозок пассажиров и багажа автомобильным транспортом по регулируемым тарифам по межмуниципальным маршрутамКурскойобласти;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ;11.01.2021;18 075 895,02 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0144200005321000012;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ КУРСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка, заявка соответствует требованиям. Конкурс в электронной форме признан несостоявшимся (ч. 16 ст. 54.4 Закона № 44-ФЗ);;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТРАНСПОРТНЫЕ ЛИНИИ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД ЖЕЛЕЗНОГОРСК"" КУРСКОЙ ОБЛАСТИ";;18 075 895,02;;;;;;
№ 0144200005321000011;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0144200005321000011;Работа комиссии;Выполнение работ, связанных с осуществлением регулярных перевозок пассажиров и багажа автомобильным транспортом по регулируемым тарифам по межмуниципальным маршрутамКурскойобласти;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ;11.01.2021;2 456 994,31 ₽;;;;;;;;;;;;;;
№ 0144200005321000010;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0144200005321000010;Определение поставщика завершено;Выполнение работ, связанных с осуществлением регулярных перевозок пассажиров и багажа автомобильным транспортом по регулируемым тарифам по межмуниципальным маршрутамКурскойобласти;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ;11.01.2021;2 442 663,90 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0144200005321000010;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ КУРСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка, заявка соответствует требованиям. Конкурс в электронной форме признан несостоявшимся (ч. 16 ст. 54.4 Закона № 44-ФЗ);;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗОЛОТУХИНСКОЕ АВТОТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ""";;2 442 663,90;;;;;;
№ 0144200005321000009;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0144200005321000009;Работа комиссии;Выполнение работ, связанных с осуществлением регулярных перевозок пассажиров и багажа автомобильным транспортом по регулируемым тарифам по межмуниципальным маршрутамКурскойобласти;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ;11.01.2021;7 717 055,94 ₽;;;;;;;;;;;;;;
№ 0144200005321000008;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0144200005321000008;Определение поставщика завершено;Выполнение работ, связанных с осуществлением регулярных перевозок пассажиров и багажа автомобильным транспортом по регулируемым тарифам по межмуниципальным маршрутамКурскойобласти;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ;11.01.2021;3 522 937,91 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0144200005321000008;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ КУРСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка, заявка соответствует требованиям. Конкурс в электронной форме признан несостоявшимся (ч. 16 ст. 54.4 Закона № 44-ФЗ);;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРЕНЕВСКОЕ АВТОПРЕДПРИЯТИЕ ПАССАЖИРСКОГО ТРАНСПОРТА""";;3 522 937,91;;;;;;
№ 0144200005321000007;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0144200005321000007;Определение поставщика завершено;Выполнение работ, связанных с осуществлением регулярных перевозок пассажиров и багажа автомобильным транспортом по регулируемым тарифам по межмуниципальным маршрутамКурскойобласти;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ;11.01.2021;1 969 924,12 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0144200005321000007;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ КУРСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка, заявка соответствует требованиям. Конкурс в электронной форме признан несостоявшимся (ч. 16 ст. 54.4 Закона № 44-ФЗ);;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СУДЖААВТОТРАНС""";;1 969 924,12;;;;;;
№ 0144200005321000006;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0144200005321000006;Определение поставщика завершено;Выполнение работ, связанных с осуществлением регулярных перевозок пассажиров и багажа автомобильным транспортом по регулируемым тарифам по межмуниципальным маршрутамКурскойобласти;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ;11.01.2021;27 533 371,51 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0144200005321000006;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ КУРСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка, заявка соответствует требованиям. Конкурс в электронной форме признан несостоявшимся (ч. 16 ст. 54.4 Закона № 44-ФЗ);;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КУРСКОЕ ПАССАЖИРСКОЕ АВТОТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ № 1""";;27 533 371,51;;;;;;
№ 0144200005321000005;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0144200005321000005;Работа комиссии;Выполнение работ, связанных с осуществлением регулярных перевозок пассажиров и багажа автомобильным транспортом по регулируемым тарифам по межмуниципальным маршрутамКурскойобласти;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ;11.01.2021;1 094 090,39 ₽;;;;;;;;;;;;;;
№ 0144200005321000004;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0144200005321000004;Определение поставщика завершено;Выполнение работ, связанных с осуществлением регулярных перевозок пассажиров и багажа автомобильным транспортом по регулируемым тарифам по межмуниципальным маршрутамКурскойобласти;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ;11.01.2021;20 694 907,47 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0144200005321000004;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ КУРСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка, заявка соответствует требованиям. Конкурс в электронной форме признан несостоявшимся (ч. 16 ст. 54.4 Закона № 44-ФЗ);;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КУРЧАТОВАВТОТРАНС""";;20 694 907,47;;;;;;
№ 0144200005321000003;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0144200005321000003;Определение поставщика завершено;Выполнение работ, связанных с осуществлением регулярных перевозок пассажиров и багажа автомобильным транспортом по регулируемым тарифам по межмуниципальным маршрутамКурскойобласти;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ;11.01.2021;4 750 357,13 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0144200005321000003;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ КУРСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка, заявка соответствует требованиям. Конкурс в электронной форме признан несостоявшимся (ч. 16 ст. 54.4 Закона № 44-ФЗ);;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" АВТОТРАНСПОРТНЫЕ ЭКСПРЕСС-ЛИНИИ""";;4 699 000,00;;;;;;
№ 0144200005321000002;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0144200005321000002;Определение поставщика завершено;Выполнение работ, связанных с осуществлением регулярных перевозок пассажиров и багажа автомобильным транспортом по регулируемым тарифам по межмуниципальным маршрутамКурскойобласти;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ;11.01.2021;5 765 616,45 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0144200005321000002;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ КУРСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка, заявка соответствует требованиям. Конкурс в электронной форме признан несостоявшимся (ч. 16 ст. 54.4 Закона № 44-ФЗ);;ТатаренкоМаринаВладимировна;;5 765 536,45;;;;;;
№ 0144200005321000001;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0144200005321000001;Определение поставщика завершено;Выполнение работ, связанных с осуществлением регулярных перевозок пассажиров и багажа автомобильным транспортом по регулируемым тарифам по межмуниципальным маршрутамКурскойобласти;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ;11.01.2021;4 301 224,19 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0144200005321000001;КОМИТЕТ ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ КУРСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка, заявка соответствует требованиям. Конкурс в электронной форме признан несостоявшимся (ч. 16 ст. 54.4 Закона № 44-ФЗ);;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЩИГРЫАВТОТРАНС""";;4 301 224,19;;;;;;
