Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0366200035620007264;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0366200035620007264;Определение поставщика завершено;"Выполнение работ по объекту: ""Реконструкция мостового перехода через р. Вашана на км 0+293,50 автомобильнойдороги""Ясногорск - Федяшево - Ревякино"" - автоподъезд к н.п. Шеметово в Ясногорском районеТульскойобласти""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕТУЛЬСКОЙОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";17.12.2020;53 455 080,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0366200035620007264;"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ТУЛЬСКОЙ ОБЛАСТИ ""ТУЛАУПРАДОР""";;;;;;;;;;;;
№ 32009814038;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009814038;Закупка завершена;Оказание услуг по ремонту и техническому обслуживанию автомобилей с заменой запасных частей для нуждТульскогоотряда филиала ФГП ВО ЖДТ России на Московской железнойдорогев г. Курск;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";17.12.2020;240 000,00 ₽;;;;;;;;;;;;;;
№ 0140300048520000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0140300048520000010;Определение поставщика завершено;Содержание автомобильныхдорогобщего пользования местного значения в границах населенных пунктов Арбажского муниципального округа на 2021 год(Верхотульскоенаправление);АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ АРБАЖСКИЙ РАЙОН КИРОВСКОЙ ОБЛАСТИ;15.12.2020;449 958,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0140300048520000010;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ АРБАЖСКИЙ РАЙОН КИРОВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЯТСКИЕ АВТОМОБИЛЬНЫЕ ДОРОГИ""";;449 958,00;30.01.2022;14.01.2021;;610014, ОБЛ КИРОВСКАЯ 43, Г КИРОВ, УЛ ГРИБОЕДОВА, ДОМ 1;4345502070;
№ 32009800618;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009800618;Работа комиссии;Конкурс в электронной форме на право заключения договора на выполнение работ по модернизации сети передачи данных автомобильнойдорогиМ-4 «Дон» от Москвы через Воронеж, Ростов-на-Дону, Краснодар до Новороссийска км 21 – км 225, Московская иТульскаяобласти (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ПЛАТНЫЕДОРОГИ""";14.12.2020;27 834 830,40 ₽;;;;;;;;;;;;;;
№ 0366200035620007135;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0366200035620007135;Определение поставщика завершено;Выполнение работ по ремонту придомовой территории по ул. Тургенева (д.12, 14, 16, 18, 20) п. Дубна,Тульскаяобласть в 2021 году в рамках реализации национального проекта «Жилье и городская среда»;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕТУЛЬСКОЙОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";12.12.2020;4 448 746,49 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0366200035620007135;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ДУБЕНСКИЙ РАЙОН;;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;Акобян А. С.;;4 426 502,76;20.08.2021;11.01.2021;;301412, Тульская область, Суворовский район, пос. Н. Черепеть, ул. Октябрьская, д.2;Да;+7 (930) 750-00-06)alik.1122@mail.ru
№ 32009789361;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009789361;Закупка завершена;"Информационно- консультационные услуги по подготовке материалов по оценке воздействия планируемой деятельности с определением последствий негативного воздействия на водные биологические биоресурсы и среду их обитания;разработке мероприятий по устранению последствий негативного воздействия на водные биоресурсы по объекту: Капитальный ремонт участка автомобильнойдорогиСкуратово- Фалдино- Кишкино (н.п. Скуратово) в Ленинском районеТульскойобласти";"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕТУЛЬСКОЙОБЛАСТИ  ""ПРОЕКТНАЯ КОНТОРА""";10.12.2020;243 256,00 ₽;;;;;;;;;;;;;;
№ 32009780982;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009780982;Закупка завершена;Оказание услуг по ремонту и техническому обслуживанию автомобилей с заменой запасных частей для нуждТульскогоотряда филиала ФГП ВО ЖДТ России на Московской железнойдорогев г. Тула;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";09.12.2020;1 050 000,00 ₽;;;;;;;;;;;;;;
№ 32009780616;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009780616;Закупка завершена;Оказание услуг по ремонту и техническому обслуживанию автомобилей с заменой запасных частей для нуждТульскогоотряда филиала ФГП ВО ЖДТ России на Московской железнойдорогев г. Орел;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";09.12.2020;354 000,00 ₽;;;;;;;;;;;;;;
№ 0166300004220000036;https://zakupki.gov.ru//epz/order/notice/zk504/view/common-info.html?regNumber=0166300004220000036;Определение поставщика завершено;Выполнение работ по расчисткеавтодорогот снега в г. КимовскеТульскойобласти;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ КИМОВСКИЙ РАЙОН;08.12.2020;499 999,62 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0166300004220000036;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ КИМОВСКИЙ РАЙОН;Цангель А. Н.;1 - Победитель;497 000,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЫТОВКИ СЕРВИС""";2 - Второй номер;499 000,00;15.05.2021;28.12.2020;;301722, Тульская обл., г. Кимовск, ул. Лесная, д. 1;ЦАНГЕЛЬ А. Н.;--
№ 0176200005520001767;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001767;Определение поставщика завершено;"Строительство тротуара на автомобильнойдорогеподъезд к п.Тульскийна км 8+300 - км 9+600, в границах МО ""Майкопский район"" Республики Адыгея, в том числе содержание";КОМИТЕТ РЕСПУБЛИКИ АДЫГЕЯ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК;07.12.2020;5 003 678,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0176200005520001767;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ АДЫГЕЯ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ""АДЫГЕЯАВТОДОР""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРТ-СЕРВИС""";1 - Победитель;4 153 052,74;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФИРМА ""МАЙКОПСКОЕ ДОРОЖНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ""";2 - Второй номер;4 178 071,13;30.01.2024;13.01.2021;;141701, Российская Федерация,  ОБЛ МОСКОВСКАЯ,  Г ДОЛГОПРУДНЫЙ,  ПРОЕЗД ЛИХАЧЕВСКИЙ,  ДОМ 4, СТРОЕНИЕ 1, ОФИС ЧАСТЬ 514;5047157422;79162493121info@art-servis.com
№ 0354100008420000108;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0354100008420000108;Определение поставщика завершено;"Оказание услуг по содержанию автомобильныхдорог: М-2 «Крым» Москва - Тула - Орел - Курск - Белгород - граница с Украиной на участках км 108+000 - км 177+292, км 160+472 - км 304+300, подъезды к г. Тула км 0+000 - км 7+492, км 28+720 - км 37+700, км 41+460 - км 46+880; Р-92 Калуга - Перемышль - Белев - Орел на участках км 42+719 – км 60+004, км 61+561 - км 97+680, км 102+670 - км 132+1190; Р-132 Калуга - Тула - Михайлов - Рязань на участках км 57+143 - км 98+680, км 119+700 – км 209+546,Тульскаяобласть";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ХАРЬКОВ ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";04.12.2020;326 842 245,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0354100008420000108;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ХАРЬКОВ ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕКТОР""";;326 842 245,00;06.02.2023;22.01.2021;;302525, ОБЛ ОРЛОВСКАЯ 57, С/П ПЛАТОНОВСКОЕ, УЛ РАЗДОЛЬНАЯ, ДОМ 111;5720022409;7-4862-781782vektor-r57@yandex.ru
№ 0366200035620006873;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0366200035620006873;Определение поставщика завершено;Оказание услуг по строительному контролю по объекту: «Реконструкция автомобильнойдороги«Лапотково-Ефремов» - Большое Минино на участке км 0+000 - км 14+000 (подъезд к Фельдшерско-акушерскому пункту д. Крюковка 1) в Тепло-Огаревском районеТульскойобласти (1 этап)»;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕТУЛЬСКОЙОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";03.12.2020;10 286 369,28 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0366200035620006873;"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ТУЛЬСКОЙ ОБЛАСТИ ""ТУЛАУПРАДОР""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОКОНТРОЛЬ""";1 - Победитель;1 648 453,40;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАССДОРКОНТРОЛЬ""";2 - Второй номер;1 699 885,25;31.12.2021;18.01.2021;;355040, КРАЙ СТАВРОПОЛЬСКИЙ 26, Г СТАВРОПОЛЬ, УЛ 50 ЛЕТ ВЛКСМ, ДОМ 16А, ПОМЕЩЕНИЕ 2;2635235087;
№ 0366200035620006867;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0366200035620006867;Определение поставщика завершено;Выполнение работ по объекту: «Реконструкция автомобильнойдороги«Лапотково-Ефремов» - Большое Минино на участке км 0+000 - км 14+000 (подъезд к Фельдшерско-акушерскому пункту д. Крюковка 1) в Тепло-Огаревском районеТульскойобласти (1 этап)».;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕТУЛЬСКОЙОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";03.12.2020;656 969 080,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0366200035620006867;"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ТУЛЬСКОЙ ОБЛАСТИ ""ТУЛАУПРАДОР""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕГИОНДОРСТРОЙ""";1 - Победитель;656 500 000,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОУД ГРУПП""";2 - Второй номер;604 411 553,60;31.12.2021;27.01.2021;;300013, Российская Федерация,  ОБЛ ТУЛЬСКАЯ,  Г ТУЛА,  УЛ 9 МАЯ,  ДОМ 3, ОФИС 308;7130011990;748-727-04213reg-ds@yandex.ru
№ 32009756111;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009756111;Закупка завершена;"Выполнение строительных работ по объекту: «Временная автомобильнаядорогак ЗУ 14,15. ОЭЗ ППТ ""Узловая""»";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТУЛЬСКАЯРЕГИОНАЛЬНАЯ КОРПОРАЦИЯ РАЗВИТИЯ ГОСУДАРСТВЕННО-ЧАСТНОГО ПАРТНЕРСТВА""";02.12.2020;6 993 294,49 ₽;;;;;;;;;;;;;;
№ 32009755263;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009755263;Закупка завершена;Конкурс в электронной форме на право заключения Договора на оказание услуг по проведению лабораторных испытаний дорожно-строительных материалов, применяемых на объектах Государственной компании «Российские автомобильныедороги» на автомобильнойдорогеМ-4 «Дон» в Московской иТульскойобластях (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ИНЖИНИРИНГ""";02.12.2020;12 260 273,25 ₽;;;;;;;;;;;;;;
№ 0166300000420000042;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0166300000420000042;Определение поставщика завершено;Оказание услуг по содержаниюдорогна 2021 год в городе СуворовеТульскойобласти;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СУВОРОВСКИЙ РАЙОН;01.12.2020;10 693 872,54 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0166300000420000042;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СУВОРОВСКИЙ РАЙОН;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СУВОРОВСКИЙ РЫНОК""";;10 693 872,54;31.01.2022;23.12.2020;;301430, ТУЛЬСКАЯ ОБЛ, СУВОРОВСКИЙ Р-Н, СУВОРОВ Г, ГРИБОЕДОВА УЛ, 12;7133500742;8-48763-23619-
№ 32009747140;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009747140;Закупка завершена;Оказание услуг по технической поддержке (сопровождению) подсистемы «Система учёта объектов дорожной инфраструктуры и контроля работ по содержанию и ремонту автомобильныхдорог Тульскойобласти» региональной информационной системы правительстваТульскойобласти;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕТУЛЬСКОЙОБЛАСТИ ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ""";01.12.2020;5 000 000,00 ₽;;;;;;;;;;;;;;
№ 32009744615;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009744615;Закупка завершена;Открытый конкурс среди субъектов малого и среднего предпринимательства в электронной форме № 769/ОКЭ-МОСК/20  На право заключения договора оказания услуг по уборке помещений и прилегающей территории объектов;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";30.11.2020;;;;;;;;;;;;;;;
№ 32009739628;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009739628;Закупка завершена;Оказание услуг по проведению периодических проверок на пригодность к действиям в условиях, связанных с применением огнестрельного оружия и специальных средств вТульскомотряде филиала ФГП ВО ЖДТ России на Московской железнойдорогев г. Курск;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";30.11.2020;145 000,00 ₽;;;;;;;;;;;;;;
№ 32009739567;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009739567;Закупка завершена;Оказание услуг по проведению периодических проверок на пригодность к действиям в условиях, связанных с применением огнестрельного оружия и специальных средств вТульскомотряде филиала ФГП ВО ЖДТ России на Московской железнойдорогев г. Орел;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";30.11.2020;190 000,00 ₽;;;;;;;;;;;;;;
