Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0366200035620007326;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0366200035620007326;Определение поставщика завершено;Выполнение работ благоустройству дворовых территорий многоквартирных домов Пролетарского территориального округа муниципального образования городТулав 2021 году в рамках реализации национального проекта «Жилье и городская среда» (часть 2);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ТУЛЬСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";22.12.2020;17 508 094,71 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0366200035620007326;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""ГОРОДСКАЯ СЛУЖБА ЕДИНОГО ЗАКАЗЧИКА""";;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛАВМОНТАЖСТРОЙ""";;17 420 554,24;25.12.2021;02.02.2021;;Российская Федерация, 300911, ОБЛ ТУЛЬСКАЯ, Р-Н ЛЕНИНСКИЙ, Д ВАРВАРОВКА, ПРОЕЗД ВАРВАРОВСКИЙ, ДОМ 10А, ОФИС 1;7130031436;790-369-70909k999ne@mail.ru
№ 0366200035620007284;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0366200035620007284;Определение поставщика завершено;Оказание услуг по обслуживанию и ремонту технических средств регулирования дорожного движения на региональныхдорогахв Тульской области в 2021 году;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ТУЛЬСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";18.12.2020;1 350 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0366200035620007284;"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ТУЛЬСКОЙ ОБЛАСТИ ""ТУЛААВТОДОР""";;В течение десяти минут после начала проведения электронного аукциона ни один из его участников не подал предложение о цене контракта (ч.20 ст.68 44-ФЗ). По результатам рассмотрения вторых частей заявок принято решение о соответствии требованиям, установленным документацией об электронном аукционе, двух и более вторых частей заявок.;;Дронов И. В.;1 - Победитель;223 592,93;31.01.2022;29.01.2021;;300041, г. Тула, ул. Клары Цеткин 3, кв. 298;Да;792-076-5225710million@bk.ru
№ 32009815856;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009815856;Закупка завершена;"...  объектам:Капитальный ремонт участка автомобильнойдорогиIII технической категории Чекалин-Суворов ... ;  Капитальный ремонт участка автомобильнойдорогиIII технической категорииТула- Ленинский в районе ...  г.ТулаТульской области; Капитальный ремонт участка автомобильнойдорогиIV технической ...";"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ  ТУЛЬСКОЙ ОБЛАСТИ  ""ПРОЕКТНАЯ КОНТОРА""";17.12.2020;377 649,00 ₽;;;;;;;;;;;;;;
№ 0354100008420000112;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0354100008420000112;Определение поставщика завершено;"Разработка предпроектной и проектной документации на мероприятия по повышению уровня обустройства автомобильныхдорогфедерального значения. Расходы на мероприятия по повышению уровня обустройства автомобильныхдорогфедерального значения. Устройство стационарного электрического освещения на автомобильнойдорогеМ-2 ""Крым"" Москва -Тула- Орел - Курск - Белгород - граница с Украиной на участке км 684+740 - км 703+400, Белгородская область";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ХАРЬКОВ ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";15.12.2020;10 460 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0354100008420000112;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ХАРЬКОВ ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕКОНЭНЕРГО""";1 - Победитель;10 250 000,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСИНЖТРАНСПРОЕКТ""";2 - Второй номер;10 450 000,00;06.09.2021;04.02.2021;;394018, ОБЛ. ВОРОНЕЖСКАЯ 36, Г. Воронеж, УЛ. ВОЛОДАРСКОГО, Д. 70, ОФИС 1;3666154263;7-4732-607271info@ooo-rekon-energo.ru
№ 0116300000120000885;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0116300000120000885;Определение поставщика завершено;Услуги по уборкедорогот снега;ОКРУЖНАЯ АДМИНИСТРАЦИЯ ГОРОДА ЯКУТСКА;14.12.2020;178 189,55 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0116300000120000885;"""АДМИНИСТРАЦИЯ ТУЛАГИНО-КИЛЬДЯМСКОГО НАСЛЕГА"" МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД ЯКУТСК""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТУЙМААДА""";1 - Победитель;165 716,28;Манжеева В. Е.;2 - Второй номер;166 607,23;;;;;;
№ 32009797971;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009797971;Закупка завершена;Право заключения Договора на выполнение СМР по реконструкции ВЛ 110 кВ Александровка – Ржава и распределительной сети 10 – 0.4 кВ, попадающих в зону капитального ремонта автомобильнойдорогиМ-2 «Крым» Москва –Тула– Орёл – Курск – Белгород – граница с Украиной для нужд ПАО «МРСК Центра» (филиала «Белгородэнерго»);"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЖРЕГИОНАЛЬНАЯ РАСПРЕДЕЛИТЕЛЬНАЯ СЕТЕВАЯ КОМПАНИЯ ЦЕНТРА""";14.12.2020;9 136 479,60 ₽;;;;;;;;;;;;;;
№ 0366200035620007070;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0366200035620007070;Определение поставщика завершено;Выполнение работ благоустройству дворовых территорий многоквартирных домов Пролетарского территориального округа муниципального образования городТулав 2021 году в рамках реализации национального проекта «Жилье и городская среда» (часть 1);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ТУЛЬСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";11.12.2020;20 739 642,48 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0366200035620007070;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""ГОРОДСКАЯ СЛУЖБА ЕДИНОГО ЗАКАЗЧИКА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИЛДИНГ РОУД""";1 - Победитель;20 635 944,27;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТСТРОЙ""";2 - Второй номер;20 635 944,27;25.12.2021;19.01.2021;;Российская Федерация, 300041, ОБЛ ТУЛЬСКАЯ, Г ТУЛА, ПР-КТ КРАСНОАРМЕЙСКИЙ, ДОМ 1, ОФИС 28;7106525145;79539514801buildingroad@mail.ru
№ 0366200035620007069;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0366200035620007069;Определение поставщика завершено;Выполнение работ по благоустройству дворовых территорий многоквартирных домов Центрального территориального округа муниципального образования городТулав 2021 году в рамках реализации национального проекта «Жилье и городская среда»;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ТУЛЬСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";11.12.2020;15 611 604,86 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0366200035620007069;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""ГОРОДСКАЯ СЛУЖБА ЕДИНОГО ЗАКАЗЧИКА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКСИСТРОЙ""";1 - Победитель;15 533 546,84;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТСТРОЙ""";2 - Второй номер;15 533 546,84;25.12.2021;21.01.2021;;Российская Федерация, 300028, ОБЛ ТУЛЬСКАЯ, Г ТУЛА, УЛ ОРУЖЕЙНАЯ, ДОМ 16, ПОМЕЩЕНИЕ  I;7106504681;74872710413abz-barsuki@yandex.ru
№ 0366200035620007068;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0366200035620007068;Определение поставщика завершено;Выполнение работ по благоустройству  дворовых территорий многоквартирных домов Советского территориального округа муниципального образования городТулав 2021 году в рамках реализации национального проекта «Жилье и городская среда»;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ТУЛЬСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";11.12.2020;11 415 848,97 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0366200035620007068;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""ГОРОДСКАЯ СЛУЖБА ЕДИНОГО ЗАКАЗЧИКА""";;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТИЛЬ""";;11 358 769,73;25.12.2021;20.01.2021;;Российская Федерация, 300013,  ОБЛ ТУЛЬСКАЯ71,  Г ТУЛА,  УЛ МОСКОВСКАЯ,  ДОМ 17,  ОФИС 9;7106504988;79531816163martidon@bk.ru
№ 0366200035620007067;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0366200035620007067;Определение поставщика завершено;Выполнение работ по по благоустройству дворовых территорий многоквартирных домов Зареченского территориального округа муниципального образования городТулав 2021 году в рамках реализации национального проекта «Жилье и городская среда»;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ТУЛЬСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";11.12.2020;20 229 107,32 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0366200035620007067;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""ГОРОДСКАЯ СЛУЖБА ЕДИНОГО ЗАКАЗЧИКА""";;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ""ЭТАЛОН БЕТОН""";;20 127 961,79;25.12.2021;27.01.2021;;Российская Федерация, 300002, ОБЛ ТУЛЬСКАЯ, Г ТУЛА, УЛ СЫЗРАНСКАЯ, ДОМ 10, ОФИС 5;7103043320;79038403748y_alekseev@mail.ru
№ 0336100012520000142;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012520000142;Определение поставщика завершено;Подготовка проектной документации и выполнение инженерных изысканий. Капитальный ремонт моста через реку Медведица на км 51+500 автомобильнойдорогиР-132 «Золотое кольцо» Ярославль – Кострома – Иваново – Владимир – Гусь-Хрустальный – Рязань – Михайлов –Тула– Калуга – Вязьма – Ржев – Тверь – Углич - Ярославль, Калязин - Кашин - Горицы - Кушалино, Тверская область;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";09.12.2020;9 363 867,50 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0336100012520000142;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТИРОВАНИЕ АВТОМОБИЛЬНЫХ ДОРОГ И ИСКУССТВЕННЫХ СООРУЖЕНИЙ""";1 - Победитель;9 363 860,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНВЕСТ ГРУПП""";2 - Второй номер;6 554 707,00;07.11.2022;03.02.2021;;107392, г. Москва, ул. Хромова, д. 36, строение 3, Э 2 П1 К5;7107125407;субъект малого предпринимательства
№ 0166300024720000595;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0166300024720000595;Определение поставщика завершено;Выполнение работ по ямочному ремонту асфальтобетонного покрытиядорогв муниципальном образовании г.Тула;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДТУЛА;09.12.2020;1 631 230,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0166300024720000595;УПРАВЛЕНИЕ ПО ТРАНСПОРТУ И ДОРОЖНОМУ ХОЗЯЙСТВУ АДМИНИСТРАЦИИ ГОРОДА ТУЛЫ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮКОНСТРОЙКОМПЛЕКТ""";1 - Победитель;1 296 827,85;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРЭМА ГРУПП""";2 - Второй номер;1 304 984,00;30.06.2021;15.01.2021;;300901, ОБЛ ТУЛЬСКАЯ, Г ТУЛА, УЛ ОКТЯБРЬСКАЯ, ДОМ 314,;7103049000;7903037771989030377719@mail.ru
