Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0871600002821000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0871600002821000005;Подача заявок;Выполнение работ по ремонту дорожного покрытия участков улично-дорожной сети в городском поселении ТутаевЯрославскойобласти 1 этап;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР КОНТРАКТНЫХ ОТНОШЕНИЙ"" ТУТАЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА";04.02.2021;990 000,00 ₽;;;;;;;;;;;;;;
№ 0330100010521000008;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010521000008;Подача заявок;"Оказание услуг по содержаниюавтомобильнойдорогиобщего пользования федерального значения Р-132""Золотое кольцо""Ярославль- Кострома - Иваново - Владимир - ГусьХрустальный - Рязань - Михайлов - Тула - Калуга - Вязьма - Ржев - Тверь - Углич-Ярославль, Ярославскаяобласть (участок от границы Тверскойобласти - г.Ярославль)";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";03.02.2021;23 926 732,00 ₽;;;;;;;;;;;;;;
№ 0330100010521000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0330100010521000007;Подача заявок;"Ремонтавтомобильнойдорогиобщего пользования федерального значения М-8""Холмогоры"" Москва -Ярославль- Вологда - Архангельск на участке км844+628 - км 862+000 в Архангельской области";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";02.02.2021;344 639 186,00 ₽;;;;;;;;;;;;;;
№ 32109947481;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109947481;Закупка завершена;Поставка ГСМ для нужд филиала ФГП ВО ЖДТ России на Северной железнойдорогевЯрославской, Костромской, Ивановской областях;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";01.02.2021;2 373 855,50 ₽;;;;;;;;;;;;;;
№ 0371200001921000005;https://zakupki.gov.ru//epz/order/notice/zk504/view/common-info.html?regNumber=0371200001921000005;Определение поставщика отменено;Оказание услуг по обеспечению функционирования передвижных комплексов автоматической фотофиксации нарушений правил дорожного движения РФ «Арена» в режиме реального времени на автомобильныхдорогахг. Рыбинска и Рыбинского муниципального районаЯрославскойобласти;"ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕЯРОСЛАВСКОЙОБЛАСТИ ""ЯРОСЛАВСКАЯОБЛАСТНАЯ ДОРОЖНАЯ СЛУЖБА""";01.02.2021;442 800,00 ₽;;;;;;;;;;;;;;
№ 0330100010521000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0330100010521000006;Подача заявок;"Установкапешеходного ограждения на участках: км475+812 - 475+929 (справа), км475+782 -475+916 (слева) автомобильнойдорогиобщего пользования федерального значенияМ-8 ""Холмогоры"" Москва -Ярославль- Вологда - Архангельск,Вологодская область; установка светофорного объекта на пешеходном переходе (скнопкой вызова) с изменением схемы организации дорожного движения на км 475+864автомобильнойдорогиобщего пользования федерального значения М-8 ""Холмогоры""Москва -Ярославль- Вологда - Архангельск, Вологодская область";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";01.02.2021;2 400 000,00 ₽;;;;;;;;;;;;;;
№ 0371200001921000004;https://zakupki.gov.ru//epz/order/notice/zk504/view/common-info.html?regNumber=0371200001921000004;Определение поставщика отменено;Оказание услуг по обеспечению функционирования передвижных комплексов автоматической фотофиксации нарушений правил дорожного движения РФ «Арена» в режиме реального времени на автомобильныхдорогахТутаевского муниципального районаЯрославскойобласти;"ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕЯРОСЛАВСКОЙОБЛАСТИ ""ЯРОСЛАВСКАЯОБЛАСТНАЯ ДОРОЖНАЯ СЛУЖБА""";01.02.2021;442 800,00 ₽;;;;;;;;;;;;;;
№ 0171200001921000022;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0171200001921000022;Подача заявок;Выполнение работ по ремонтуавтодороги «Ярославль-Заячий Холм-а/д «Иваново-Писцово-Гаврилов-Ям-Ярославль»-д.Алексеевское»;ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗАЯРОСЛАВСКОЙОБЛАСТИ;01.02.2021;5 781 010,80 ₽;;;;;;;;;;;;;;
№ 0171200001921000021;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0171200001921000021;Подача заявок;Выполнение работ по ремонтуавтодороги«М8-д.Спицино»;ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗАЯРОСЛАВСКОЙОБЛАСТИ;01.02.2021;2 242 798,80 ₽;;;;;;;;;;;;;;
№ 0171200001921000020;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0171200001921000020;Подача заявок;Выполнение работ по ремонту автомобильныхдорог, расположенных вне границ населенных пунктов Кузнечихинского сельского поселения: д.Кузнечиха-д.Бутрево ПК 0+000-ПК 1+427;ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗАЯРОСЛАВСКОЙОБЛАСТИ;01.02.2021;5 786 448,00 ₽;;;;;;;;;;;;;;
№ 0171200001921000019;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0171200001921000019;Работа комиссии;выполнение работ по капитальному ремонту автомобильнойдороги«п.Дубки - ТЭЦ – 3»;ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗАЯРОСЛАВСКОЙОБЛАСТИ;01.02.2021;19 373 967,60 ₽;;;;;;;;;;;;;;
