Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0150300002420000185;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0150300002420000185;Определение поставщика завершено;Выполнение работ по ремонту участка автомобильнойдорогиобщего пользования местного значения от д. Сорокино до д.Рябиновка Боровичского районаНовгородскойобласти с км. 3+847 по км.4+358.;АДМИНИСТРАЦИЯ БОРОВИЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;22.12.2020;736 726,60 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0150300002420000185;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ЗАКАЗЧИКА БОРОВИЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬЯНС ГРУПП""";;736 726,60;01.06.2021;21.01.2021;;174409, ОБЛ НОВГОРОДСКАЯ 53, Г БОРОВИЧИ, УЛ ПУЦИТА, ДОМ 3, КВАРТИРА 14;5320024112;8-921-0244224dorogi53@yandex.ru
№ 32009822904;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009822904;Закупка завершена;Работы по изоляции грунтом полигона ТКО на отметке 9,0 м, изоляция грунтом откосов по периметру рабочей зоны полигона, ремонт подъезднойдорогииз железобетонных плит к рабочей зоне полигона, устройство временнойдорогии разворотных площадок из железобетонных плит на отметке 9,25 метров  на объекте: Полигон твердых коммунальных отходов расположенный по адресу:Новгородскаяобласть, Чудовский район, д. Торфяное;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛИН-ОК""";18.12.2020;2 809 299,94 ₽;;;;;;;;;;;;;;
№ 0350300003220000086;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0350300003220000086;Определение поставщика завершено;Выполнение комплекса работ по зимней уборке и содержанию улиц, объектов внешнего благоустройства в границах населенных пунктов Любытинского сельского поселения Любытинского районаНовгородскойобласти в 2021;АДМИНИСТРАЦИЯ ЛЮБЫТИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;17.12.2020;441 121,92 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0350300003220000086;АДМИНИСТРАЦИЯ ЛЮБЫТИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЮБЫТИНСКОЕ ВОДОПРОВОДНО-КАНАЛИЗАЦИОННОЕ ХОЗЯЙСТВО""";;441 121,92;24.05.2021;13.01.2021;;174760, ОБЛ НОВГОРОДСКАЯ 53, Р-Н ЛЮБЫТИНСКИЙ, РАБОЧИЙ ПО ЛЮБЫТИНО, УЛ СОВЕТОВ, ДОМ 10, ПОМЕЩЕНИЕ 6;5306007725;
№ 0336100012520000143;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012520000143;Определение поставщика завершено;Ремонт моста через реку Ситня на км 102+022 автомобильнойдорогиР-56 Великий Новгород – Сольцы – Порхов - Псков,Новгородскаяобласть;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";16.12.2020;105 329 028,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0336100012520000143;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;По окончании срока подачи заявок подана только одна заявка, заявка соответствует требованиям. Конкурс в электронной форме признан несостоявшимся (ч. 16 ст. 54.4 Закона № 44-ФЗ);;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕНИКС""";;105 329 028,00;10.01.2022;08.02.2021;;197341, г. Санкт-Петербург, пр.  Коломяжский, д. 33, корпус 2, литер А, пом. 70-Н;7802746188;
№ 0150300002420000184;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0150300002420000184;Определение поставщика завершено;Выполнение работ по содержанию железобетонного автодорожного моста через р. Мста (с правобережным подходом) у д. Бобровик иавтодорогидо границы с городским поселением в сторону ул. Газа г. БоровичиНовгородскойобласти  в 2021 году;АДМИНИСТРАЦИЯ БОРОВИЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;15.12.2020;1 078 961,03 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0150300002420000184;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ЗАКАЗЧИКА БОРОВИЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦТРАНС-53""";1 - Победитель;685 139,90;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬЯНС ГРУПП""";2 - Второй номер;690 534,71;31.12.2021;11.01.2021;;174411, ОБЛ НОВГОРОДСКАЯ 53, Г БОРОВИЧИ, УЛ ЖЕЛЕЗНОДОРОЖНИКОВ, ДОМ 24;5313014240;8-911-6102003komelkovd@yandex.ru
№ 0150300002420000182;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0150300002420000182;Определение поставщика завершено;Выполнение работ по техническому обслуживанию, замене и установке дорожных знаков на уличной дорожной сети города БоровичиНовгородскойобласти.;АДМИНИСТРАЦИЯ БОРОВИЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;11.12.2020;1 199 842,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0150300002420000182;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ПО РАБОТЕ С НАСЕЛЕНИЕМ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРДАН ГАРАЖ""";1 - Победитель;892 568,85;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬЯНС ГРУПП""";2 - Второй номер;898 568,06;31.12.2021;11.01.2021;;174401, ОБЛ НОВГОРОДСКАЯ 53, Г БОРОВИЧИ, УЛ СОФЬИ ПЕРОВСКОЙ, ДОМ 69Б;5320027498;7-911-605111zakupka.rf@inbox.ru
№ 0150300002420000180;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0150300002420000180;Определение поставщика завершено;Выполнение работ по объекту: «Строительство автомобильнойдорогиот переулка Огородныйдо ул. С. Перовской по микрорайону Мстинский города БоровичиНовгородскойобласти».;АДМИНИСТРАЦИЯ БОРОВИЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;11.12.2020;27 927 240,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0150300002420000180;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ПО РАБОТЕ С НАСЕЛЕНИЕМ""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВЕЛИКИЙ НОВГОРОД""";;27 927 240,00;30.06.2021;11.01.2021;;173021, ОБЛ НОВГОРОДСКАЯ 53, Р-Н НОВГОРОДСКИЙ, Д ЛЕШИНО, ДОМ 2В, КАБИНЕТ 1;5321178517;7-921-1953593oootskvn@yandex.ru
№ 0336100012520000141;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012520000141;Определение поставщика завершено;Подготовка проектной документации и выполнение инженерных изысканий. Капитальный ремонт моста через реку Лужонка на км 34+630 автомобильнойдорогиА-122 автомобильнаядорогаА-114 - Устюжна - Крестцы - Яжелбицы - Великие Луки - Невель, Яжелбицы - Демянск - Старая Русса - Сольцы,Новгородскаяобласть;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";09.12.2020;7 001 212,20 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0336100012520000141;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕОДОРПРОЕКТ""";1 - Победитель;6 791 175,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНВЕСТ ГРУПП""";2 - Второй номер;4 900 848,00;08.08.2022;03.02.2021;;197101, г. Санкт-Петербург, ул. Малая Монетная, д.2, литера Ч, помещение 5Н, 4 этаж, комната 21;7813639371;субъект малого предпринимательства
№ 0336100012520000140;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012520000140;Определение поставщика завершено;Подготовка проектной документации и выполнение инженерных изысканий. Капитальный ремонт моста через реку Кать на км 30+100 автомобильнойдорогиА-122 автомобильнаядорогаА-114 - Устюжна - Крестцы - Яжелбицы - Великие Луки - Невель, Устюжна - Валдай,Новгородскаяобласть;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";09.12.2020;6 806 888,01 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0336100012520000140;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТИРОВАНИЕ АВТОМОБИЛЬНЫХ ДОРОГ И ИСКУССТВЕННЫХ СООРУЖЕНИЙ""";1 - Победитель;6 806 800,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНВЕСТ ГРУПП""";2 - Второй номер;4 764 821,60;08.08.2022;03.02.2021;;107392, г. Москва, ул. Хромова, д. 36, строение 3, Э 2 П1 К5;7107125407;субъект малого предпринимательства
№ 0350300003220000083;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0350300003220000083;Определение поставщика завершено;Выполнение комплекса работ по содержанию автомобильныхдорогобщего пользования местного значения Любытинского муниципального районаНовгородскойобласти на территории Неболчского сельского поселения в 2021 году;АДМИНИСТРАЦИЯ ЛЮБЫТИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;08.12.2020;7 027 897,43 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0350300003220000083;АДМИНИСТРАЦИЯ ЛЮБЫТИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕБОЛЧСКАЯ ДОРОЖНАЯ ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА""";;7 027 897,43;01.01.2022;28.12.2020;;174755, ОБЛ НОВГОРОДСКАЯ 53, Р-Н ЛЮБЫТИНСКИЙ, РАБОЧИЙ ПО НЕБОЛЧИ, УЛ МЕХАНИЗАТОРОВ, ДОМ 6;5306006760;субъект малого предпринимательства
№ 0150300002420000176;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0150300002420000176;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдорогобщего пользования местного значения и искусственных сооружений на них по Кончанско-Суворовскому и Кировскому направлениям Боровичского районаНовгородскойобласти в 2021 году;АДМИНИСТРАЦИЯ БОРОВИЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;07.12.2020;2 921 879,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0150300002420000176;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ЗАКАЗЧИКА БОРОВИЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦТРАНС-53""";1 - Победитель;2 330 500,86;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕФТЕДОР""";2 - Второй номер;2 345 110,26;31.12.2021;29.12.2020;;174411, ОБЛ НОВГОРОДСКАЯ 53, Г БОРОВИЧИ, УЛ ЖЕЛЕЗНОДОРОЖНИКОВ, ДОМ 24;5313014240;7-911-6102003komelkovd@yandex.ru
№ 0150300002420000174;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0150300002420000174;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдорогобщего пользования местного значения и искусственных сооружений на них поПерелучскому и Починно-Сопкинскому направлениям Боровичского районаНовгородскойобласти в 2021 году.;АДМИНИСТРАЦИЯ БОРОВИЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;07.12.2020;2 984 431,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0150300002420000174;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ЗАКАЗЧИКА БОРОВИЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЛИД""";1 - Победитель;2 835 209,40;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦТРАНС-53""";2 - Второй номер;2 850 131,56;31.12.2021;29.12.2020;;174411, ОБЛ НОВГОРОДСКАЯ 53, Г БОРОВИЧИ, М ПЕРЕВАЛКА;5320012484;8-81664-25408solid_bor@mail.ru
№ 0150300002420000173;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0150300002420000173;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдорогобщего пользования местного значения и искусственных сооружений на них поВалдайскому и Сушиловскому направлениям Боровичского районаНовгородскойобласти в 2021 году.;АДМИНИСТРАЦИЯ БОРОВИЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;07.12.2020;2 010 224,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0150300002420000173;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ЗАКАЗЧИКА БОРОВИЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЛИД""";1 - Победитель;1 899 304,84;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕФТЕДОР""";2 - Второй номер;1 909 355,96;31.12.2021;29.12.2020;;174411, ОБЛ НОВГОРОДСКАЯ 53, Г БОРОВИЧИ, М ПЕРЕВАЛКА;5320012484;8-81664-25408solid_bor@mail.ru
