Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 32109886491;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109886491;Закупка завершена;Аренда канатно-буксировочныхдорогс прилегающими земельными участками  (гора Кукисвумчорр);"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕМУРМАНСКОЙОБЛАСТИ ""КИРОВСКАЯ СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА ПО ГОРНОЛЫЖНОМУ СПОРТУ""";13.01.2021;2 764 000,00 ₽;;;;;;;;;;;;;;
№ 32009870445;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009870445;Работа комиссии;"... /6 кВ № 301 г.Мурманск, ПС 35/6 кВ № 304 ... /6 кВ № 316 г.Мурманск, ПС 35/6 кВ № 321 ...  35/10 кВ № 342 аэропорт ""Мурманск"", ПС 35/6 кВ № 372 ... /6 кВ № 389 г.Мурманск, ПС 35/6 кВ № 400 ... /6 кВ № 401 28 кмавтодороги «Мурманск– гос. граница», ПС 35 ...  от дуговых замыканий» для нуждМурманскогофилиала ПАО «МРСК Северо-Запада ...";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЖРЕГИОНАЛЬНАЯ РАСПРЕДЕЛИТЕЛЬНАЯ СЕТЕВАЯ КОМПАНИЯ СЕВЕРО-ЗАПАДА""";30.12.2020;16 760 088,82 ₽;;;;;;;;;;;;;;
№ 32009867707;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009867707;Работа комиссии;Открытый конкурс в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства № 3840/ОКЭ-АО «РЖДстрой»/2020/Д на право заключения договора для выполнения комплекса строительно-монтажных работ на объектах Октябрьской железнойдороги.;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЖДСТРОЙ""";29.12.2020;;;;;;;;;;;;;;;
№ 32009867601;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009867601;Закупка завершена;Запрос котировок в электронной форме № 3692/ЗКТЭ-АО «РЖДстрой»/2020 на право заключения договора,  на  выполнение  комплекса строительно-монтажных работ на объектах Октябрьской ж. д.;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЖДСТРОЙ""";29.12.2020;;;;;;;;;;;;;;;
№ 0149200002320008979;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008979;Определение поставщика отменено;выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения Октябрьского административного округа городаМурманска;КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;29.12.2020;191 665 900,80 ₽;;;;;;;;;;;;;;
№ 0149200002320008976;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008976;Определение поставщика отменено;Выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения Первомайского административного округа городаМурманска;КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;29.12.2020;159 367 017,60 ₽;;;;;;;;;;;;;;
№ 0149200002320008974;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008974;Определение поставщика отменено;Выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения Ленинского административного округа городаМурманска;КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;29.12.2020;167 726 244,00 ₽;;;;;;;;;;;;;;
№ 0149300005020000092;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149300005020000092;Определение поставщика завершено;Выполнение работ по содержанию улично-дорожной сети муниципального образования ЗАТО г. Островной на февраль 2021 года;АДМИНИСТРАЦИЯ ЗАКРЫТОГО АДМИНИСТРАТИВНО-ТЕРРИТОРИАЛЬНОГО ОБРАЗОВАНИЯ  ГОРОД ОСТРОВНОЙМУРМАНСКОЙОБЛАСТИ;26.12.2020;3 705 551,85 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0149300005020000092;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ГОРОДСКОГО ХОЗЯЙСТВА ЗАКРЫТОГО АДМИНИСТРАТИВНО-ТЕРРИТОРИАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД ОСТРОВНОЙ МУРМАНСКОЙ ОБЛАСТИ""";;;;;;;;;;;;
№ 0372100009920000117;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0372100009920000117;Определение поставщика завершено;"...  автомобильныхдорогобщего пользования федерального значения в Ленинградской области: автомобильнаядорогаР ...  Республикой Белоруссия, Гатчинский  район; автомобильнаядорогаА-120 «Санкт-Петербургское южное ... , Ломоносовский и Кировский районы; автомобильнаядорогаА-121 «Сортавала» Санкт-Петербург ...  - Сортавала - автомобильнаядорогаР-21 «Кола», Приозерский район ... ; автомобильнаядорогаА-181 «Скандинавия» Санкт-Петербург ...  Финляндской Республикой, Выборгский район; автомобильнаядорогаМ-10 «Россия» Москва - Тверь ...  - Санкт-Петербург, Тосненский район; автомобильнаядорогаА-180 «Нарва» Санкт-Петербург ...  районы; автомобильнаядорогаР-21 «Кола» Санкт-Петербург - Петрозаводск -Мурманск- Печенга - граница ...";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";23.12.2020;128 058 371,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0372100009920000117;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕВРОТРАНССТРОЙ""";;128 058 371,00;27.02.2023;28.01.2021;;125167, г. Москва, Ленинградский проспект д.37, пом. 46, комн. 21;7734590878;7-495-2801000coordinator@esp-plus.ru
№ 0149200002320008604;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008604;Определение поставщика завершено;Выполнение работ по устройству недостающих тротуаров на автомобильнойдорогеЗаполярный-Сальмиярви, км 33+250 - км 33+800.;КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;17.12.2020;4 401 779,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0149200002320008604;ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПО УПРАВЛЕНИЮ АВТОМОБИЛЬНЫМИ ДОРОГАМИ МУРМАНСКОЙ ОБЛАСТИ;;По результатам рассмотрения вторых частей заявок принято решение о соответствии указанным требованиям только одной второй части заявки на участие в нем (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИЗНЕС-КОМПАНИЯ""";;4 269 725,60;18.10.2021;01.02.2021;;183034, ОБЛ МУРМАНСКАЯ, Г МУРМАНСК, ПР-КТ КОЛЬСКИЙ, ДОМ 133;5190052010;79600205870basilev.k13@mail.ru
№ 0149200002320008603;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008603;Определение поставщика завершено;Выполнение работ по устройству недостающих остановочных и посадочных площадок, автопавильонов недостающего электроосвещения и тротуаров на автоподъезде к селу Минькино, км 0+000 - км 1+613;КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;17.12.2020;5 710 517,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0149200002320008603;ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПО УПРАВЛЕНИЮ АВТОМОБИЛЬНЫМИ ДОРОГАМИ МУРМАНСКОЙ ОБЛАСТИ;;;;;;;;;;;;
№ 0149200002320008554;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008554;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогиСнежногорск - Гаджиево, км 0 - км 6+850;КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;16.12.2020;68 959 991,26 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0149200002320008554;ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПО УПРАВЛЕНИЮ АВТОМОБИЛЬНЫМИ ДОРОГАМИ МУРМАНСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МУРМАНСКОЕ ДОРОЖНОЕ УПРАВЛЕНИЕ""";1 - Победитель;68 270 391,34;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРСТРОЙМОНТАЖ""";2 - Второй номер;68 270 391,34;19.10.2021;19.01.2021;;19.10.2021;5105013084;18.07.2021
№ 0149200002320008553;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008553;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогиМишуково - Снежногорск, км 0 - км 25 (выборочно);КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;16.12.2020;49 686 857,82 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0149200002320008553;ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПО УПРАВЛЕНИЮ АВТОМОБИЛЬНЫМИ ДОРОГАМИ МУРМАНСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""МУРМАНСКОЕ ДОРОЖНОЕ УПРАВЛЕНИЕ""";1 - Победитель;49 189 989,24;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРСТРОЙМОНТАЖ""";2 - Второй номер;49 438 423,53;19.10.2021;18.01.2021;;19.10.2021;5190192755;18.07.2021
№ 0149200002320008518;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008518;Определение поставщика отменено;"Выполнение работ по ремонту автомобильнойдорогиКола-Верхнетуломский-КПП ""Лотта"", км 153 - км 165 (выборочно)";КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;15.12.2020;119 910 570,89 ₽;;;;;;;;;;;;;;
№ 0149200002320008267;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008267;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогиУмба-Кандалакша, км 0 - км 90 (выборочно);КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;08.12.2020;99 223 442,71 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0149200002320008267;ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПО УПРАВЛЕНИЮ АВТОМОБИЛЬНЫМИ ДОРОГАМИ МУРМАНСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""МУРМАНСКОЕ ДОРОЖНОЕ УПРАВЛЕНИЕ""";1 - Победитель;98 231 208,27;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕР СТРОЙ""";2 - Второй номер;99 223 442,70;19.10.2021;13.01.2021;;19.10.2021;5190192755;18.07.2021
№ 0149200002320008266;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008266;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогиПиренга-Ковдор, км 0 - км 100 (выборочно);КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;08.12.2020;228 756 323,16 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0149200002320008266;ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПО УПРАВЛЕНИЮ АВТОМОБИЛЬНЫМИ ДОРОГАМИ МУРМАНСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОЛЬСКОЕ ДОРОЖНОЕ УПРАВЛЕНИЕ""";1 - Победитель;227 612 541,54;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКВАРИУМ""";2 - Второй номер;228 756 323,15;19.10.2021;14.01.2021;;19.10.2021;5102046317;18.07.2021
№ 0149200002320008259;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008259;Определение поставщика завершено;Оказание услуг по защите объекта транспортной инфраструктуры (ДХА0034129) от актов незаконного вмешательства, охране имущества и материальных ценностей, а также защиты охраняемого объекта от противоправных посягательств в 2021 году;КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;08.12.2020;15 677 388,75 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0149200002320008259;ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПО УПРАВЛЕНИЮ АВТОМОБИЛЬНЫМИ ДОРОГАМИ МУРМАНСКОЙ ОБЛАСТИ;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «СИСТЕМЫ ТРАНСПОРТНОЙ БЕЗОПАСНОСТИ - КРЫМ»;1 - Победитель;11 643 226,10;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОДРАЗДЕЛЕНИЕ ТРАНСПОРТНОЙ БЕЗОПАСНОСТИ ""РУБЕЖ""";2 - Второй номер;15 599 001,80;31.12.2021;19.01.2021;;31.10.2021;9102250790;01.09.2021
№ 0372100009920000110;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0372100009920000110;Определение поставщика завершено;"...  сооружений на действующей сети автомобильныхдорогобщего пользования федерального значения. ...  дорожных сооружениях, расположенных на автомобильныхдорогахобщего пользования федерального значения в ... : содержание судовых сигнализаций на автомобильнойдорогеА-181 ""Скандинавия"" Санкт-Петербург ...  на автомобильнойдорогеР-21 ""Кола"" Санкт-Петербург - Петрозаводск -Мурманск- Печенга - граница ... ) автомобильнойдорогиР-21 ""Кола"" Санкт-Петербург - Петрозаводск -Мурманск- Печенга - граница ...";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";08.12.2020;49 689 472,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0372100009920000110;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕВРОТРАНССТРОЙ""";;49 689 472,00;28.02.2023;29.12.2020;;125167, г. Москва, Ленинградский проспект д.37, пом. 46, комн. 21;7734590878;8-495-2801000coordinator@esp-plus.ru
№ 32009774569;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009774569;Закупка завершена;"Оказание услуг по предоставлению транспорта с экипажем (автокатафалк) для проведения похоронной процессии (перевозка гроба с телом умершего, с сопровождающими лицами, с места проведения до кладбища, с ожиданием (до 45 (сорока пяти) минут) и обратнодорогойдо места, указанного сопровождающими лицами в пределах муниципального образования городаМурманскадля нужд  АО ""Бюро спецобслуживания""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БЮРО СПЕЦОБСЛУЖИВАНИЯ""";08.12.2020;2 998 600,00 ₽;;;;;;;;;;;;;;
№ 0149200002320008180;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008180;Определение поставщика завершено;Выполнение работ по содержаниюдорог, элементовдорог, объектов инженерной инфраструктуры  административных округов городаМурманска;КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;04.12.2020;72 787 640,64 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0149200002320008180;"МУРМАНСКОЕ МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ДОРОЖНОГО ХОЗЯЙСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОРДСТРОЙ""";1 - Победитель;72 423 702,44;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕР СТРОЙ""";2 - Второй номер;72 787 640,63;01.03.2022;13.01.2021;;31.10.2021;5190023919;01.09.2021
№ 0849300004920001018;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0849300004920001018;Определение поставщика завершено;Выполнение работ по содержанию объектов и элементов улично-дорожной сети, благоустройства, инженерной инфраструктуры, расположенных в Первомайском административном округе городаМурманска.;"МУРМАНСКОЕМУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКУПОК""";03.12.2020;75 394 586,70 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0849300004920001018;"МУРМАНСКОЕ МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ДОРОЖНОГО ХОЗЯЙСТВА""";;По результатам рассмотрения вторых частей заявок принято решение о соответствии указанным требованиям только одной второй части заявки на участие в нем (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКВАРИУМ""";;75 394 586,70;01.03.2022;14.01.2021;;31.10.2021;5190126093;01.09.2021
