Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0145300005221000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300005221000002;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдороги искусственных сооружений на них в границах МО «Город Всеволожск» в 2021 году (южная часть);"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ВСЕВОЛОЖСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""ЛЕНИНГРАДСКОЙОБЛАСТИ";20.01.2021;36 736 622,96 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300005221000002;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ВСЕВОЛОЖСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН"" ЛЕНИНГРАДСКОЙ ОБЛАСТИ";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЮБИМЫЙ ДОМ""";1 - Победитель;36 369 256,74;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРИОР ДЕКОР""";2 - Второй номер;36 552 939,85;;;;;;
№ 0145300005221000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300005221000001;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдороги искусственных сооружений на них в границах МО «Город Всеволожск» в 2021 году (северная часть);"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ВСЕВОЛОЖСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""ЛЕНИНГРАДСКОЙОБЛАСТИ";20.01.2021;31 302 188,98 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300005221000001;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ВСЕВОЛОЖСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН"" ЛЕНИНГРАДСКОЙ ОБЛАСТИ";;По результатам рассмотрения вторых частей заявок принято решение о соответствии указанным требованиям только одной второй части заявки на участие в нем (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕНОБЛСТРОЙ""";;30 989 167,10;;;;;;
№ 0145300022021000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300022021000001;Определение поставщика завершено;Содержание технических средств организации дорожного движения на территории Павловского городского поселения Кировского муниципального районаЛенинградскойобласти в исправном состоянии;АДМИНИСТРАЦИЯ ПАВЛОВСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ КИРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ;20.01.2021;218 400,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300022021000001;АДМИНИСТРАЦИЯ ПАВЛОВСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ КИРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕРКУРИЙ""";1 - Победитель;204 988,00;Богданов василий васильев И.;2 - Второй номер;215 908,00;;;;;;
№ 0145300008920000515;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0145300008920000515;Определение поставщика завершено;"Благоустройство территории ул. Соборная от пр. 25-го Октября до Гатчинского кафедрального собора святого апостола Павла. 4 этап, г. Гатчина, ""ул. Соборная"" (от. ул. Горького до ул. Красной)";АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГАТЧИНСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОНЛЕНИНГРАДСКОЙОБЛАСТИ;31.12.2020;54 007 604,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300008920000515;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГАТЧИНСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН ЛЕНИНГРАДСКОЙ ОБЛАСТИ;;По результатам рассмотрения первых частей заявок принято решение о признании только одного участника закупки, подавшего заявку на участие в конкурсе, его участником (ч. 8 ст. 54.5 Закона № 44-ФЗ). Участник и поданная им заявка соответствуют требованиям Закона № 44-ФЗ и конкурсной документации.;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ ФИРМА ""КОРТ""";;54 007 604,00;;;;;;
№ 0145300010320000432;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300010320000432;Определение поставщика завершено;Благоустройство территории прилегающей к Городскому дому культуры г.Кингисепп.;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""КИНГИСЕППСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""ЛЕНИНГРАДСКОЙОБЛАСТИ";30.12.2020;32 258 100,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300010320000432;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ГОРОДСКОГО ХОЗЯЙСТВА"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""КИНГИСЕППСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""КИНГИСЕППСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН"" ЛЕНИНГРАДСКОЙ ОБЛАСТИ";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕРОМАКС""";1 - Победитель;23 225 832,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРО-ЗАПАДНАЯ РЕМОНТНО-СТРОИТЕЛЬНАЯ КОМПАНИЯ""";2 - Второй номер;23 387 122,50;;;;;;
№ 0145300013020000018;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300013020000018;Определение поставщика завершено;Содержание автомобильныхдорогобщего пользования местного значения Кировского муниципального районаЛенинградскойобласти в МО Назиевское городское поселение в 2021 году;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ НАЗИЕВСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ КИРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ;29.12.2020;573 210,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300013020000018;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ НАЗИЕВСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ КИРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Митрофанова ольга алексеевна -.;;573 210,00;31.12.2021;02.02.2021;;195274, г. Санкт-Петербург г., пр.Луначарского д.82, корп.1, кв.22;Да;+7(965)0020880ooosocol@gmail.com
№ 0145300011420000056;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300011420000056;Определение поставщика завершено;Выполнение работ по расчисткедорогот снега;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ДРУЖНОГОРСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ ГАТЧИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ;29.12.2020;298 800,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300011420000056;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ДРУЖНОГОРСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ ГАТЧИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Носов А. В.;;298 800,00;31.12.2021;29.01.2021;;188356, Российская Федерация, 188356, Ленинградская область, Гатчинский район, с. Рождествено, ул. Комсомольская, д. 2, кв. 16;Да;субъект малого предпринимательства
№ 0845300015020000739;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0845300015020000739;Определение поставщика отменено;Оказание услуг по содержаниюдорогг. Приморск, п. Ермилово, п. Красная Долина, п. Рябово, д. Камышовка, д. Александровка, п. Заречье, п. Краснофлотское, п. Озерки, п. Глебычево, п. Прибылово, п. Ключевое, п. Вязы, п. Малышево, п. Балтийское, п. Мамонтовка, п. Мысовое, п. Лужки;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЕДИНОЕ УПРАВЛЕНИЕ МУНИЦИПАЛЬНЫМИ ЗАКАЗАМИ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ВЫБОРГСКИЙ РАЙОН""ЛЕНИНГРАДСКОЙОБЛАСТИ";29.12.2020;4 609 275,00 ₽;;;;;;;;;;;;;;
№ 0145200000420002188;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145200000420002188;Определение поставщика отменено;Выполнениеработ по нанесению горизонтальной дорожной разметки, установке сигнальных столбиков и световозвращающих устройств на автомобильныхдорогахобщего пользования регионального значения в Гатчинском, Ломоносовском и Тосненском районахЛенинградскойобласти. ЛОТ 3.;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАЛЕНИНГРАДСКОЙОБЛАСТИ;26.12.2020;289 169 843,12 ₽;;;;;;;;;;;;;;
№ 0145200000420002187;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145200000420002187;Определение поставщика отменено;Выполнение работ по нанесению горизонтальной дорожной разметки, установке сигнальных столбиков и световозвращающих устройств на автомобильныхдорогахобщего пользования регионального значения в Волосовском, Кингисеппском, Лужском и Сланцевском районахЛенинградскойобласти. ЛОТ 4.;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАЛЕНИНГРАДСКОЙОБЛАСТИ;26.12.2020;317 666 772,48 ₽;;;;;;;;;;;;;;
№ 0145200000420002185;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145200000420002185;Определение поставщика отменено;Выполнение работ по нанесению горизонтальной дорожной разметки, установке сигнальных столбиков и световозвращающих устройств на автомобильныхдорогахобщего пользования регионального значения в Бокситогорском, Лодейнопольском, Подпорожском и Тихвинском районахЛенинградскойобласти. ЛОТ 6.;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАЛЕНИНГРАДСКОЙОБЛАСТИ;26.12.2020;166 859 727,40 ₽;;;;;;;;;;;;;;
№ 0145200000420002180;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145200000420002180;Определение поставщика отменено;Выполнение работ по нанесению горизонтальной дорожной разметки, установке сигнальных столбиков и световозвращающих устройств на автомобильныхдорогахобщего пользования регионального значения в Волховском, Киришском и Кировском районахЛенинградскойобласти. ЛОТ 5.;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАЛЕНИНГРАДСКОЙОБЛАСТИ;26.12.2020;141 058 783,42 ₽;;;;;;;;;;;;;;
№ 0145200000420002184;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145200000420002184;Определение поставщика отменено;Выполнение работ по нанесению горизонтальной дорожной разметки, установке сигнальных столбиков и световозвращающих устройств на автомобильныхдорогахобщего пользования регионального значения в Выборгском и Приозерском районахЛенинградскойобласти. ЛОТ 2.;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАЛЕНИНГРАДСКОЙОБЛАСТИ;26.12.2020;340 236 241,76 ₽;;;;;;;;;;;;;;
№ 0145200000420002182;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145200000420002182;Определение поставщика отменено;Выполнение работ по нанесению горизонтальной дорожной разметки, установке сигнальных столбиков и световозвращающих устройств на автомобильныхдорогахобщего пользования регионального значения во Всеволожском районеЛенинградскойобласти. ЛОТ 1.;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАЛЕНИНГРАДСКОЙОБЛАСТИ;26.12.2020;233 808 588,00 ₽;;;;;;;;;;;;;;
№ 0345200003920000042;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0345200003920000042;Определение поставщика завершено;Проведение специального обследования мест концентрации дорожно-транспортных происшествий и аварийно-опасных участков, выявленных на автомобильныхдорогахобщего пользования регионального значенияЛенинградскойобласти и разработку мероприятий, направленных на их сокращение.;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕЛЕНИНГРАДСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ЛЕНИНГРАДСКОЙОБЛАСТИ""";26.12.2020;998 899,80 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0345200003920000042;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ЛЕНИНГРАДСКОЙ ОБЛАСТИ""";;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРИОН""";;993 905,30;31.12.2021;01.02.2021;;"194362, Страна: Российская Федерация; Почтовый индекс: 194362; Субъект РФ: САНКТ-ПЕТЕРБУРГ; Улица: ВЫБОРГСКОЕ; Дом: ДОМ 435; Офис: ОФИС 24-25;";7802788798;796-575-13252orioiLltd@mbox.ru
№ 0145300017220000085;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300017220000085;Определение поставщика завершено;Выполнение работ по содержанию улично-дорожной сети МО «Светогорское городское поселение»;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СВЕТОГОРСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ"" ВЫБОРГСКОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ";26.12.2020;8 090 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300017220000085;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СВЕТОГОРСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ"" ВЫБОРГСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-97""";;8 090 000,00;;;;;;
№ 0145300017420000028;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300017420000028;Определение поставщика завершено;Выполнение работ по механизированной уборке и содержаниюдорогв п. Никольский;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""НИКОЛЬСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ  ПОДПОРОЖСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ""";25.12.2020;252 080,12 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300017420000028;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""НИКОЛЬСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ ПОДПОРОЖСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ""";;;;;;;;;;;;
№ 0372100009920000118;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0372100009920000118;Определение поставщика завершено;Лот № 107: Оказание услуг по содержанию действующей сети автомобильныхдорогобщего пользования федерального значения: автомобильнаядорогаА-215 Лодейное Поле – Вытегра – Прокшино – Плесецк – Брин-Наволок, Лодейнопольский и Подпорожский районы,Ленинградскаяобласть;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";24.12.2020;139 718 324,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0372100009920000118;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ЛЕНИНГРАДСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ЛОДЕЙНОПОЛЬСКОЕ ДОРОЖНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ""";1 - Победитель;138 321 140,76;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСЭД""";2 - Второй номер;139 019 732,38;22.08.2022;26.01.2021;;187700, Ленинградская область, г. Лодейное Поле, ул. Железнодорожная, д.3;4709001851;7-81364-22928drsulpоlе@mail.гu
№ 0145300010020000226;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300010020000226;Определение поставщика завершено;Содержание технических средств организации дорожного движения в г. Лодейное Поле;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ЛОДЕЙНОПОЛЬСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОНЛЕНИНГРАДСКОЙОБЛАСТИ;24.12.2020;358 549,07 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300010020000226;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЛОДЕЙНОПОЛЬСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ЛОДЕЙНОПОЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""БЛАГОУСТРОЙСТВО И ДОРОЖНОЕ ХОЗЯЙСТВО""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦМОНТАЖ""";1 - Победитель;164 932,17;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОКОМ""";2 - Второй номер;166 724,92;;;;;;
