Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0348100006020000065;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0348100006020000065;Подача заявок;"...  на сети автомобильныхдорогобщего пользования федерального значения:автомобильнаядорогаМ-7 ... +000 - км 32+239; автомобильнаядорогаМ-7 ""Волга"" Москва - Владимир ... +000 - км 20+660; автомобильнаядорогаР-132 ""Золотое кольцо"" Ярославль ...  - Гусь-Хрустальный - Рязань - Михайлов - Тула -Калуга- Вязьма - Ржев - Тверь - Углич - Ярославль ...  226+840, Владимирская область; автомобильнаядорогаР-132 ""Золотое кольцо"" Ярославль ...  - Гусь-Хрустальный - Рязань - Михайлов - Тула -Калуга- Вязьма - Ржев - Тверь - Углич - Ярославль ...";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА - НИЖНИЙ НОВГОРОД ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";31.12.2020;51 739 634,32 ₽;;;;;;;;;;;;;;
№ 32009864663;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009864663;Закупка завершена;...  геоинформационной системы автомобильныхдорогГосударственной компании «Российские автомобильныедороги»: М-1 «Беларусь ...  Белоруссия, М-3 «Украина» Москва –Калуга– Брянск – граница с Украиной, М ... -Санкт-Петербург», А 105 «Подъезднаядорогаот Москвы к аэропорту Домодедово ...;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ИНЖИНИРИНГ""";29.12.2020;18 269 254,00 ₽;;;;;;;;;;;;;;
№ 32009830318;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009830318;Работа комиссии;Конкурс в электронной форме на право заключения Договора на разработку проектно-сметной и технической документации по объекту: «АвтомобильнаядорогаМ-3 «Украина» Москва -Калуга-Брянск - граница с Украиной. Капитальный ремонт водопропускных труб на км 396+350, км 435+350, км 454+700, км 465+200, км 470+100, км 472+500, км 477+150, км 478+800, км 480+100, Брянская область» (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";22.12.2020;13 406 680,00 ₽;;;;;;;;;;;;;;
№ 0135300007520000255;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0135300007520000255;Определение поставщика завершено;Ремонт асфальтового покрытия по ул. Крюкова в пос.Калужское, Черняховского района, Калининградской области (второй этап).;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ЧЕРНЯХОВСКИЙ ГОРОДСКОЙ ОКРУГ""";15.12.2020;597 241,20 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0135300007520000255;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КАЛУЖСКОЕ""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЧЕРНЯХОВСКИЙ ""РАЙАВТОДОР""";;597 241,20;05.03.2021;12.01.2021;;238151, ОБЛ КАЛИНИНГРАДСКАЯ 39, Г ЧЕРНЯХОВСК, УЛ 22 ЯНВАРЯ, 10, -, -;3914111446;субъект малого предпринимательства
№ 0137300002320000088;https://zakupki.gov.ru//epz/order/notice/zk504/view/common-info.html?regNumber=0137300002320000088;Определение поставщика завершено;Зимнее содержание автомобильныхдорог, тротуаров  общего пользования местного значения города Жиздра,Калужскойобласти.;"АДМИНИСТРАЦИЯ (ИСПОЛНИТЕЛЬНО-РАСПОРЯДИТЕЛЬНЫЙ ОРГАН) МУНИЦИПАЛЬНОГО РАЙОНА ""ЖИЗДРИНСКИЙ РАЙОН""";15.12.2020;499 999,06 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0137300002320000088;"АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ""ГОРОД ЖИЗДРА""";;По окончании срока подачи заявок подана только одна заявка (ч. 14 ст. 82.3 Закона № 44-ФЗ). Заявка соответствует требованиям.;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТВОЙ ДОМ""";;499 999,06;30.03.2021;19.01.2021;;249340, ОБЛ КАЛУЖСКАЯ 40, Г ЖИЗДРА, УЛ САДОВАЯ, 16;4006004249;субъект малого предпринимательства
№ 32009803743;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009803743;Закупка завершена;Выполнение работ согласно техническому заданию по объекту: «СМР Реконструкциядорогипо ул. Веры Андриановой в г.Калуга»;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЖРЕГИОНАЛЬНАЯ РАСПРЕДЕЛИТЕЛЬНАЯ СЕТЕВАЯ КОМПАНИЯ ЦЕНТРА И ПРИВОЛЖЬЯ""";15.12.2020;55 669 049,22 ₽;;;;;;;;;;;;;;
№ 0137300039720000195;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0137300039720000195;Определение поставщика завершено;Устройство технологических проездов для участков многодетных семей, расположенных в д. Красное Боровского районаКалужскойобласти (Реестровый номер: 3645Э-02/20сб);"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""БОРОВСКИЙ РАЙОН""";14.12.2020;7 569 195,60 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0137300039720000195;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""БОРОВСКИЙ РАЙОН""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВ-СТРОЙ";1 - Победитель;6 262 154,02;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕКОРД""";2 - Второй номер;6 300 000,00;31.12.2021;20.01.2021;;249039, ОБЛ КАЛУЖСКАЯ 40, Г ОБНИНСК, УЛ КУРЧАТОВА, ДОМ 76, КВАРТИРА 42;4025451524;
№ 32009792938;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009792938;Закупка завершена;Право заключения Договора на выполнение работ согласно техническому заданию по объекту: «ПИР «Реконструкция ВЛ-10кВ № 9 ПС «Ворсино», ВЛ-10кВ №7 ПС «Вега» по объекту: «Внешняя инженерная инфраструктура. Внеплощадочная подъездная автомобильнаядорога.I этап по адресу:Калужскаяобласть, Боровский район, д. Ильино и д. Козельское», на основании договора о снятии ограничений по использованию земельного участка № 401034036 от 16.04.2020 г» для нужд филиала «Калугаэнерго» ПАО «МРСК Центра и Приволжья»;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЖРЕГИОНАЛЬНАЯ РАСПРЕДЕЛИТЕЛЬНАЯ СЕТЕВАЯ КОМПАНИЯ ЦЕНТРА И ПРИВОЛЖЬЯ""";11.12.2020;915 098,40 ₽;;;;;;;;;;;;;;
№ 0336100012520000142;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012520000142;Определение поставщика завершено;Подготовка проектной документации и выполнение инженерных изысканий. Капитальный ремонт моста через реку Медведица на км 51+500 автомобильнойдорогиР-132 «Золотое кольцо» Ярославль – Кострома – Иваново – Владимир – Гусь-Хрустальный – Рязань – Михайлов – Тула –Калуга– Вязьма – Ржев – Тверь – Углич - Ярославль, Калязин - Кашин - Горицы - Кушалино, Тверская область;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";09.12.2020;9 363 867,50 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0336100012520000142;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТИРОВАНИЕ АВТОМОБИЛЬНЫХ ДОРОГ И ИСКУССТВЕННЫХ СООРУЖЕНИЙ""";1 - Победитель;9 363 860,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНВЕСТ ГРУПП""";2 - Второй номер;6 554 707,00;;;;;;
№ 32009781088;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009781088;Закупка завершена;Конкурс в электронной форме на право заключения Договора на оказание услуг по защите объектов транспортной инфраструктуры мост через реку Угра км 177+100 (левый, правый), расположенного на автомобильнойдорогеМ-3 «Украина» Москва -Калуга- Брянск - граница с Украиной вКалужскойобласти с использованием инженерно-технических средств (систем) обеспечения транспортной безопасности;"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";09.12.2020;12 070 000,00 ₽;;;;;;;;;;;;;;
№ 32009766641;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009766641;Закупка завершена;Выполнение комплекса работ по содержанию тротуаров, расположенных вдоль автомобильныхдорогобщего пользования местного значения, в зимний период 2021 года;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ГОРОДА ОБНИНСКАКАЛУЖСКОЙОБЛАСТИ ""КОММУНАЛЬНОЕ ХОЗЯЙСТВО""";04.12.2020;7 452 211,60 ₽;;;;;;;;;;;;;;
№ 0354100008420000108;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0354100008420000108;Определение поставщика завершено;"Оказание услуг по содержанию автомобильныхдорог: М-2 «Крым» Москва - Тула - Орел - Курск - Белгород - граница с Украиной на участках км 108+000 - км 177+292, км 160+472 - км 304+300, подъезды к г. Тула км 0+000 - км 7+492, км 28+720 - км 37+700, км 41+460 - км 46+880; Р-92Калуга- Перемышль - Белев - Орел на участках км 42+719 – км 60+004, км 61+561 - км 97+680, км 102+670 - км 132+1190; Р-132Калуга- Тула - Михайлов - Рязань на участках км 57+143 - км 98+680, км 119+700 – км 209+546, Тульская область";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ХАРЬКОВ ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";04.12.2020;326 842 245,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0354100008420000108;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ХАРЬКОВ ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕКТОР""";;326 842 245,00;06.02.2023;22.01.2021;;302525, ОБЛ ОРЛОВСКАЯ 57, С/П ПЛАТОНОВСКОЕ, УЛ РАЗДОЛЬНАЯ, ДОМ 111;5720022409;7-4862-781782vektor-r57@yandex.ru
№ 0354100008420000105;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0354100008420000105;Определение поставщика завершено;"Оказание услуг по содержанию автомобильныхдорог: М-2 «Крым» Москва - Тула - Орел - Курск - Белгород - граница с Украиной на участках км 304+300 - км 456+040, подъезды к г. Орлу км 0+000 – км 3+863, км 22+200 – км 27+000, обход пгт. Кромы км 401+100 – км 418+454; Р-92Калуга- Перемышль - Белев - Орел на участках км 132+1190 - км 144+700, км 154+350 - км 206+000; Р-119 Орел - Ливны - Елец - Липецк - Тамбов на участке км 0+000 – км 153+814, Орловская область";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ХАРЬКОВ ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";04.12.2020;277 729 144,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0354100008420000105;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ХАРЬКОВ ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕКТОР""";;277 729 144,00;23.01.2023;29.12.2020;;302525, ОБЛ ОРЛОВСКАЯ 57, С/П ПЛАТОНОВСКОЕ, УЛ РАЗДОЛЬНАЯ, ДОМ 111;5720022409;7-4862-781782vector-r57@yandex.ru
№ 32009755619;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009755619;Закупка завершена;"Выполнение работ по бестраншейной прокладке полиэтиленового газопровода высокого давления методом горизонтально-направленного бурения с использованием специальных устройств и механизмов, протяженностью 134,0 м; глубиной – от 1,5 м. до 7,0 м.; Ø355х32,2 с протаскиванием в футляр трубы Ø255х20,5 протяженностью: 154,0 м. в соответствии с проектной документацией ПД 1735 – 2017 ГСН «Газопровод высокого давления диаметром 225 мм на Промзону г. Балабаново, Боровского района,Калужскойобласти (переход через Московско-Смоленскую железнуюдорогуна 97 км ПК 5+0,0).";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАЛОЯРОСЛАВЕЦМЕЖРАЙГАЗ""";02.12.2020;2 068 349,58 ₽;;;;;;;;;;;;;;
№ 32009755615;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009755615;Закупка завершена;Выполнение работ по содержанию территорий автобусных остановок, пешеходных переходов и подходов к ним в зимний период 2021 года на автомобильныхдорогахместного значения в границах МО «Город Обнинск»;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ГОРОДА ОБНИНСКАКАЛУЖСКОЙОБЛАСТИ ""КОММУНАЛЬНОЕ ХОЗЯЙСТВО""";02.12.2020;6 617 037,90 ₽;;;;;;;;;;;;;;
№ 0148300040720000054;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0148300040720000054;Определение поставщика завершено;... . Красная Пахра подъезд отКалужскогош. до школы, с ...;АДМИНИСТРАЦИЯ ПОСЕЛЕНИЯ КРАСНОПАХОРСКОЕ;02.12.2020;60 362 737,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0148300040720000054;АДМИНИСТРАЦИЯ ПОСЕЛЕНИЯ КРАСНОПАХОРСКОЕ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СКЦ-ТЕХНОЛОДЖИ""";1 - Победитель;36 519 455,85;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРСТРОЙРЕСУРС""";2 - Второй номер;36 821 269,54;20.08.2021;28.12.2020;;108811, Г МОСКВА 77, Г МОСКОВСКИЙ, УЛ ХАБАРОВА, ДОМ 2, ОФИС 15 ЭТАЖ 7;7751136287;
№ 0137300002320000082;https://zakupki.gov.ru//epz/order/notice/zk504/view/common-info.html?regNumber=0137300002320000082;Определение поставщика завершено;Зимнее содержание автомобильныхдорог, тротуаров общего пользования местного значения города Жиздра,Калужскойобласти.;"АДМИНИСТРАЦИЯ (ИСПОЛНИТЕЛЬНО-РАСПОРЯДИТЕЛЬНЫЙ ОРГАН) МУНИЦИПАЛЬНОГО РАЙОНА ""ЖИЗДРИНСКИЙ РАЙОН""";02.12.2020;499 999,06 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0137300002320000082;"АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ""ГОРОД ЖИЗДРА""";;;;;;;;;;;;
№ 32009754679;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009754679;Закупка завершена;Конкурс в электронной форме на право заключения договора на оказание услуг по проведению лабораторных испытаний дорожно-строительных материалов, применяемых на объектах Государственной компании «Российские автомобильныедороги» на автомобильнойдорогеМ-3 «Украина» в Московской,Калужскойи Брянской областях (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ИНЖИНИРИНГ""";02.12.2020;15 060 618,22 ₽;;;;;;;;;;;;;;
№ 0137200001220006266;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0137200001220006266;Определение поставщика завершено;Выполнение работ по содержанию наплавного моста через реку Ока на автомобильнойдорогеФерзиково-Дугна-Р-132«Калуга-Тула-Михайлов-Рязань», п.Дугна в Ферзиковском районеКалужскойобласти на 2021-2024 гг.;МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИКАЛУЖСКОЙОБЛАСТИ;02.12.2020;27 100 721,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0137200001220006266;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КАЛУЖСКОЙ ОБЛАСТИ ""КАЛУГАДОРЗАКАЗЧИК""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЛУГАВТОДОР""";;27 100 721,00;31.01.2025;26.12.2020;;31.01.2025;4027067056;01.01.2023
