Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Поле 1;Поле 2;Поле 3;Поле 4;Поле 5;Поле 6;Поле 7;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 32009744192;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009744192;Подача заявок;Конкурс в электронной форме на право заключения договора на выполнение работ по объекту «Реконструкция с последующей эксплуатацией на платной основе автомобильнойдорогиМ-4 «Дон» от Москвы черезВоронеж, Ростов-на-Дону, Краснодар до Новороссийска на участке км 715 – км 777,Воронежскаяобласть. Площадки отдыха. Этап 1» (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";30.11.2020;251 709 720,00 ₽;;;;;;;;;;;;;;
№ 32009744237;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009744237;Подача заявок;Конкурс в электронной форме на право заключения договора на выполнение работ по объекту «Реконструкция с последующей эксплуатацией на платной основе автомобильнойдорогиМ-4 «Дон» от Москвы черезВоронеж, Ростов-на-Дону, Краснодар до Новороссийска на участке км 715 – км 777,Воронежскаяобласть. Снегозащита» (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";30.11.2020;98 919 350,00 ₽;;;;;;;;;;;;;;
№ 32009744178;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009744178;Подача заявок;Конкурс в электронной форме на право заключения Договора на выполнение работ по объекту «Реконструкция с последующей эксплуатацией на платной основе автомобильнойдорогиМ-4 «Дон» от Москвы черезВоронеж, Ростов-на-Дону, Краснодар до Новороссийска на участке км 715 – км 777,Воронежскаяобласть. Площадки отдыха. Этап 2»(участниками которого могут являться только субъекты малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";30.11.2020;235 352 690,00 ₽;;;;;;;;;;;;;;
№ 0131200001020013549;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131200001020013549;Работа комиссии;2020-14624/ Выполнение работ по капитальному ремонту мостового перехода через р. Гаврило  на км 6+160 автомобильнойдорогиПавловск-Калач-Петропавловка в Павловском муниципальном районеВоронежскойобласти;УПРАВЛЕНИЕ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОКВОРОНЕЖСКОЙОБЛАСТИ;21.12.2020;67 314 137,00 ₽;;;;;;;;;;;;;;
№ 32009864663;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009864663;Подача заявок;...  геоинформационной системы автомобильныхдорогГосударственной компании «Российские автомобильныедороги»: М-1 «Беларусь ...  Украиной, М-4 «Дон» Москва –Воронеж– Ростов-на-Дону – Краснодар – Новороссийск ... -Санкт-Петербург», А 105 «Подъезднаядорогаот Москвы к аэропорту Домодедово ...;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ИНЖИНИРИНГ""";29.12.2020;18 269 254,00 ₽;;;;;;;;;;;;;;
№ 32009863913;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009863913;Подача заявок;Запрос котировок в электронной форме № 4642/ЗКТЭ-ДЖВ/20 на право заключения договора оказания услуг по пожарной безопасности (вокзалыВоронеж-1, Лиски, Россошь, Поворино, Борисоглебск, Таловая,Воронеж-Южный, Белгород, Валуйки, Старый Оскол);"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";29.12.2020;1 172 784,00 ₽;;;;;;;;;;;;;;
№ 32008889911;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32008889911;Закупка завершена;Открытый конкурс среди субъектов малого и среднего предпринимательства в электронной форме № 67/ОКЭ-Ю-ВОСТ/20 на право заключения договоров оказания услуг по обеспечению порядка на объектах Юго-Восточной дирекции по эксплуатации зданий и сооружений;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";17.02.2020;;;;;;;;;;;;;;;
№ 0131300045220000194;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300045220000194;Подача заявок;Строительство автомобильнойдороги«М «Дон» - Бобров - Таловая – Новохоперск» - КФХ Колесников Ю.Н в Бобровском муниципальном районеВоронежскойобласти;АДМИНИСТРАЦИЯ БОБРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;28.12.2020;272 772 241,00 ₽;;;;;;;;;;;;;;
№ 32009857213;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009857213;Закупка завершена;Оказание услуг по поставке электроэнергии для нуждВоронежскогоотряда филиала ФГП ВО ЖДТ России на Юго-Восточной железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";28.12.2020;2 608 200,00 ₽;;;;;;;;;;;;;;
№ 0131200001020013512;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131200001020013512;Работа комиссии;"2020-14598/ Выполнение работ по ремонту мостового перехода на км 23+500 автомобильнойдорогиМ ""Дон""-Богучар-Петропавловка в Петропавловском муниципальном районеВоронежскойобласти";УПРАВЛЕНИЕ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОКВОРОНЕЖСКОЙОБЛАСТИ;18.12.2020;150 351 160,00 ₽;;;;;;;;;;;;;;
№ 0131300021820000092;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300021820000092;Подача заявок;Выполнение работ по содержанию объектов улично-дорожной сети, благоустройства и озеленения в городе Павловске 1 квартал;АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ГОРОД ПАВЛОВСК ПАВЛОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;26.12.2020;6 000 000,00 ₽;;;;;;;;;;;;;;
№ 32009742498;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009742498;Подача заявок;Конкурс в электронной форме на право заключения договора на разработку проектно-сметной и технической документации по объекту: «АвтомобильнаядорогаМ-4 «Дон» Москва –Воронеж– Ростов-на-Дону – Краснодар - Новороссийск. Ремонт надземного пешеходного перехода на км 27+350, Московская область» (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";30.11.2020;1 937 490,00 ₽;;;;;;;;;;;;;;
№ 0131200001020012947;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131200001020012947;Определение поставщика завершено;2020-14048/ Выполнение инженерных изысканий и подготовку проектной документации по устройству инженерно-технических систем обеспечения безопасности дорожного движения и дорожных сооружений на автомобильныхдорогахобщего пользования регионального или межмуниципального значенияВоронежскойобласти;УПРАВЛЕНИЕ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОКВОРОНЕЖСКОЙОБЛАСТИ;09.12.2020;10 989 905,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0131200001020012947;ДЕПАРТАМЕНТ ДОРОЖНОЙ ДЕЯТЕЛЬНОСТИ ВОРОНЕЖСКОЙ ОБЛАСТИ;;По результатам рассмотрения вторых частей заявок принято решение о соответствии указанным требованиям только одной второй части заявки на участие в нем (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРД""";;8 517 176,15;;;;;;
№ 0131300069020000022;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300069020000022;Определение поставщика завершено;Выполнение работ по содержаниюдорогв 2021 году Ольховатского городского поселения Ольховатского муниципального районаВоронежскойобласти (уборка снега);АДМИНИСТРАЦИЯ ОЛЬХОВАТСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ОЛЬХОВАТСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;15.12.2020;1 500 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0131300069020000022;АДМИНИСТРАЦИЯ ОЛЬХОВАТСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ОЛЬХОВАТСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОРОНЕЖСКОЙ ОБЛАСТИ;Петрова В. Ю.;1 - Победитель;1 466 700,98;Тищенко Л. В.;2 - Второй номер;1 474 999,80;;;;;;
№ 0131200001020013060;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131200001020013060;Определение поставщика завершено;2020-14748_Оказание услуг по охране автоматических пунктов весогабаритного контроля на автомобильныхдорогахрегионального и межмуниципального значенияВоронежскойобласти;УПРАВЛЕНИЕ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОКВОРОНЕЖСКОЙОБЛАСТИ;11.12.2020;5 474 912,40 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0131200001020013060;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""РЕГИОНАЛЬНЫЙ ЦЕНТР БЕЗОПАСНОСТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ОХРАННОЕ ПРЕДПРИЯТИЕ ""АНГЕЛ""";1 - Победитель;3 257 572,31;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""АВАНГАРД""";2 - Второй номер;3 284 946,88;;;;;;
№ 0131300019120000120;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300019120000120;Определение поставщика завершено;Зимние содержание автомобильныхдорогобщего пользования местного значения в Грибановском городском поселении;ОТДЕЛ ПО ФИНАНСАМ АДМИНИСТРАЦИИ ГРИБАНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;14.12.2020;2 493 179,17 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0131300019120000120;АДМИНИСТРАЦИЯ ГРИБАНОВСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ГРИБАНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОРОНЕЖСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ГРИБАНОВСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""КОММУНАЛЬЩИК""";;2 493 179,17;;;;;;
№ 32009734402;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009734402;Работа комиссии;Запрос котировок среди субъектов малого и среднего предпринимательства в электронной форме № 4263/ЗКТЭ-ДЖВ/20 на право заключения договоров на оказание услуг по техническому обслуживанию систем вентиляции и кондиционирования;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";27.11.2020;;;;;;;;;;;;;;;
№ 32009754351;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009754351;Работа комиссии;Конкурс в электронной форме на право заключения Договора на оказание услуг по проведению лабораторных испытаний дорожно-строительных материалов, применяемых на объектах Государственной компании «Российские автомобильныедороги» на автомобильнойдорогеМ-4 «Дон» в Липецкой иВоронежскойобластях (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ИНЖИНИРИНГ""";02.12.2020;16 067 414,34 ₽;;;;;;;;;;;;;;
№ 0131300000620002573;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300000620002573;Определение поставщика завершено;Разработка проектно-сметной документации на строительство и реконструкцию улицы Академика Конопатова и проезда от улицы Ломоносова до ул. Академика Конопатова в г.Воронеж;АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ГОРОДВОРОНЕЖ;09.12.2020;2 942 315,49 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0131300000620002573;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ГОРОД ВОРОНЕЖ ""ГОРОДСКАЯ ДИРЕКЦИЯ ДОРОЖНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА""";;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТОВРЕГИОНСТРОЙ""";;2 927 603,91;;;;;;
№ 32009832211;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009832211;Подача заявок;Конкурс в электронной форме на право заключения Договора на выполнение работ по капитальному ремонту автомобильнойдорогиМ-4 «Дон» Москва –Воронеж– Ростов –на – Дону – Краснодар – Новороссийск на участке км 1494+000 – км 1503+000, Краснодарский край(с привлечением к исполнению договора субподрядчиков (соисполнителей) из числа субъектов малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";22.12.2020;1 541 721 150,00 ₽;;;;;;;;;;;;;;
№ 32009830880;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009830880;Подача заявок;...  объекту АвтомобильнаядорогаМ-4 «Дон» - от Москвы черезВоронеж, Ростов-на ... +300 автомобильнойдорогиМ-4 «Дон» - от Москвы черезВоронеж, Ростов-на ...;"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";22.12.2020;299 146 580,00 ₽;;;;;;;;;;;;;;
№ 32009672294;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009672294;Закупка завершена;Оказание услуг по предоставлению учебно-материальной базы для организации проведения периодической проверки на пригодность к действиям в условиях, связанных с применением огнестрельного оружия и специальных средств работниковВоронежскогоотряда филиала ФГП ВО ЖДТ России на Юго-Восточной железнойдороге(Липецкая область);"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";12.11.2020;448 500,00 ₽;;;;;;;;;;;;;;
№ 32009830060;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009830060;Подача заявок;Конкурс в электронной форме на право заключения Договора на разработку проектно-сметной и технической документации по объекту: АвтомобильнаядорогаМ-4 «Дон» Москва -Воронеж- Ростов-на-Дону - Краснодар - Новороссийск. Капитальный ремонт водопропускной трубы на км 886+339. Проход по н.п. Тарасовский, Ростовская область» (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";22.12.2020;1 491 840,00 ₽;;;;;;;;;;;;;;
№ 32009744899;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009744899;Работа комиссии;Запрос котировок среди субъектов малого и среднего предпринимательства в электронной форме № 4403/ЗКТЭ-ДЖВ/20 на право заключения договора оказания услуг по техническому обслуживанию автоматических дверей, турникетов, системы автоматической парковки (вокзалВоронеж);"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";30.11.2020;763 200,00 ₽;;;;;;;;;;;;;;
№ 32009541730;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009541730;Работа комиссии;Конкурс в электронной форме на право заключения Договора на выполнение работ по объекту «Реконструкция с последующей эксплуатацией на платной основе автомобильнойдорогиМ-4 «Дон» от Москвы черезВоронеж, Ростов-на-Дону, Краснодар до Новороссийска на участке км 715 – км 777,Воронежскаяобласть. Барьерное ограждение км 721+000 – км 741+184» (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";30.09.2020;388 155 840,00 ₽;;;;;;;;;;;;;;
№ 32009541723;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009541723;Работа комиссии;Конкурс в электронной форме на право заключения Договора на выполнение работ по объекту «Реконструкция с последующей эксплуатацией на платной основе автомобильнойдорогиМ-4 «Дон» от Москвы черезВоронеж, Ростов-на-Дону, Краснодар до Новороссийска на участке км 715 – км 777,Воронежскаяобласть. Барьерное ограждение км 741+184 – км 754+000»(участниками которого могут являться только субъекты малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";30.09.2020;354 359 300,00 ₽;;;;;;;;;;;;;;
№ 32009541733;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009541733;Работа комиссии;Конкурс в электронной форме на право заключения Договора на выполнение работ по объекту «Реконструкция с последующей эксплуатацией на платной основе автомобильнойдорогиМ-4 «Дон» от Москвы черезВоронеж, Ростов-на-Дону, Краснодар до Новороссийска на участке км 715 – км 777,Воронежскаяобласть. Барьерное ограждение км 715+118 – км 721+000» (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";30.09.2020;109 830 350,00 ₽;;;;;;;;;;;;;;
№ 32009541739;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009541739;Работа комиссии;Конкурс в электронной форме на право заключения Договора на выполнение работ по объекту «Реконструкция с последующей эксплуатацией на платной основе автомобильнойдорогиМ-4 «Дон» от Москвы черезВоронеж, Ростов-на-Дону, Краснодар до Новороссийска на участке км 715 – км 777,Воронежскаяобласть. Барьерное ограждение км 754+000 – км 768+784» (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";30.09.2020;334 373 770,00 ₽;;;;;;;;;;;;;;
№ 32009541740;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009541740;Работа комиссии;Конкурс в электронной форме на право заключения Договора на выполнение работ по объекту «Реконструкция с последующей эксплуатацией на платной основе автомобильнойдорогиМ-4 «Дон» от Москвы черезВоронеж, Ростов-на-Дону, Краснодар до Новороссийска на участке км 715 – км 777,Воронежскаяобласть. Барьерное ограждение км 768+784 – км 777+086» (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";30.09.2020;186 178 000,00 ₽;;;;;;;;;;;;;;
№ 32009635847;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009635847;Закупка завершена;... , расположенных на автомобильнойдорогеМ-4 «Дон» Москва-Воронеж-Ростов-на-Дону ... -Краснодар-Новороссийск в Московской иВоронежскойобластях ... , расположенных на автомобильнойдорогеМ-4 «Дон» Москва-Воронеж-Ростов-на-Дону ... -Краснодар-Новороссийск в Московской иВоронежскойобластях ...;"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";30.10.2020;62 434 800,00 ₽;;;;;;;;;;;;;;
