Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Поле 1;Поле 2;Поле 3;Поле 4;Поле 5;Поле 6;Поле 7;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0336100012520000146;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012520000146;Подача заявок;Капитальный ремонт автомобильнойдорогиМ-10 «Россия» Москва – Тверь – ВеликийНовгород– Санкт-Петербург на участке км 271+000 – км 292+000, Тверская область. I этап км 271+000 – км 281+500.;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";23.12.2020;1 352 044 311,00 ₽;;;;;;;;;;;;;;
№ 0150300002420000184;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0150300002420000184;Работа комиссии;Выполнение работ по содержанию железобетонного автодорожного моста через р. Мста (с правобережным подходом) у д. Бобровик иавтодорогидо границы с городским поселением в сторону ул. Газа г. БоровичиНовгородскойобласти  в 2021 году;АДМИНИСТРАЦИЯ БОРОВИЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;15.12.2020;1 078 961,03 ₽;;;;;;;;;;;;;;
№ 0132300007520001011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0132300007520001011;Работа комиссии;Комплексное благоустройство общественной территории «Сквер по ул. Куйбышева (вдоль домов 1,3,5)» в Московском районе г. НижнегоНовгородав рамках МП «Формирование комфортной городской среды  г. Н.Новгорода»;Департамент экономического развития и закупок администрации города НижнегоНовгорода;15.12.2020;16 637 180,40 ₽;;;;;;;;;;;;;;
№ 0132300007520001010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0132300007520001010;Работа комиссии;Комплексное благоустройство общественной территории «Сквер Выставка цветов» по ул. Просвещенская (в границах д. 36 улицы 50-летия Победы и д. 6 ул. Просвещенская)» в Московском районе г. НижнегоНовгородав рамках МП «Формирование комфортной городской среды  г. Н.Новгорода»;Департамент экономического развития и закупок администрации города НижнегоНовгорода;15.12.2020;10 015 191,50 ₽;;;;;;;;;;;;;;
№ 32009836957;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009836957;Закупка завершена;Услуги по организации получения платформ с одорантом, прибывающих на станцию Зелецино Горьковской железнойдороги;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ТРАНСГАЗ НИЖНИЙНОВГОРОД""";23.12.2020;574 346,16 ₽;;;;;;;;;;;;;;
№ 32009717334;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009717334;Работа комиссии;Конкурс в электронной форме на право заключения договора на оказание услуг по проведению лабораторных испытаний дорожно-строительных материалов, применяемых на объектах Государственной компании «Российские автомобильныедороги» на строящейся автомобильнойдорогеМ-12 «Москва- НижнийНовгород-Казань» в Московской и Владимирской областях (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ИНЖИНИРИНГ""";24.11.2020;19 070 143,27 ₽;;;;;;;;;;;;;;
№ 32009717202;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009717202;Закупка завершена;Конкурс в электронной форме на право заключения договора на оказание услуг по проведению лабораторных испытаний дорожно-строительных материалов, применяемых на объектах Государственной компании «Российские автомобильныедороги» на строящейся автомобильнойдорогеМ-12 «Москва- НижнийНовгород-Казань» в Республике Татарстан (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ИНЖИНИРИНГ""";24.11.2020;19 070 143,27 ₽;;;;;;;;;;;;;;
№ 0372100009920000117;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0372100009920000117;Подача заявок;"...  автомобильныхдорогобщего пользования федерального значения в Ленинградской области: автомобильнаядорогаР-23 ...  Республикой Белоруссия, Гатчинский  район; автомобильнаядорогаА-120 «Санкт-Петербургское южное полукольцо» Кировск ... , Ломоносовский и Кировский районы; автомобильнаядорогаА-121 «Сортавала» Санкт-Петербург - Сортавала ...  - автомобильнаядорогаР-21 «Кола», Приозерский район; автомобильная ...дорогаА-181 «Скандинавия» Санкт-Петербург - Выборг  ...  район; автомобильнаядорогаМ-10 «Россия» Москва - Тверь - ВеликийНовгород- ...  Санкт-Петербург, Тосненский район; автомобильнаядорогаА-180 «Нарва ... , Волосовский и Кингисеппский районы; автомобильнаядорогаР-21 «Кола» Санкт-Петербург - Петрозаводск ...";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";23.12.2020;128 058 371,00 ₽;;;;;;;;;;;;;;
№ 32009827955;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009827955;Подача заявок;Поставка соли;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ГОРОДА НИЖНЕГОНОВГОРОДА""РЕМОНТ И ЭКСПЛУАТАЦИЯДОРОГ""";21.12.2020;7 410 600,00 ₽;;;;;;;;;;;;;;
№ 32009835020;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009835020;Подача заявок;Запрос котировок среди субъектов малого и среднего предпринимательства в электронной форме № 4540/ЗКТЭ-ДЖВ/20 на право заключения договора оказания услуг по техническому обслуживанию и аварийно-восстановительному ремонту эскалаторов;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";23.12.2020;;;;;;;;;;;;;;;
№ 0336100012520000145;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012520000145;Подача заявок;Строительный контроль при проведении работ по объекту: «Капитальный ремонт автомобильнойдорогиР-56 ВеликийНовгород– Сольцы – Порхов – Псков на участке км 4+397 – км 38+650,Новгородскаяобласть. II этап км 17+667 – км 38+650»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";22.12.2020;23 923 839,40 ₽;;;;;;;;;;;;;;
№ 0832200006620001125;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0832200006620001125;Подача заявок;Разработка проекта планировки и проекта межевания территории по объекту: «Строительство автомобильнойдорогиВосточный обход города НижнегоНовгородав Кстовском районе и городе областного значения НижнийНовгородНижегородской области»;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""ЦЕНТР РАЗМЕЩЕНИЯ ЗАКАЗА НИЖЕГОРОДСКОЙ ОБЛАСТИ""";08.12.2020;14 904 081,89 ₽;;;;;;;;;;;;;;
№ 0150300002420000182;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0150300002420000182;Работа комиссии;Выполнение работ по техническому обслуживанию, замене и установке дорожных знаков на уличной дорожной сети города БоровичиНовгородскойобласти.;АДМИНИСТРАЦИЯ БОРОВИЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;11.12.2020;1 199 842,00 ₽;;;;;;;;;;;;;;
№ 0150300002420000185;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0150300002420000185;Подача заявок;Выполнение работ по ремонту участка автомобильнойдорогиобщего пользования местного значения от д. Сорокино до д.Рябиновка Боровичского районаНовгородскойобласти с км. 3+847 по км.4+358.;АДМИНИСТРАЦИЯ БОРОВИЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;22.12.2020;736 726,60 ₽;;;;;;;;;;;;;;
№ 32009830218;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009830218;Подача заявок;Запрос котировок среди субъектов малого и среднего предпринимательства в электронной форме № 4519/ЗКТЭ-ДЖВ/20 на право заключения договора оказания услуг по стирке постельного белья и полотенец (вокзалы Арзамас-2, Ковров, Чебоксары, Сарапул, Йошкар-Ола, Шахунья, Янаул, Навашино, Ижквск, Агрыз, Казань, Восстание, Котельнич, Глазов, Канаш, НижнийНовгород);"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";22.12.2020;979 200,00 ₽;;;;;;;;;;;;;;
№ 0132300007520001008;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0132300007520001008;Работа комиссии;"Выполнение работ по комплексному благоустройству общественной территории ""Юбилейный бульвар"" в Сормовском районе города НижнегоНовгорода.";Департамент экономического развития и закупок администрации города НижнегоНовгорода;14.12.2020;29 773 149,60 ₽;;;;;;;;;;;;;;
№ 0360200054020000143;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0360200054020000143;Работа комиссии;Ремонт автомобильнойдороги«Ремонт автомобильнойдороги«Аткарск - Песчанка» - автомобильнаядорога«Р - 158 «НижнийНовгород– Арзамас – Саранск – Исса – Пенза – Саратов» на участке км 0+000 – км 36+833 в  Аткарском районе Саратовской области»   (этап на участке км 0+000+км8+000).;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ САРАТОВСКОЙ ОБЛАСТИ ""ДИРЕКЦИЯ ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА""";10.12.2020;140 071 816,80 ₽;;;;;;;;;;;;;;
№ 32009822904;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009822904;Закупка завершена;Работы по изоляции грунтом полигона ТКО на отметке 9,0 м, изоляция грунтом откосов по периметру рабочей зоны полигона, ремонт подъезднойдорогииз железобетонных плит к рабочей зоне полигона, устройство временнойдорогии разворотных площадок из железобетонных плит на отметке 9,25 метров  на объекте: Полигон твердых коммунальных отходов расположенный по адресу:Новгородскаяобласть, Чудовский район, д. Торфяное;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛИН-ОК""";18.12.2020;2 809 299,94 ₽;;;;;;;;;;;;;;
№ 32009723759;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009723759;Закупка завершена;Конкурс в электронной форме на право заключения Договора на оказание услуг по проведению лабораторных испытаний дорожно-строительных материалов, применяемых на объектах Государственной компании«Российские автомобильныедороги» на строящейся автомобильнойдорогеМ-12 «Москва – НижнийНовгород– Казань» в Нижегородской области и Республике Чувашия (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ИНЖИНИРИНГ""";25.11.2020;19 070 143,27 ₽;;;;;;;;;;;;;;
№ 0132300007520001022;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0132300007520001022;Подача заявок;Выполнение работ по комплексному благоустройству общественной территории   «Сквер «Сосны» (пр.70 лет Октября, между д.8а,26,28 по ул.Героев Космоса)» в Сормовском районе города НижнегоНовгорода.;Департамент экономического развития и закупок администрации города НижнегоНовгорода;19.12.2020;7 808 236,78 ₽;;;;;;;;;;;;;;
№ 0832200006620001129;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0832200006620001129;Определение поставщика завершено;Выполнение работ по капитальному ремонту и содержанию автомобильнойдороги(22 ОП РЗ 22Р - 0158) Н.Новгород- Саратов км 138+100 - км 143+600 в Шатковском районе Нижегородской области;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""ЦЕНТР РАЗМЕЩЕНИЯ ЗАКАЗА НИЖЕГОРОДСКОЙ ОБЛАСТИ""";10.12.2020;366 643 814,02 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0832200006620001129;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""ГЛАВНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬ""";1 - Победитель;364 810 594,94;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФЕССИОНАЛ-СТРОЙРЕСУРС""";2 - Второй номер;364 810 594,94;;;;;;
№ 0150300002420000174;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0150300002420000174;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдорогобщего пользования местного значения и искусственных сооружений на них поПерелучскому и Починно-Сопкинскому направлениям Боровичского районаНовгородскойобласти в 2021 году.;АДМИНИСТРАЦИЯ БОРОВИЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;07.12.2020;2 984 431,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0150300002420000174;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ЗАКАЗЧИКА БОРОВИЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЛИД""";1 - Победитель;2 835 209,40;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦТРАНС-53""";2 - Второй номер;2 850 131,56;;;;;;
№ 0150300002420000173;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0150300002420000173;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдорогобщего пользования местного значения и искусственных сооружений на них поВалдайскому и Сушиловскому направлениям Боровичского районаНовгородскойобласти в 2021 году.;АДМИНИСТРАЦИЯ БОРОВИЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;07.12.2020;2 010 224,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0150300002420000173;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ЗАКАЗЧИКА БОРОВИЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЛИД""";1 - Победитель;1 899 304,84;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕФТЕДОР""";2 - Второй номер;1 909 355,96;;;;;;
№ 32009821934;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009821934;Подача заявок;Поставка дисков щеточных;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ГОРОДА НИЖНЕГОНОВГОРОДА""РЕМОНТ И ЭКСПЛУАТАЦИЯДОРОГ""";18.12.2020;1 700 000,00 ₽;;;;;;;;;;;;;;
№ 32009679137;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009679137;Подача заявок;... : М-12 «Строящаяся скоростная автомобильнаядорогаМосква - НижнийНовгород– Казань», 7 этап ...  (от пересечения с автомобильнойдорогойфедерального значения A-151 «Цивильск – Ульяновск ... » до пересечения с автомобильнойдорогойфедерального значения Р-241 «Казань — Буинск ...;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АВТОДОР""";13.11.2020;1 635 016 070,00 ₽;;;;;;;;;;;;;;
№ 0132300007520001020;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0132300007520001020;Подача заявок;"Выполнение работ по комплексному благоустройству общественной территории ""Сквер на бульваре Юбилейном"" в Сормовском районе города НижнегоНовгорода.";Департамент экономического развития и закупок администрации города НижнегоНовгорода;18.12.2020;21 973 496,84 ₽;;;;;;;;;;;;;;
№ 0150200003920001031;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0150200003920001031;Определение поставщика завершено;"...  на км 78+105 автомобильнойдорогиобщего пользования регионального значения Спасская ...  Боровичи в Маловишерском муниципальном районеНовгородскойобласти"" и ""Устройство (строительство ...  на км 295+080 автомобильнойдорогиобщего пользования регионального значения Лодейное ...  Чудово в Чудовском муниципальном районеНовгородскойобласти""";АДМИНИСТРАЦИЯ ГУБЕРНАТОРАНОВГОРОДСКОЙОБЛАСТИ;19.11.2020;3 828 722,54 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0150200003920001031;"ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ НОВГОРОДСКОЙ ОБЛАСТИ ""НОВГОРОДАВТОДОР""";;По результатам рассмотрения вторых частей заявок принято решение о признании только одной заявки соответствующей требованиям (ч. 9 ст. 54.7 Закона № 44-ФЗ);;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСТЕМЫ ТРАНСПОРТНОЙ БЕЗОПАСНОСТИ""";;3 790 435,31;;;;;;
№ 0132300007520001019;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0132300007520001019;Подача заявок;Комплексное благоустройство общественной территории «Сквер им. 50-летия Победы ( в границах улицы 50-летия Победы д. 6,4,2, Гвардейцев, 1)» в Московском районе г. НижнегоНовгородав рамках МП «Формирование комфортной городской среды  г. Н.Новгорода»;Департамент экономического развития и закупок администрации города НижнегоНовгорода;18.12.2020;15 122 777,04 ₽;;;;;;;;;;;;;;
№ 0355100004520000124;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0355100004520000124;Подача заявок;"...  учета интенсивности движения на автомобильныхдорогахобщегопользования федерального значения М-5 ...  – км 195+045; Р-158 НижнийНовгород- Арзамас - Саранск - ...";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ""БОЛЬШАЯ ВОЛГА"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";17.12.2020;63 461 336,00 ₽;;;;;;;;;;;;;;
