Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Поле 1;Поле 2;Поле 3;Поле 4;Поле 5;Поле 6;Поле 7;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0358300284520000139;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300284520000139;Работа комиссии;Ремонт ул. Мечникова (пр. Будённовский - пер. Доломановский);"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ  УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПО СТРОИТЕЛЬСТВУ ОБЪЕКТОВ ТРАНСПОРТНОЙ ИНФРАСТРУКТУРЫ Г.РОСТОВА-НА-ДОНУ""";15.12.2020;14 037 969,00 ₽;;;;;;;;;;;;;;
№ 0358300284520000140;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300284520000140;Работа комиссии;"Ремонт ул. Всесоюзная (ул. Портовая - ул. Всесоюзная, дом №166; ул. Портовая - ул. Малиновского)";"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ  УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПО СТРОИТЕЛЬСТВУ ОБЪЕКТОВ ТРАНСПОРТНОЙ ИНФРАСТРУКТУРЫ Г.РОСТОВА-НА-ДОНУ""";15.12.2020;69 874 646,00 ₽;;;;;;;;;;;;;;
№ 0358300284520000141;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300284520000141;Работа комиссии;Ремонт ул. Некрасовская (пер. Силикатный - ул. Майкопская);"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ  УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПО СТРОИТЕЛЬСТВУ ОБЪЕКТОВ ТРАНСПОРТНОЙ ИНФРАСТРУКТУРЫ Г.РОСТОВА-НА-ДОНУ""";15.12.2020;3 535 637,00 ₽;;;;;;;;;;;;;;
№ 0358300284520000142;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300284520000142;Работа комиссии;Ремонт ул. Шеболдаева (ул. Вавилова - пл. 2-й Пятилетки);"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ  УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПО СТРОИТЕЛЬСТВУ ОБЪЕКТОВ ТРАНСПОРТНОЙ ИНФРАСТРУКТУРЫ Г.РОСТОВА-НА-ДОНУ""";15.12.2020;3 493 337,00 ₽;;;;;;;;;;;;;;
№ 0358300284520000143;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300284520000143;Работа комиссии;Ремонт ул. Раздорская (ул. Казахская - ул. Фурмановская);"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ  УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПО СТРОИТЕЛЬСТВУ ОБЪЕКТОВ ТРАНСПОРТНОЙ ИНФРАСТРУКТУРЫ Г.РОСТОВА-НА-ДОНУ""";15.12.2020;10 829 636,00 ₽;;;;;;;;;;;;;;
№ 0358300284520000144;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300284520000144;Работа комиссии;"Ремонт ул. Нариманова (ул. Погодина - пер. Марксистский; пр. М. Нагибина - ул. Мартовицкого)";"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ  УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПО СТРОИТЕЛЬСТВУ ОБЪЕКТОВ ТРАНСПОРТНОЙ ИНФРАСТРУКТУРЫ Г.РОСТОВА-НА-ДОНУ""";16.12.2020;38 102 398,00 ₽;;;;;;;;;;;;;;
№ 0158300049120000009;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0158300049120000009;Подача заявок;"Разработка проектно-сметной документации по объекту "" Капитальный ремонт внутрипоселковой автомобильнойдорогипо ул. Молодежная, х. Большая Таловая, Зерноградского района,Ростовскойобласти""";АДМИНИСТРАЦИЯ БОЛЬШЕТАЛОВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ ЗЕРНОГРАДСКОГО РАЙОНАРОСТОВСКОЙОБЛАСТИ;11.11.2020;1 676 111,00 ₽;;;;;;;;;;;;;;
№ 0158300049120000008;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0158300049120000008;Подача заявок;"Разработка проектно-сметной документации по объекту "" Капитальный ремонт внутрипоселковой автомобильнойдорогипо ул. Зои Космодемьянской, х. Большая Таловая, Зерноградского района,Ростовскойобласти""";АДМИНИСТРАЦИЯ БОЛЬШЕТАЛОВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ ЗЕРНОГРАДСКОГО РАЙОНАРОСТОВСКОЙОБЛАСТИ;11.11.2020;1 870 013,00 ₽;;;;;;;;;;;;;;
№ 0158300049120000006;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0158300049120000006;Подача заявок;"Разработка проектно-сметной документации по объекту ""Капитальный ремонт внутрипоселковой автомобильнойдорогиот д. 1 по ул. Думенко до д. 22 по ул. Литунова, х. Большая Таловая, Зерноградского района,Ростовскойобласти"".""";АДМИНИСТРАЦИЯ БОЛЬШЕТАЛОВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ ЗЕРНОГРАДСКОГО РАЙОНАРОСТОВСКОЙОБЛАСТИ;11.11.2020;2 137 657,00 ₽;;;;;;;;;;;;;;
№ 0158300049120000005;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0158300049120000005;Подача заявок;"Разработка проектно-сметной документации по объекту ""Капитальный ремонт внутрипоселковой автомобильнойдорогипо ул. Островского, х. Большая Таловая, Зерноградского района,Ростовскойобласти.""";АДМИНИСТРАЦИЯ БОЛЬШЕТАЛОВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ ЗЕРНОГРАДСКОГО РАЙОНАРОСТОВСКОЙОБЛАСТИ;11.11.2020;1 762 012,00 ₽;;;;;;;;;;;;;;
№ 0158300049120000004;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0158300049120000004;Подача заявок;"Разработка проектно-сметной документации по объекту "" Капитальный ремонт внутрипоселковой автомобильнойдорогипо ул. Думенко, х. Большая Таловая, Зерноградского района,Ростовскойобласти""";АДМИНИСТРАЦИЯ БОЛЬШЕТАЛОВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ ЗЕРНОГРАДСКОГО РАЙОНАРОСТОВСКОЙОБЛАСТИ;11.11.2020;2 330 624,00 ₽;;;;;;;;;;;;;;
№ 0358300284520000148;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300284520000148;Подача заявок;Выполнение работ по промывке (прочистке) и ремонту сетей ливневой канализации на улично-дорожной сети городаРостова-на-Дону.;"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ  УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПО СТРОИТЕЛЬСТВУ ОБЪЕКТОВ ТРАНСПОРТНОЙ ИНФРАСТРУКТУРЫ Г.РОСТОВА-НА-ДОНУ""";30.12.2020;60 000 000,00 ₽;;;;;;;;;;;;;;
№ 0358200016220000013;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358200016220000013;Подача заявок;Перевозка (транспортировка в целях дальнейшей утилизации) с территории Заказчика «Народного военно-исторического музейного комплекса «Самбекские высоты»(Ростовскаяобл., Неклиновский район, Самбекское поселение, 350 метровавтодорогиМатвеев-Курган-с.Куйбышево-г.Снежное (до границы Украины)) жидких бытовых отходов (ЖБО);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫРОСТОВСКОЙОБЛАСТИ ""ТАГАНРОГСКИЙ ГОСУДАРСТВЕННЫЙ ЛИТЕРАТУРНЫЙ И ИСТОРИКО-АРХИТЕКТУРНЫЙ МУЗЕЙ-ЗАПОВЕДНИК""";30.12.2020;2 475 000,00 ₽;;;;;;;;;;;;;;
№ 0310200000320003122;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0310200000320003122;Подача заявок;"Ремонт дворовых территорий по ул. С. Разина, 9;ул. Щегрена, 8;ул. Ватутина,  72/54;ул.Ростовская, 14;";УПРАВЛЕНИЕ РЕСПУБЛИКИ СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ ПО ПРОВЕДЕНИЮ ЗАКУПОК ДЛЯ ГОСУДАРСТВЕННЫХ НУЖД;30.12.2020;3 507 094,00 ₽;;;;;;;;;;;;;;
№ 32009872003;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009872003;Подача заявок;Поставка бутилированной воды для нуждРостовскогоотряда филиала ФГП ВО ЖДТ России на Северо-Кавказской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";30.12.2020;73 944,00 ₽;;;;;;;;;;;;;;
№ 32009871981;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009871981;Подача заявок;Поставка овощей и соли служебным собакамРостовскогоотряда филиала ФГП ВО ЖДТ России на Северо-Кавказской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";30.12.2020;62 524,35 ₽;;;;;;;;;;;;;;
№ 0158300026720000061;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0158300026720000061;Определение поставщика завершено;Устройство выравнивающего слоя на автомобильныхдорогахобщего пользования местного значения Орловского районаРостовскойобласти.;АДМИНИСТРАЦИЯ  ОРЛОВСКОГО  РАЙОНА;21.12.2020;11 588 435,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0158300026720000061;АДМИНИСТРАЦИЯ ОРЛОВСКОГО РАЙОНА;;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РОСТОВСКОЙ ОБЛАСТИ ""РОСТОВАВТОДОР""";;11 530 492,82;;;;;;
№ 0358300077220000285;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300077220000285;Определение поставщика завершено;Поставка шлагбаума автоматического;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" ОРЛОВСКОГО РАЙОНАРОСТОВСКОЙОБЛАСТИ";22.12.2020;49 818,33 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0358300077220000285;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" ОРЛОВСКОГО РАЙОНА РОСТОВСКОЙ ОБЛАСТИ";;;;;;;;;;;;
№ 0358300284520000130;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300284520000130;Определение поставщика завершено;Выполнение работ по эксплуатации силового барьерного ограждения до 31.12.2021 года.;"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ  УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПО СТРОИТЕЛЬСТВУ ОБЪЕКТОВ ТРАНСПОРТНОЙ ИНФРАСТРУКТУРЫ Г.РОСТОВА-НА-ДОНУ""";04.12.2020;6 999 823,20 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0358300284520000130;"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПО СТРОИТЕЛЬСТВУ ОБЪЕКТОВ ТРАНСПОРТНОЙ ИНФРАСТРУКТУРЫ Г. РОСТОВА-НА-ДОНУ""";;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТОВДОРСТРОЙ""";;6 964 824,08;;;;;;
№ 32009800618;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009800618;Подача заявок;Конкурс в электронной форме на право заключения договора на выполнение работ по модернизации сети передачи данных автомобильнойдорогиМ-4 «Дон» от Москвы через Воронеж,Ростов-на-Дону, Краснодар до Новороссийска км 21 – км 225, Московская и Тульская области (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ПЛАТНЫЕДОРОГИ""";14.12.2020;27 834 830,40 ₽;;;;;;;;;;;;;;
№ 0158300053120000035;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0158300053120000035;Определение поставщика завершено;Выполнение комплекса работ по содержанию муниципальных автомобильныхдорогобщего пользования местного значения Заветинского районаРостовскойобласти в 2021 году;АДМИНИСТРАЦИЯ ЗАВЕТИНСКОГО РАЙОНАРОСТОВСКОЙОБЛАСТИ;18.12.2020;2 000 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0158300053120000035;АДМИНИСТРАЦИЯ ЗАВЕТИНСКОГО РАЙОНА РОСТОВСКОЙ ОБЛАСТИ;МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ЗАВЕТИНСКОЕ ПРЕДПРИЯТИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА;1 - Победитель;1 970 000,00;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РОСТОВСКОЙ ОБЛАСТИ ""РОСТОВАВТОДОР""";2 - Второй номер;1 980 000,00;;;;;;
№ 0158300049120000007;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0158300049120000007;Подача заявок;"Разработка проектно-сметной документации по объекту "" Капитальный ремонт внутрипоселковой автомобильнойдорогипо ул. Ворошилова, х. Большая Таловая, Зерноградского района,Ростовскойобласти""";АДМИНИСТРАЦИЯ БОЛЬШЕТАЛОВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ ЗЕРНОГРАДСКОГО РАЙОНАРОСТОВСКОЙОБЛАСТИ;11.11.2020;2 472 642,00 ₽;;;;;;;;;;;;;;
№ 0358200016220000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358200016220000011;Подача заявок;Услуги по доступу к информационно-коммуникационной сети Интернет «Народного военно-исторического музейного комплекса «Самбекские высоты»(Ростовскаяобл., Неклиновский район, Самбекское поселение, 350 метровавтодорогиМатвеев-Курган-с.Куйбышево-г.Снежное (до границы Украины);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫРОСТОВСКОЙОБЛАСТИ ""ТАГАНРОГСКИЙ ГОСУДАРСТВЕННЫЙ ЛИТЕРАТУРНЫЙ И ИСТОРИКО-АРХИТЕКТУРНЫЙ МУЗЕЙ-ЗАПОВЕДНИК""";29.12.2020;457 523,00 ₽;;;;;;;;;;;;;;
№ 0158300010120000041;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0158300010120000041;Определение поставщика завершено;"Ремонт и содержание автомобильныхдорогобщего пользования местного значения  муниципального образования ""Ремонтненский район ""в 2021 году";АДМИНИСТРАЦИЯ РЕМОНТНЕНСКОГО РАЙОНАРОСТОВСКОЙОБЛАСТИ;21.12.2020;4 860 460,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0158300010120000041;АДМИНИСТРАЦИЯ РЕМОНТНЕНСКОГО РАЙОНА РОСТОВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕСЕЛОВСКОЕ ДСУ""";;4 860 460,00;;;;;;
№ 0158300010120000042;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0158300010120000042;Определение поставщика завершено;"Ремонт и содержание автомобильныхдорогобщего пользования местного значения  муниципального образования ""Ремонтненский район"" в 2021 году";АДМИНИСТРАЦИЯ РЕМОНТНЕНСКОГО РАЙОНАРОСТОВСКОЙОБЛАСТИ;21.12.2020;4 288 564,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0158300010120000042;АДМИНИСТРАЦИЯ РЕМОНТНЕНСКОГО РАЙОНА РОСТОВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РОСТОВСКОЙ ОБЛАСТИ ""РОСТОВАВТОДОР""";;4 288 564,00;;;;;;
№ 32009865569;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009865569;Подача заявок;Оказание услуг по вывозу и утилизации ЖБО для нуждРостовскогоотряда филиала ФГП ВО ЖДТ России на Северо-Кавказской железнойдороге(СК ст.Ростов-Товарный, СК-15);"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";29.12.2020;285 600,00 ₽;;;;;;;;;;;;;;
№ 0158300018020000029;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0158300018020000029;Определение поставщика завершено;Содержание автомобильныхдорогв зимний период 2021 года на территории Константиновского городского поселенияРостовскойобласти;АДМИНИСТРАЦИЯ КОНСТАНТИНОВСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ;18.12.2020;2 499 776,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0158300018020000029;АДМИНИСТРАЦИЯ КОНСТАНТИНОВСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ;;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОНСТАНТИНОВСКАЯ СТРОИТЕЛЬНАЯ ФИРМА ""ДОНРЫБСТРОЙ""";;2 487 277,00;;;;;;
№ 32009744192;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009744192;Подача заявок;Конкурс в электронной форме на право заключения договора на выполнение работ по объекту «Реконструкция с последующей эксплуатацией на платной основе автомобильнойдорогиМ-4 «Дон» от Москвы через Воронеж,Ростов-на-Дону, Краснодар до Новороссийска на участке км 715 – км 777, Воронежская область. Площадки отдыха. Этап 1» (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";30.11.2020;251 709 720,00 ₽;;;;;;;;;;;;;;
№ 32009744237;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009744237;Подача заявок;Конкурс в электронной форме на право заключения договора на выполнение работ по объекту «Реконструкция с последующей эксплуатацией на платной основе автомобильнойдорогиМ-4 «Дон» от Москвы через Воронеж,Ростов-на-Дону, Краснодар до Новороссийска на участке км 715 – км 777, Воронежская область. Снегозащита» (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";30.11.2020;98 919 350,00 ₽;;;;;;;;;;;;;;
