Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Поле 1;Поле 2;Поле 3;Поле 4;Поле 5;Поле 6;Поле 7;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0108300014020000076;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0108300014020000076;Определение поставщика завершено;Приобретение и поставка специализированной техники для обеспечения безаварийной работы жилищно-коммунального комплекса (каналопромывочная машина);АДМИНИСТРАЦИЯ ЗВЕНИГОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИМАРИЙЭЛ;25.11.2020;2 553 333,33 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0108300014020000076;АДМИНИСТРАЦИЯ ЗВЕНИГОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ МАРИЙ ЭЛ;Воропаева Е. С.;1 - Победитель;2 208 633,27;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕЛАГРОСЕЛЬХОЗСНАБ""";2 - Второй номер;2 221 399,94;;;;;;
№ 0308200000120000113;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0308200000120000113;Определение поставщика завершено;Выполнение работ по техническому обслуживанию линий искусственного освещения на автомобильныхдорогахобщего пользования республиканского значения РеспубликиМарийЭл в 2021 году;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИМАРИЙЭЛ ""МАРИЙСКАВТОДОР""";26.11.2020;3 002 468,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0308200000120000113;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""МАРИЙСКАВТОДОР""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""КВАРТАЛ""";1 - Победитель;1 474 987,66;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕТЕВЫЕ РЕШЕНИЯ""";2 - Второй номер;1 490 000,00;;;;;;
№ 0108300000820000014;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0108300000820000014;Определение поставщика завершено;Капитальный ремонт проезжей части улиц Гагарина, Строителей, Крупина, Шкетана в пгт. Оршанка;ОРШАНСКАЯ ГОРОДСКАЯ АДМИНИСТРАЦИЯ ОРШАНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИМАРИЙЭЛ;25.11.2020;44 296 030,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0108300000820000014;ОРШАНСКАЯ ГОРОДСКАЯ АДМИНИСТРАЦИЯ ОРШАНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ МАРИЙ ЭЛ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАРИЙ ЭЛ ДОРСТРОЙ""";;44 296 030,00;;;;;;
№ 0311100007220000144;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0311100007220000144;Определение поставщика завершено;"Содержание искусственных дорожных сооружений на автомобильнойдорогеР-177 ""Поветлужье"" Нижний Новгород - Йошкар-Ола на участке км 186+534 - км 353+754, РеспубликаМарийЭл.";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГВОЛГО-ВЯТСКОГО РЕГИОНА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";27.11.2020;19 846 540,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0311100007220000144;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ВОЛГО-ВЯТСКОГО РЕГИОНА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОСТРОЙИНЖИНИРИНГ""";1 - Победитель;11 010 692,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНВЕСТ-СТРОЙ""";2 - Второй номер;11 109 924,70;;;;;;
№ 0308300016320000036;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0308300016320000036;Определение поставщика завершено;Поставка малогабаритной коммунальной техники;АДМИНИСТРАЦИЯ ПАРАНЬГИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИМАРИЙЭЛ;25.11.2020;60 411,76 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0308300016320000036;АДМИНИСТРАЦИЯ ПАРАНЬГИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ МАРИЙ ЭЛ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТИТУЛ""";1 - Победитель;54 663,22;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДРОВОСЕК""";2 - Второй номер;54 966,22;;;;;;
№ 0308200000120000111;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0308200000120000111;Определение поставщика завершено;Ремонт автомобильнойдорогиЗвенигово – Шелангер – Морки на участке км 79+870 – км 92+850;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИМАРИЙЭЛ ""МАРИЙСКАВТОДОР""";16.11.2020;211 977 312,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0308200000120000111;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""МАРИЙСКАВТОДОР""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАРИЙСКАВТОДОР""";1 - Победитель;209 857 538,88;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАРИЙ ЭЛ ДОРСТРОЙ""";2 - Второй номер;210 917 425,44;;;;;;
№ 32009268312;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009268312;Закупка завершена;"Выполнение строительно-монтажных работ по переустройству газопровода высокого давления по объекту: ""Реконструкция автомобильнойдорогиОдобеляк-Куженер-Параньга на участке км 4+879 - км 9+072""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАРИЙЭЛ ДОРСТРОЙ""";25.06.2020;3 724 167,55 ₽;;;;;;;;;;;;;;
№ 0308200000120000112;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0308200000120000112;Определение поставщика завершено;Ремонт автомобильнойдорогиУргакш – Ронга - Морки на участке км 44+000 – км 55+205;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИМАРИЙЭЛ ""МАРИЙСКАВТОДОР""";18.11.2020;128 133 807,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0308200000120000112;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""МАРИЙСКАВТОДОР""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАРИЙ ЭЛ ДОРСТРОЙ""";;128 133 807,00;;;;;;
№ 0308200000120000105;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0308200000120000105;Определение поставщика завершено;Разработка проектной документации по объекту «Ремонт автомобильнойдорогиКартуково – Микряково – Васильсурск на участке км 0+000 – км 20+000»;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИМАРИЙЭЛ ""МАРИЙСКАВТОДОР""";27.10.2020;2 850 115,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0308200000120000105;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""МАРИЙСКАВТОДОР""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭМ-ЭМ-ТИ РУС""";1 - Победитель;1 673 220,34;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРПРОЕКТ""";2 - Второй номер;1 850 000,00;;;;;;
№ 0308200000120000104;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0308200000120000104;Определение поставщика завершено;"Разработка проектной документации по объекту ""Ремонт автомобильнойдорогиНурсола - Новый Торъял на участке км 0+000 - км 21+400""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИМАРИЙЭЛ ""МАРИЙСКАВТОДОР""";27.10.2020;4 258 145,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0308200000120000104;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""МАРИЙСКАВТОДОР""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТНО-СМЕТНОЕ БЮРО ПО ПРОЕКТИРОВАНИЮ ОБЪЕКТОВ ДОРОЖНОГО ХОЗЯЙСТВА""";1 - Победитель;2 000 000,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭМ-ЭМ-ТИ РУС""";2 - Второй номер;2 427 142,65;;;;;;
№ 0108300005620000024;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0108300005620000024;Определение поставщика завершено;Поставка ассенизаторской машины.;АДМИНИСТРАЦИЯГОРНОМАРИЙСКОГОМУНИЦИПАЛЬНОГО РАЙОНА;13.11.2020;2 910 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0108300005620000024;АДМИНИСТРАЦИЯ ГОРНОМАРИЙСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕКТОР-АВТО""";1 - Победитель;2 656 350,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕНКОМТЕХ""";2 - Второй номер;2 670 900,00;;;;;;
№ 0308200000120000103;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0308200000120000103;Определение поставщика завершено;Разработкапроектной документации по объекту: «РемонтавтомобильнойдорогиКартуково – Еласы – Пайгусово на участке км 0+000 – км2+800»;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИМАРИЙЭЛ ""МАРИЙСКАВТОДОР""";27.10.2020;574 962,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0308200000120000103;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""МАРИЙСКАВТОДОР""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРПРОЕКТ""";1 - Победитель;400 000,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭМ-ЭМ-ТИ РУС""";2 - Второй номер;454 220,00;;;;;;
№ 0108300006920000019;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0108300006920000019;Определение поставщика завершено;"Поставка машины коммунальной МК.03 (на базе трактора ""Беларус 82.1"") ( или эквивалента)";АДМИНИСТРАЦИЯ КИЛЕМАРСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИМАРИЙЭЛ;13.11.2020;1 972 333,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0108300006920000019;АДМИНИСТРАЦИЯ КИЛЕМАРСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ МАРИЙ ЭЛ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОРУС-СТ""";1 - Победитель;1 962 471,33;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОПЛАНЕТ""";2 - Второй номер;1 972 330,00;;;;;;
№ 0311100007220000132;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0311100007220000132;Определение поставщика завершено;"Капитальный ремонт автомобильнойдорогиР-176 ""Вятка"" Чебоксары – Йошкар-Ола – Киров - Сыктывкар на участке км 31+500 - км 40+500, РеспубликаМарийЭл";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГВОЛГО-ВЯТСКОГО РЕГИОНА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";13.10.2020;992 669 110,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0311100007220000132;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ВОЛГО-ВЯТСКОГО РЕГИОНА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;;;;;;;;;;;
№ 0308200000120000107;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0308200000120000107;Определение поставщика завершено;Ремонт автомобильнойдорогиЗвенигово – Шелангер –Морки на участке км 2+500 – км 21+800;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИМАРИЙЭЛ ""МАРИЙСКАВТОДОР""";27.10.2020;324 802 618,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0308200000120000107;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""МАРИЙСКАВТОДОР""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛИТСТРОЙ""";1 - Победитель;321 554 591,82;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГАДОРЛАЙН""";2 - Второй номер;323 178 604,91;;;;;;
№ 0108300016420000013;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0108300016420000013;Определение поставщика завершено;Поставка трактора МТЗ 320 с комплектом оборудования (или эквивалента);АДМИНИСТРАЦИЯ ЮРИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИМАРИЙЭЛ;09.11.2020;1 526 783,34 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0108300016420000013;АДМИНИСТРАЦИЯ ЮРИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ МАРИЙ ЭЛ;;Принято решение о признании только одного участника закупки, подавшего заявку на участие в электронном аукционе, его участником. По результатам рассмотрения заявки единственного участника, данная заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. (п. 3 ч.2 ст. 71);;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОПЛАНЕТ""";;1 526 783,34;;;;;;
№ 32009589598;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009589598;Закупка завершена;Производство работ на железнодорожном пути необщего пользования Заказчика по контролю технического состояния, техническому обслуживанию, текущему содержанию и поддержанию их в надлежащем состоянии в соответствии с нормами Правил технической эксплуатации железныхдорогРФ с оформлением утвержденных форм технической документации (ПУ-28, ПУ-29).;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАРИЙСКИЙМАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД""";16.10.2020;1 684 118,30 ₽;;;;;;;;;;;;;;
№ 0308300016320000031;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0308300016320000031;Определение поставщика завершено;Поставка машины коммунальной модели МК.03 (на базе трактора «БЕЛАРУС-82.1») (или эквивалента);АДМИНИСТРАЦИЯ ПАРАНЬГИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИМАРИЙЭЛ;03.11.2020;1 838 683,20 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0308300016320000031;АДМИНИСТРАЦИЯ ПАРАНЬГИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ МАРИЙ ЭЛ;;По результатам рассмотрения вторых частей заявок принято решение о соответствии указанным требованиям только одной второй части заявки на участие в нем (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОПЛАНЕТ""";;1 829 489,78;;;;;;
