Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Поле 1;Поле 2;Поле 3;Поле 4;Поле 5;Поле 6;Поле 7;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 32009832068;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009832068;Подача заявок;Открытый аукцион среди субъектов малого и среднего предпринимательства в электронной форме № 6730/ОАЭ-ДЖВ/20 на право заключения договора оказания услуг по безопасной эксплуатации лифтов и эскалаторов (вокзалыСамара, Уфа);"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";22.12.2020;5 781 600,00 ₽;;;;;;;;;;;;;;
№ 32009742246;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009742246;Закупка завершена;Поставка аккумуляторных батарей для автомобилей, спецтехники и тракторов;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕСАМАРСКОЙОБЛАСТИ "" АГЕНТСТВО ПО СОДЕРЖАНИЮ АВТОМОБИЛЬНЫХДОРОГОБЩЕГО ПОЛЬЗОВАНИЯСАМАРСКОЙОБЛАСТИ""";30.11.2020;5 000 000,00 ₽;;;;;;;;;;;;;;
№ 32009742239;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009742239;Закупка завершена;Поставка компьютерной и периферийной техники;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕСАМАРСКОЙОБЛАСТИ "" АГЕНТСТВО ПО СОДЕРЖАНИЮ АВТОМОБИЛЬНЫХДОРОГОБЩЕГО ПОЛЬЗОВАНИЯСАМАРСКОЙОБЛАСТИ""";30.11.2020;3 514 204,98 ₽;;;;;;;;;;;;;;
№ 0842200002120000281;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0842200002120000281;Определение поставщика завершено;Ремонт автомобильнойдорогиобщего пользования межмуниципального значения вСамарскойобласти Чубовка – Сырейка – Обводная г.Самарыкм 0+000 - км 11+989, расположенной в муниципальном районе КинельскийСамарскойобласти;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕСАМАРСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИДОРОГАМИ САМАРСКОЙОБЛАСТИ""";11.12.2020;201 240 716,20 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0842200002120000281;МИНИСТЕРСТВО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ САМАРСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХРИПУНОВ И К""";;201 240 716,20;;;;;;
№ 0842200002120000282;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0842200002120000282;Определение поставщика завершено;"Оказание услуг по осуществлению авторского надзора на объекте «Реконструкция мостового перехода через реку Сок на км 0+250 автомобильнойдорогиВолжский - Курумоч - ""Урал"" муниципального района КрасноярскийСамарскойобласти. II  этап»";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕСАМАРСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИДОРОГАМИ САМАРСКОЙОБЛАСТИ""";11.12.2020;456 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0842200002120000282;МИНИСТЕРСТВО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ САМАРСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР""";;456 000,00;;;;;;
№ 32009759215;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009759215;Работа комиссии;Поставка запасных частей для автомобилей ВАЗ, ГАЗ, ПАЗ, ЗИЛ, УАЗ, спецтехники типа «Дорожный мастер»;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕСАМАРСКОЙОБЛАСТИ "" АГЕНТСТВО ПО СОДЕРЖАНИЮ АВТОМОБИЛЬНЫХДОРОГОБЩЕГО ПОЛЬЗОВАНИЯСАМАРСКОЙОБЛАСТИ""";03.12.2020;5 000 000,00 ₽;;;;;;;;;;;;;;
№ 32009792137;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009792137;Закупка завершена;Поставка спирального барьера безопасности для нуждСамарскогоотряда  филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";11.12.2020;82 450,00 ₽;;;;;;;;;;;;;;
№ 32009810192;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009810192;Закупка завершена;Прием снега и ледово-снежной массы от уборкидорог;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САМАРСКИЙГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ""";16.12.2020;200 000,00 ₽;;;;;;;;;;;;;;
№ 32009815010;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009815010;Подача заявок;Оказание услуг по организации и проведению периодической проверки работников на пригодность к действиям в условиях, связанных с применением огнестрельного оружия и специальных средств для нуждСамарскогоотряда филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге(г. Ульяновск);"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";17.12.2020;230 817,60 ₽;;;;;;;;;;;;;;
№ 0142200001320024245;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0142200001320024245;Подача заявок;Приобретение и поставка машины коммунальной(на базе трактора МТЗ-82.1) или эквивалент;ГЛАВНОЕ  УПРАВЛЕНИЕ  ОРГАНИЗАЦИИ  ТОРГОВСАМАРСКОЙОБЛАСТИ;18.12.2020;1 734 000,00 ₽;;;;;;;;;;;;;;
№ 0142300002720000076;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0142300002720000076;Подача заявок;Оказание услуг по техническому обслуживанию (ТО) и планово-предупредительному ремонту систем противопожарной защиты с выводом сигнала о возникновении пожара на пульт подразделения пожарной охраны,испытания на водоотдачу, перемотка пожарных рукавов (СОУЭ, АПС, ВПВ) в зданиях государственных бюджетных образовательных учреждений, административных зданиях (помещениях) городского округа ОктябрьскСамарскойобласти;АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ОКТЯБРЬСКСАМАРСКОЙОБЛАСТИ;18.12.2020;375 600,00 ₽;;;;;;;;;;;;;;
№ 0142300002720000074;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0142300002720000074;Подача заявок;Оказание услуг по дезинсекции , дератизации и акарицидной обработке;АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ОКТЯБРЬСКСАМАРСКОЙОБЛАСТИ;18.12.2020;89 686,73 ₽;;;;;;;;;;;;;;
№ 0842200002120000280;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0842200002120000280;Определение поставщика завершено;Ремонт автомобильнойдорогиобщего пользования межмуниципального значения вСамарскойобласти Тольятти – Хрящевка на участке км 12+400 – км 17+700, км 20+300 – км 41+900, расположенной в муниципальном районе Ставропольский;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕСАМАРСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИДОРОГАМИ САМАРСКОЙОБЛАСТИ""";09.12.2020;478 736 477,25 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0842200002120000280;МИНИСТЕРСТВО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ САМАРСКОЙ ОБЛАСТИ;Согласование не проводилось;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЛТИЙСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ-СПБ""";;;;;;;
№ 0142300002720000071;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0142300002720000071;Определение поставщика завершено;Поставка кухонного оборудования;АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ОКТЯБРЬСКСАМАРСКОЙОБЛАСТИ;09.12.2020;240 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0142300002720000071;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ОКТЯБРЬСК САМАРСКОЙ ОБЛАСТИ ""СЛУЖБА БЛАГОУСТРОЙСТВА, ОЗЕЛЕНЕНИЯ, СОДЕРЖАНИЯ ДОРОГ И ТРАНСПОРТНОГО ОБСЛУЖИВАНИЯ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРМУЛА ХОЛОДА""";2 - Второй номер;225 600,00;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДОМ ПИВНОГО ОБОРУДОВАНИЯ;1 - Победитель;224 400,00;;;;;;
№ 0369100028420000059;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0369100028420000059;Определение поставщика завершено;"Выполнение работ  по ремонту автомобильнойдорогиМ-5 ""Урал"" Москва - Рязань - Пенза -Самара- Уфа - Челябинск  на участке  км 1829+000 - км 1844+000 (правый проезд), Челябинская область";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""ЮЖНЫЙ УРАЛ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";25.11.2020;388 057 230,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0369100028420000059;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""ЮЖНЫЙ УРАЛ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЮЗ АВТОДОР""";1 - Победитель;386 116 943,85;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРСТРОЙГРУПП""";2 - Второй номер;388 057 230,00;;;;;;
№ 0142300002720000073;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0142300002720000073;Подача заявок;Поставка сжиженного углеводородного газа;АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ОКТЯБРЬСКСАМАРСКОЙОБЛАСТИ;18.12.2020;479 978,51 ₽;;;;;;;;;;;;;;
№ 32009785209;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009785209;Закупка завершена;Оказание услуг по предоставлению доступа к сети Интернет для нуждСамарскогоотряда филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";10.12.2020;90 000,00 ₽;;;;;;;;;;;;;;
№ 32009785294;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009785294;Закупка завершена;Оказание услуг по предоставлению доступа к сети Интернет для нуждСамарскогоотряда филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";10.12.2020;255 180,00 ₽;;;;;;;;;;;;;;
№ 0842200002120000285;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0842200002120000285;Подача заявок;Оказание услуг по содержанию автоматических пунктов весогабаритного контроля, расположенных на автомобильныхдорогахобщего пользования регионального или межмуниципального значенияСамарскойобласти;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕСАМАРСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИДОРОГАМИ САМАРСКОЙОБЛАСТИ""";18.12.2020;6 760 999,92 ₽;;;;;;;;;;;;;;
№ 0355100004520000124;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0355100004520000124;Подача заявок;"...  на автомобильныхдорогахобщегопользования федерального значения М-5 ""Урал""Москва-Рязань-Пенза-Самара-Уфа-Челябинскна участке ...  – км 1194+766; М-5 ""Урал""Москва-Рязань-Пенза-Самара-Уфа-Челябинскна участке подъезд к г ... .Самаракм 0+000 – км 12 ... +000; М-5 ""Урал""Москва-Рязань-Пенза-Самара-Уфа-Челябинскна участках  подъезд к г ...  – км 328+400; М-5 ""Урал""Москва-Рязань-Пенза-Самара-Уфа-Челябинскна участке подъезд к г ... +800 – км 132+565;  А-300Самара-Большая Черниговка - граница с ...";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ""БОЛЬШАЯ ВОЛГА"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";17.12.2020;63 461 336,00 ₽;;;;;;;;;;;;;;
№ 0355100004520000123;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0355100004520000123;Подача заявок;"...  на автомобильныхдорогахобщего пользования федерального значения   М-5 ""Урал""Москва-Рязань-Пенза-Самара-Уфа-Челябинскна участке ...  – км 1194+766; М-5 ""Урал""Москва-Рязань-Пенза-Самара-Уфа-Челябинскна участке подъезд к г ... .Самаракм 0+000 – км 12 ... +000; М-5 ""Урал""Москва-Рязань-Пенза-Самара-Уфа-Челябинскна участках подъезд к г ...  – км 328+400; М-5 ""Урал""Москва-Рязань-Пенза-Самара-Уфа-Челябинскна участке подъезд к г ... +800 – км 132+565;  А-300Самара-Большая Черниговка - граница с ...";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ""БОЛЬШАЯ ВОЛГА"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";17.12.2020;215 329 181,00 ₽;;;;;;;;;;;;;;
№ 0142300002720000072;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0142300002720000072;Подача заявок;Поставка дизельного топлива и бензина автомобильного;АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ОКТЯБРЬСКСАМАРСКОЙОБЛАСТИ;17.12.2020;2 139 594,20 ₽;;;;;;;;;;;;;;
№ 0342300000120001599;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0342300000120001599;Определение поставщика завершено;Выполнение работ по содержанию территорий Красноглинского внутригородского района городского округаСамара;ДЕПАРТАМЕНТ ФИНАНСОВ АДМИНИСТРАЦИИ ГОРОДСКОГО ОКРУГАСАМАРА;04.12.2020;23 753 728,62 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0342300000120001599;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КРАСНОГЛИНСКОГО ВНУТРИГОРОДСКОГО РАЙОНА ГОРОДСКОГО ОКРУГА САМАРА ""КРАСНОГЛИНСКОЕ""";;По результатам рассмотрения вторых частей заявок принято решение о соответствии указанным требованиям только одной второй части заявки на участие в нем (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНИЦИАТИВА""";;23 634 959,98;;;;;;
