Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Поле 1;Поле 2;Поле 3;Поле 4;Поле 5;Поле 6;Поле 7;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0171200001920002048;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0171200001920002048;Определение поставщика завершено;Устранение деформаций и повреждений в покрытиях горячей асфальтобетонной смесью на автомобильнойдороге«Сергиев Посад – Калязин – Рыбинск –Череповец» - пос. ГЭС (до границ г. Рыбинск).;ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗА ЯРОСЛАВСКОЙ ОБЛАСТИ;02.11.2020;1 888 687,42 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0171200001920002048;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, ТРАНСПОРТА И СВЯЗИ АДМИНИСТРАЦИИ РЫБИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РЫБИНСКИЙ ПРОЕКТНЫЙ ИНСТИТУТ ""ЖИЛКОММУНПРОЕКТ""";1 - Победитель;1 784 809,58;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ОЛИМП-СТРОЙ""";2 - Второй номер;1 794 253,02;;;;;;
№ 0130300023520000082;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130300023520000082;Определение поставщика завершено;"Ремонт автомобильныхдорог Череповецкогорайона: Подъезд к участкам за ДНТ ""Аленушка"" в д.ГородищеЧереповецкогорайона";АДМИНИСТРАЦИЯЧЕРЕПОВЕЦКОГОМУНИЦИПАЛЬНОГО  РАЙОНА;23.10.2020;4 074 254,86 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130300023520000082;АДМИНИСТРАЦИЯ ЧЕРЕПОВЕЦКОГО МУНИЦИПАЛЬНОГО РАЙОНА;Карпов Д. Н.;1 - Победитель;2 387 899,39;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕРМЕС""";2 - Второй номер;2 408 270,66;;;;;;
№ 0130200002420002978;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130200002420002978;Определение поставщика завершено;Ремонт автомобильнойдорогиСлабеево-Абаканово вЧереповецкомрайоне Вологодской области;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ВОЛОГОДСКОЙ ОБЛАСТИ;02.10.2020;55 253 852,51 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130200002420002978;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ВОЛОГОДСКОЙ ОБЛАСТИ""";;По результатам рассмотрения вторых частей заявок принято решение о соответствии указанным требованиям только одной второй части заявки на участие в нем (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧЕРЕПОВЕЦДОРСТРОЙ""";;50 004 736,47;;;;;;
№ 0336100012520000111;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0336100012520000111;Определение поставщика завершено;"Оказание услуг по содержанию автомобильнойдорогиР-132 «Золотое кольцо» Ярославль – Кострома –  ...  – Углич – Ярославль, включая: - автомобильнуюдорогуТверь – Бежецк – Весьегонск - Устюжна ... , протяженностью 28,993 км; автомобильнуюдорогуКалязин – Кашин – Горицы - Кушалино ... , протяженностью 129,988 км; автомобильнуюдорогуСтарое направление по г. ... ,636 км; автомобильнуюдорогуСергиев Посад – Калязин – Рыбинск –Череповец, км 108+250 ...";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";22.09.2020;110 244 905,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0336100012520000111;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРЭКС""";1 - Победитель;98 117 965,34;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯРАВТОДОР""";2 - Второй номер;98 669 189,87;;;;;;
№ 0130200002420002838;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130200002420002838;Определение поставщика завершено;Разработка проектной документации на ремонт автомобильнойдороги Череповец-Белозерск-ЛипинБор, км 99+000 – км 107+000 в Белозерском районе Вологодской области;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ВОЛОГОДСКОЙ ОБЛАСТИ;22.09.2020;1 600 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130200002420002838;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ВОЛОГОДСКОЙ ОБЛАСТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОГАПРО""";1 - Победитель;1 088 000,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРКТИКТРАНСПРОЕКТ""";2 - Второй номер;1 096 000,00;;;;;;
№ 0336100012520000112;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0336100012520000112;Определение поставщика завершено;"...  искусственных дорожных сооружений на автомобильныхдорогах: АвтомобильнаядорогаР-132 «Золотое кольцо» Ярославль ... +400 – км 36+412; АвтомобильнаядорогаР-132 «Золотое кольцо» Ярославль – Кострома ... +000 – км 129+600; АвтомобильнаядорогаР-132 «Золотое кольцо» Ярославль – Кострома ...  – Рыбинск –Череповецна участке км 108+250 – км 139+521; Автомобильнаядорога...";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";23.09.2020;51 311 162,88 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0336100012520000112;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТСТРОЙ""";;51 311 162,88;;;;;;
№ 0130300023520000070;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130300023520000070;Определение поставщика завершено;Ремонт участкадорогиДуброво-Гавино.Череповецкийрайон сельское поселение Уломское.;АДМИНИСТРАЦИЯЧЕРЕПОВЕЦКОГОМУНИЦИПАЛЬНОГО  РАЙОНА;04.09.2020;8 840 134,22 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130300023520000070;АДМИНИСТРАЦИЯ ЧЕРЕПОВЕЦКОГО МУНИЦИПАЛЬНОГО РАЙОНА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОАРА-СТРОЙ""";1 - Победитель;6 612 420,40;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХСТРОЙ""";2 - Второй номер;6 656 621,07;;;;;;
№ 0171200001920001606;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0171200001920001606;Определение поставщика завершено;"Разработка сметной документации на ремонт участка автомобильнойдорогиСергиев Посад - Калязин - Рыбинск -Череповец""Р-104"" в Пошехонском муниципальном районе Ярославской области";ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗА ЯРОСЛАВСКОЙ ОБЛАСТИ;02.09.2020;2 922 409,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0171200001920001606;"ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ЯРОСЛАВСКОЙ ОБЛАСТИ ""ЯРОСЛАВСКАЯ ОБЛАСТНАЯ ДОРОЖНАЯ СЛУЖБА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НПО ДОРОГА""";1 - Победитель;1 266 207,20;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""МОНОЛИТ""";2 - Второй номер;1 280 819,25;;;;;;
№ 32009165050;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009165050;Закупка завершена;Запроса котировок в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства, № П-30/1059 на право заключения договоров на поставку материалов для нужд СМТ-05;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЖДСТРОЙ""";20.05.2020;;;;;;;;;;;;;;;
№ 0130200002420002687;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130200002420002687;Определение поставщика завершено;Выполнение работ по устройству и содержанию искусственного электроосвещения на пересечении в одном уровне автомобильныхдорог Череповец-Белозерск-ЛипинБор км 16+280 - км 16+910 и Подъезд к с. Воскресенское км 0+000 - км 0+300 вЧереповецкомрайоне Вологодской области;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ВОЛОГОДСКОЙ ОБЛАСТИ;31.08.2020;4 413 805,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130200002420002687;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ВОЛОГОДСКОЙ ОБЛАСТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОСТРОЙСЕРВИС""";1 - Победитель;3 894 464,48;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРЕДПРИЯТИЕ ""АГРОПРОМЭНЕРГО""";2 - Второй номер;3 916 533,51;;;;;;
№ 0130300023520000069;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130300023520000069;Определение поставщика завершено;Ремонт автомобильныхдорог Череповецкогорайона Вологодской области на Обеспечение подъездов к земельным участкам, предоставляемым  отдельным  категориям  граждан.  Ремонтдорогив д.Ботово  Яргомжского  с/пЧереповецкийрайон.;АДМИНИСТРАЦИЯЧЕРЕПОВЕЦКОГОМУНИЦИПАЛЬНОГО  РАЙОНА;27.08.2020;3 200 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130300023520000069;АДМИНИСТРАЦИЯ ЧЕРЕПОВЕЦКОГО МУНИЦИПАЛЬНОГО РАЙОНА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕРМЕС""";1 - Победитель;2 220 000,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХСТРОЙ""";2 - Второй номер;2 236 000,00;;;;;;
№ 32009362906;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009362906;Закупка завершена;Запрос котировок среди субъектов малого и среднего предпринимательства в электронной форме № 2145/ЗКТЭ-ДЖВ/20 на право заключения договора оказания услуг по погрузке и вывозу снега и наледи с территории вокзалов Северной РДЖВ.;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";29.07.2020;;;;;;;;;;;;;;;
№ 32009431890;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009431890;Закупка завершена;Запрос котировок среди субъектов малого и среднего предпринимательства в электронной форме № 2341/ЗКТЭ-ДЖВ/20 на право заключения договоров выполнения работ при техническом содержании зданий вокзальных комплексов Северной РДЖВ по региону (вокзалы Северной РДЖВ);"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";25.08.2020;;;;;;;;;;;;;;;
№ 0171200001920001501;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0171200001920001501;Определение поставщика завершено;Ремонт автомобильнойдорогиСергиев Посад -Череповец- Колобово ПК 0+00 - ПК 5+20 в Пошехонском МР;ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗА ЯРОСЛАВСКОЙ ОБЛАСТИ;19.08.2020;3 041 103,60 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0171200001920001501;МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ АДМИНИСТРАЦИЯ ПОШЕХОНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЯРОСЛАВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЯРДОРМОСТ""";;3 041 103,60;;;;;;
№ 0130300023520000063;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130300023520000063;Определение поставщика завершено;Содержание автомобильныхдороги искусственных сооруженийЧереповецкогомуниципального района;АДМИНИСТРАЦИЯЧЕРЕПОВЕЦКОГОМУНИЦИПАЛЬНОГО  РАЙОНА;17.08.2020;15 878 100,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130300023520000063;АДМИНИСТРАЦИЯ ЧЕРЕПОВЕЦКОГО МУНИЦИПАЛЬНОГО РАЙОНА;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАЙОННАЯ ДОРОЖНАЯ СЛУЖБА""";;15 878 100,00;;;;;;
