Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Поле 1;Поле 2;Поле 3;Поле 4;Поле 5;Поле 6;Поле 7;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0149200002320008604;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008604;Определение поставщика завершено;Выполнение работ по устройству недостающих тротуаров на автомобильнойдорогеЗаполярный-Сальмиярви, км 33+250 - км 33+800.;КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;17.12.2020;4 401 779,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0149200002320008604;ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПО УПРАВЛЕНИЮ АВТОМОБИЛЬНЫМИ ДОРОГАМИ МУРМАНСКОЙ ОБЛАСТИ;;По результатам рассмотрения вторых частей заявок принято решение о соответствии указанным требованиям только одной второй части заявки на участие в нем (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИЗНЕС-КОМПАНИЯ""";;4 269 725,60;;;;;;
№ 0149200002320008603;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008603;Определение поставщика завершено;Выполнение работ по устройству недостающих остановочных и посадочных площадок, автопавильонов недостающего электроосвещения и тротуаров на автоподъезде к селу Минькино, км 0+000 - км 1+613;КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;17.12.2020;5 710 517,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0149200002320008603;ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПО УПРАВЛЕНИЮ АВТОМОБИЛЬНЫМИ ДОРОГАМИ МУРМАНСКОЙ ОБЛАСТИ;;;;;;;;;;;;
№ 0149200002320008554;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008554;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогиСнежногорск - Гаджиево, км 0 - км 6+850;КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;16.12.2020;68 959 991,26 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0149200002320008554;ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПО УПРАВЛЕНИЮ АВТОМОБИЛЬНЫМИ ДОРОГАМИ МУРМАНСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МУРМАНСКОЕ ДОРОЖНОЕ УПРАВЛЕНИЕ""";1 - Победитель;68 270 391,34;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРСТРОЙМОНТАЖ""";2 - Второй номер;68 270 391,34;;;;;;
№ 0149200002320008553;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008553;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогиМишуково - Снежногорск, км 0 - км 25 (выборочно);КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;16.12.2020;49 686 857,82 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0149200002320008553;ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПО УПРАВЛЕНИЮ АВТОМОБИЛЬНЫМИ ДОРОГАМИ МУРМАНСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""МУРМАНСКОЕ ДОРОЖНОЕ УПРАВЛЕНИЕ""";1 - Победитель;49 189 989,24;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРСТРОЙМОНТАЖ""";2 - Второй номер;49 438 423,53;;;;;;
№ 0149200002320008518;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008518;Определение поставщика отменено;"Выполнение работ по ремонту автомобильнойдорогиКола-Верхнетуломский-КПП ""Лотта"", км 153 - км 165 (выборочно)";КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;15.12.2020;119 910 570,89 ₽;;;;;;;;;;;;;;
№ 0149200002320008267;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008267;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогиУмба-Кандалакша, км 0 - км 90 (выборочно);КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;08.12.2020;99 223 442,71 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0149200002320008267;ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПО УПРАВЛЕНИЮ АВТОМОБИЛЬНЫМИ ДОРОГАМИ МУРМАНСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""МУРМАНСКОЕ ДОРОЖНОЕ УПРАВЛЕНИЕ""";1 - Победитель;98 231 208,27;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕР СТРОЙ""";2 - Второй номер;99 223 442,70;;;;;;
№ 0149200002320008266;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008266;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогиПиренга-Ковдор, км 0 - км 100 (выборочно);КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;08.12.2020;228 756 323,16 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0149200002320008266;ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПО УПРАВЛЕНИЮ АВТОМОБИЛЬНЫМИ ДОРОГАМИ МУРМАНСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОЛЬСКОЕ ДОРОЖНОЕ УПРАВЛЕНИЕ""";1 - Победитель;227 612 541,54;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКВАРИУМ""";2 - Второй номер;228 756 323,15;;;;;;
№ 0149200002320008259;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008259;Определение поставщика завершено;Оказание услуг по защите объекта транспортной инфраструктуры (ДХА0034129) от актов незаконного вмешательства, охране имущества и материальных ценностей, а также защиты охраняемого объекта от противоправных посягательств в 2021 году;КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;08.12.2020;15 677 388,75 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0149200002320008259;ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПО УПРАВЛЕНИЮ АВТОМОБИЛЬНЫМИ ДОРОГАМИ МУРМАНСКОЙ ОБЛАСТИ;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «СИСТЕМЫ ТРАНСПОРТНОЙ БЕЗОПАСНОСТИ - КРЫМ»;1 - Победитель;11 643 226,10;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОДРАЗДЕЛЕНИЕ ТРАНСПОРТНОЙ БЕЗОПАСНОСТИ ""РУБЕЖ""";2 - Второй номер;15 599 001,80;;;;;;
№ 0372100009920000110;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0372100009920000110;Определение поставщика завершено;"...  сооружений на действующей сети автомобильныхдорогобщего пользования федерального значения. ...  дорожных сооружениях, расположенных на автомобильныхдорогахобщего пользования федерального значения в ... : содержание судовых сигнализаций на автомобильнойдорогеА-181 ""Скандинавия"" Санкт-Петербург ...  на автомобильнойдорогеР-21 ""Кола"" Санкт-Петербург - Петрозаводск -Мурманск- Печенга - граница ... ) автомобильнойдорогиР-21 ""Кола"" Санкт-Петербург - Петрозаводск -Мурманск- Печенга - граница ...";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";08.12.2020;49 689 472,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0372100009920000110;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕВРОТРАНССТРОЙ""";;49 689 472,00;;;;;;
№ 32009774569;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009774569;Закупка завершена;"Оказание услуг по предоставлению транспорта с экипажем (автокатафалк) для проведения похоронной процессии (перевозка гроба с телом умершего, с сопровождающими лицами, с места проведения до кладбища, с ожиданием (до 45 (сорока пяти) минут) и обратнодорогойдо места, указанного сопровождающими лицами в пределах муниципального образования городаМурманскадля нужд  АО ""Бюро спецобслуживания""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БЮРО СПЕЦОБСЛУЖИВАНИЯ""";08.12.2020;2 998 600,00 ₽;;;;;;;;;;;;;;
№ 0149200002320008180;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008180;Определение поставщика завершено;Выполнение работ по содержаниюдорог, элементовдорог, объектов инженерной инфраструктуры  административных округов городаМурманска;КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;04.12.2020;72 787 640,64 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0149200002320008180;"МУРМАНСКОЕ МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ДОРОЖНОГО ХОЗЯЙСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОРДСТРОЙ""";1 - Победитель;72 423 702,44;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕР СТРОЙ""";2 - Второй номер;72 787 640,63;;;;;;
№ 0849300004920001018;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0849300004920001018;Определение поставщика завершено;Выполнение работ по содержанию объектов и элементов улично-дорожной сети, благоустройства, инженерной инфраструктуры, расположенных в Первомайском административном округе городаМурманска.;"МУРМАНСКОЕМУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКУПОК""";03.12.2020;75 394 586,70 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0849300004920001018;"МУРМАНСКОЕ МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ДОРОЖНОГО ХОЗЯЙСТВА""";;По результатам рассмотрения вторых частей заявок принято решение о соответствии указанным требованиям только одной второй части заявки на участие в нем (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКВАРИУМ""";;75 394 586,70;;;;;;
№ 0149300005020000091;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149300005020000091;Определение поставщика завершено;Выполнение работ по содержанию улично-дорожной сети муниципального образования ЗАТО г. Островной на январь 2021 года;АДМИНИСТРАЦИЯ ЗАКРЫТОГО АДМИНИСТРАТИВНО-ТЕРРИТОРИАЛЬНОГО ОБРАЗОВАНИЯ  ГОРОД ОСТРОВНОЙМУРМАНСКОЙОБЛАСТИ;03.12.2020;3 962 064,02 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0149300005020000091;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ГОРОДСКОГО ХОЗЯЙСТВА ЗАКРЫТОГО АДМИНИСТРАТИВНО-ТЕРРИТОРИАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД ОСТРОВНОЙ МУРМАНСКОЙ ОБЛАСТИ""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМК""";;3 962 064,02;;;;;;
№ 0149200002320008038;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0149200002320008038;Определение поставщика завершено;Выполнение работ по устройству временного моста через р. Канентъявр на км 49+100 автомобильнойдорогиКола – Серебрянские ГЭС с подъездами;КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕМУРМАНСКОЙОБЛАСТИ;02.12.2020;33 665 682,54 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0149200002320008038;ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПО УПРАВЛЕНИЮ АВТОМОБИЛЬНЫМИ ДОРОГАМИ МУРМАНСКОЙ ОБЛАСТИ;;В течение десяти минут после начала проведения электронного аукциона ни один из его участников не подал предложение о цене контракта (ч.20 ст.68 44-ФЗ). По результатам рассмотрения вторых частей заявок принято решение о соответствии требованиям, установленным документацией об электронном аукционе, двух и более вторых частей заявок.;;Петров павел иванович -.;1 - Победитель;33 665 682,54;;;;;;
№ 32009749621;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009749621;Закупка завершена;Закупка услуг по предоставлению во временное использование Бугельной канатнойдорогис горнолыжными склонами на горнолыжном комплексе Кольской АЭС(декабрь 2020);"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕМУРМАНСКОЙОБЛАСТИ ""МОНЧЕГОРСКАЯ СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА ПО ГОРНОЛЫЖНОМУ СПОРТУ""";01.12.2020;383 725,51 ₽;;;;;;;;;;;;;;
№ 32009744923;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009744923;Работа комиссии;Открытый аукцион среди субъектов малого и среднего предпринимательства в электронной форме № 6478/ОАЭ-ОКТ/20 на право заключения договора оказания услуг по комплексному обслуживанию домов и комнат отдыха локомотивных бригад;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";30.11.2020;;;;;;;;;;;;;;;
№ 32009743394;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009743394;Работа комиссии;Открытый аукцион среди субъектов малого и среднего предпринимательства в электронной форме № 6447/ОАЭ-ЦТ/20 на право заключения договора поставки воды бутилированной для подразделений Октябрьской дирекции тяги – структурного подразделения Дирекции тяги – филиала ОАО «РЖД»;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";30.11.2020;;;;;;;;;;;;;;;
№ 32009743150;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009743150;Закупка завершена;Оказание услуг по предоставлению материально-технической базы для проведения периодической проверки работников Санкт-Петербургского отряда филиала ФГП ВО ЖДТ России на Октябрьской железнойдороге(г.Мурманск);"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";30.11.2020;339 000,00 ₽;;;;;;;;;;;;;;
№ 32009736780;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009736780;Работа комиссии;"Выполнение полного комплекса работ по объекту «Строительство ЛЭП-6кВ от КВЛ-6кВ Ф-20 от ПС 35/6 кВ №394 до вновь устанавливаемой в районе расположения нагрузок ТП (КТП, БКТП, КТПН) 6/0,4кВ с установкой блока разъединитель-предохранитель на первой отпаечной опоре для технологического присоединения вМурманскойобласти, МО Кольский район, 9 кмавтодорогиКола-Туманный (договор ТП 43-02941/20 от 25.08.2020 с ФГКУ ""Пограничным управлением ФСБ РФ по западному арктическому району"") для нуждМурманскогофилиала ПАО ""МРСК Северо-Запада""";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЖРЕГИОНАЛЬНАЯ РАСПРЕДЕЛИТЕЛЬНАЯ СЕТЕВАЯ КОМПАНИЯ СЕВЕРО-ЗАПАДА""";27.11.2020;12 165 796,84 ₽;;;;;;;;;;;;;;
